,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
10,929049,,,12/09/22(Fri)04:30:57,Anonymous,,"why is everyone so obsessed with non-destructive workflows?<br>who tf has time for boolean modelling?<br>remember when we just painted on paper without having ctrl z there to block our happy accidents?<br>talking from the pov of a conceptual artist btw, I get that if you’re just doing technical client work you need it.<br>But my point is I think non-destructive systems block our creativity and overwhelm us with choice paralysis.",87ABBA12-F17E-4E2A-B60B-743008828C8A,.jpg,290,290,249,249,1670578257249575,1670578257,z6xkZSrt/nujF7cXzPWy2Q==,41613,0,,why-is-everyone-so-obsessed-with-nondestructive,16,4,11.0,4.0,"[{'no': 929206, 'now': '12/10/22(Sat)13:19:13', 'name': 'Anonymous', 'com': '<a href=""#p929049"" class=""quotelink"">&gt;&gt;929049</a><br><span class=""quote"">&gt;talking from the pov of a conceptual artist btw</span><br>You could&#039;ve just said that and we&#039;d have known to put your opinion where it belongs: the trash.', 'time': 1670696353, 'resto': 929049}, {'no': 929263, 'now': '12/10/22(Sat)22:19:35', 'name': 'Anonymous', 'com': '<a href=""#p929049"" class=""quotelink"">&gt;&gt;929049</a><br>Here is why Maya and other real 3D programs except blender have non-destructive workflows.<br><br>You make a house and later you want to change it, if this was real house you have to destroy the part you hate. non-destructive house means you can just say no to that part and make do. $10,000 in house damage vs simple editing of house, the choice is clear.', 'time': 1670728775, 'resto': 929049}, {'no': 929275, 'now': '12/11/22(Sun)02:22:28', 'name': 'Anonymous', 'com': '<a href=""#p929049"" class=""quotelink"">&gt;&gt;929049</a><br>Booleans are a meme promototed by shotacon Muslim terrorists like JL Mussi. True lumber jacks build a village with projective primitives.', 'time': 1670743348, 'resto': 929049}, {'no': 929339, 'now': '12/11/22(Sun)13:36:01', 'name': 'Anonymous', 'com': '3ds max vs. Houdini; stack history vs. node history.<br><br>Thoughts?', 'time': 1670783761, 'resto': 929049}, {'no': 929517, 'now': '12/13/22(Tue)00:27:06', 'name': 'Anonymous', 'com': '<a href=""#p929049"" class=""quotelink"">&gt;&gt;929049</a><br>no one does, so I have no idea what you&#039;re talking about. my standard workflow is to do a rough, dirty, destructive blockout where my only interest is to test out interesting shapes and get proportions/ideas right.<br><br>then I recreate a clean low poly version. finally I clone that or straight up take it to zbrush and make a high poly to bake onto the low one.', 'time': 1670909226, 'resto': 929049}]",1670909226,0.0,0.0
11,929287,,,12/11/22(Sun)04:25:55,Anonymous,Industry &quot;standards&quot;,So why are people here pretending the industry is doing something great?<br>I see a lot of shitting on Blender because it doesn&#039;t live up to industry &quot;standards&quot; and then you go and look what the industry puts out and it&#039;s shit even uglier than the worst uglies in real life.<br>The idea that the people responsible for pic related are doing anything even remotely desirable and that their opinions should be taken seriously is laughable to me.,industry standard,.jpg,2070,3033,170,249,1670750755778944,1670750755,A2qF27/fa1uQsb64p884Dw==,418965,0,,industry-standards,22,8,17.0,6.0,"[{'no': 929466, 'now': '12/12/22(Mon)16:50:13', 'name': 'Anonymous', 'com': '<a href=""#p929313"" class=""quotelink"">&gt;&gt;929313</a><br><span class=""quote"">&gt;Have another one</span><br>no thanks', 'time': 1670881813, 'resto': 929287}, {'no': 929469, 'now': '12/12/22(Mon)17:01:33', 'name': 'Anonymous', 'com': '<a href=""#p929463"" class=""quotelink"">&gt;&gt;929463</a><br>Ben pls leave', 'filename': 'ruinedsilhouette', 'ext': '.jpg', 'w': 800, 'h': 800, 'tn_w': 125, 'tn_h': 125, 'tim': 1670882493701245, 'time': 1670882493, 'md5': 'lk8W5aUZ4PTmZU4dr4DLvQ==', 'fsize': 71281, 'resto': 929287}, {'no': 929491, 'now': '12/12/22(Mon)19:47:10', 'name': 'Anonymous', 'com': '<a href=""#p929469"" class=""quotelink"">&gt;&gt;929469</a><br>Absolutely awful. What an embarrassing example of western ineptitude.', 'time': 1670892430, 'resto': 929287}, {'no': 929505, 'now': '12/12/22(Mon)22:13:58', 'name': 'Moose', 'com': '<a href=""#p929460"" class=""quotelink"">&gt;&gt;929460</a><br>The subtlety really rams you from behind in this one', 'time': 1670901238, 'resto': 929287}, {'no': 929515, 'now': '12/12/22(Mon)23:50:39', 'name': 'Anonymous', 'com': '<a href=""#p929491"" class=""quotelink"">&gt;&gt;929491</a><br>Have another. While others grind through Sakaki&#039;s videos, be they without audio or auto translate, to see the original workflows for anime character creation from Japan itself, mutts just freestyle ugliness. No understanding of character design whatsoever.', 'filename': '1669062248321346', 'ext': '.jpg', 'w': 800, 'h': 800, 'tn_w': 125, 'tn_h': 125, 'tim': 1670907039259931, 'time': 1670907039, 'md5': 'FQS61+5APJ/cPYkMqlaCqA==', 'fsize': 121002, 'resto': 929287}]",1670907039,0.0,0.0
12,924590,,,11/05/22(Sat)01:25:57,Anonymous,This garbage is worse than the average garbage on this shit board,"https://www.youtube.com/watch?v=Udq<wbr>rFa6pWLA<br><br><br>Where the 16 billion dollar were fucking spent?<br>In what?<br><br>Seriously, where the fucking money was spent?<br><br>Not even giving every developer hookes and cocaine would cost 16 billion dollars.<br><br>What the fuck.<br>I&#039;ve seen indie games more polished than this garbage.<br>I literally see more polished shit on /agdg/<br><br>Where the fucking money was spent on?<br>Where?",U2PHXYW3ROZNB7RJPY75UTBNCE,.jpg,3500,2333,250,166,1667625957911478,1667625957,tAZ8rY7yOs4w1Qw20q7gOA==,1117913,0,,this-garbage-is-worse-than-the-average-garbage-on,56,5,51.0,4.0,"[{'no': 928022, 'now': '12/01/22(Thu)08:35:27', 'name': 'Anonymous', 'com': '<a href=""#p924590"" class=""quotelink"">&gt;&gt;924590</a><br><span class=""quote"">&gt;Not even giving every developer hookes and cocaine would cost 16 billion dollars</span><br><br>You are not accounting for:<br><span class=""quote"">&gt;Cultural Engagement Lead</span><br><span class=""quote"">&gt;Team Yoga Coordinator</span><br><span class=""quote"">&gt;HRBP</span><br><span class=""quote"">&gt;HRPP assistant</span><br><span class=""quote"">&gt;Office Coordinator</span><br><span class=""quote"">&gt;Floor Campaigner</span><br><span class=""quote"">&gt;Mime</span><br><span class=""quote"">&gt;Team Lead</span><br><span class=""quote"">&gt;Team Manager</span><br><span class=""quote"">&gt;Floor Manager</span><br><span class=""quote"">&gt;Site Manager</span><br><span class=""quote"">&gt;On-site Puppeteer</span><br><span class=""quote"">&gt;Silent Room Scheduling Coordinator</span><br><span class=""quote"">&gt;Floor Psychologist</span><br><span class=""quote"">&gt;Affirmative Action Specialist</span><br><span class=""quote"">&gt;Floor Activities Manager</span><br><span class=""quote"">&gt;Fruit Food Cart Pusher</span><br><span class=""quote"">&gt;Fruit Food Cart Lead</span><br><span class=""quote"">&gt;Fruit Food Cart Manager</span><br><span class=""quote"">&gt;Plushies Time! Kinesthetic Activity Coordinator</span>', 'time': 1669901727, 'resto': 924590}, {'no': 929507, 'now': '12/12/22(Mon)22:30:26', 'name': 'need a marc maron 3d head obj', 'com': 'anyone have?', 'filename': '404-4047667_marc-maron-hd-png-download', 'ext': '.png', 'w': 860, 'h': 1048, 'tn_w': 102, 'tn_h': 125, 'tim': 1670902226058929, 'time': 1670902226, 'md5': 'bzKGd0CgiMX3XVyVfxdTRQ==', 'fsize': 613211, 'resto': 924590}, {'no': 929509, 'now': '12/12/22(Mon)22:54:19', 'name': 'Anonymous', 'com': '<a href=""#p929507"" class=""quotelink"">&gt;&gt;929507</a><br>pls expand on this q. v interested.', 'time': 1670903659, 'resto': 924590}, {'no': 929510, 'now': '12/12/22(Mon)22:57:53', 'name': 'need a marc maron 3d head obj', 'com': '<a href=""#p929509"" class=""quotelink"">&gt;&gt;929509</a><br>hey anonymous, <br>this is a nice answer.<br>i need a mark maron 3d object or stl for a music video real bad. wondering if you have one or can make me one', 'time': 1670903873, 'resto': 924590}, {'no': 929511, 'now': '12/12/22(Mon)23:06:31', 'name': 'Anonymous', 'com': '<a href=""#p929510"" class=""quotelink"">&gt;&gt;929510</a><br>i c i c uve come to the right place. i’m sure one of the talented anons of this board has just the thing ur looking for. b patient &amp; u may find what u seek.', 'time': 1670904391, 'resto': 924590}]",1670904391,0.0,0.0
13,923828,,,10/30/22(Sun)04:35:05,Anonymous,how do I make pic rel in substance painter?,purple porcelain abomination is what I got at the moment after following some fag ow2 esque tutorial <br><br>anything that involves closing substance painter I cannot do,Ff6yDsRacAMqqYm,.jpg,1800,2348,191,250,1667118905854971,1667118905,J4Qo6yCnKpCEcc9fNNJLEw==,2612096,0,,how-do-i-make-pic-rel-in-substance-painter,31,11,26.0,8.0,"[{'no': 928931, 'now': '12/08/22(Thu)00:34:22', 'name': 'Anonymous', 'com': '<a href=""#p928809"" class=""quotelink"">&gt;&gt;928809</a><br>8 month schizo, is that you?', 'time': 1670477662, 'resto': 923828}, {'no': 928940, 'now': '12/08/22(Thu)02:53:28', 'name': 'Anonymous', 'com': '<a href=""#p928931"" class=""quotelink"">&gt;&gt;928931</a><br>unfortunately, no', 'filename': 'Screen Shot 2022-12-08 at 12.52.33 AM', 'ext': '.jpg', 'w': 2880, 'h': 1800, 'tn_w': 125, 'tn_h': 78, 'tim': 1670486008515979, 'time': 1670486008, 'md5': '+UrMpx6mD0t724/fKmK0LQ==', 'fsize': 1028986, 'resto': 923828}, {'no': 928979, 'now': '12/08/22(Thu)11:44:33', 'name': 'Anonymous', 'com': '<a href=""#p928115"" class=""quotelink"">&gt;&gt;928115</a><br><a href=""#p928809"" class=""quotelink"">&gt;&gt;928809</a><br><a href=""#p928940"" class=""quotelink"">&gt;&gt;928940</a><br>unironically instead of trying to model a whole head just put the images through keentools face builder and paint in substance', 'time': 1670517873, 'resto': 923828}, {'no': 929143, 'now': '12/10/22(Sat)00:33:19', 'name': 'Anonymous', 'com': '<a href=""#p928979"" class=""quotelink"">&gt;&gt;928979</a><br>ive already decided on handpainting her face and skin, then doing the clothes in substance <br><br>unironically I think its gonna be more effort to draw more sketches of her face than just model it in 3d', 'filename': 'Screen_Shot_2022-12-09_at_10.31.19_PM', 'ext': '.png', 'w': 2880, 'h': 1800, 'tn_w': 125, 'tn_h': 78, 'tim': 1670650399221335, 'time': 1670650399, 'md5': 'svlfdPMpa1hWaKkc6HIKog==', 'fsize': 1472806, 'resto': 923828}, {'no': 929508, 'now': '12/12/22(Mon)22:51:36', 'name': 'Anonymous', 'com': 'update', 'filename': 'Screen Shot 2022-12-12 at 8.49.58 PM', 'ext': '.png', 'w': 2880, 'h': 1800, 'tn_w': 125, 'tn_h': 78, 'tim': 1670903496516604, 'time': 1670903496, 'md5': 'fBE7maRCZltEyPIEwSt2lg==', 'fsize': 1722938, 'resto': 923828}]",1670903496,0.0,0.0
14,929423,,,12/12/22(Mon)06:11:07,Anonymous,Nomad Sculpt,What is the final redpill on Nomad Sculpt? Is it a viable sculpting app? Can it compare with sculpting software on desktop (putting aside zbrush and it&#039;s obvious performance advantages).<br><br>Do you need one of the latest iPad Pros to run it or what? Would it tank with a 2nd gen pro (4gb ram)?,1200x1200bb,.png,1024,1024,250,250,1670843467712060,1670843467,ks5DZsPPVZEQrw5bVdtZew==,313197,0,,nomad-sculpt,2,0,,,"[{'no': 929496, 'now': '12/12/22(Mon)20:59:23', 'name': 'Anonymous', 'com': '<a href=""#p929423"" class=""quotelink"">&gt;&gt;929423</a><br>Nomad all day baby. Wish it was available for desktop as a cheaper brush alt for us poor people. I&#039;ve gone up to millions of poly without lag on my 2018 iPad pro (11in 4Gb of ram as well). <br><br>It sits right behind zbrush and far ahead of blender, the crease brush actually creases properly too, nice.', 'time': 1670896763, 'resto': 929423}, {'no': 929498, 'now': '12/12/22(Mon)21:00:24', 'name': 'Anonymous', 'com': '<a href=""#p929423"" class=""quotelink"">&gt;&gt;929423</a><br>Also, it&#039;s free to try out anyways, why not just give it a shot if you already have an iPad?', 'time': 1670896824, 'resto': 929423}]",1670896824,0.0,0.0
15,924020,,,10/31/22(Mon)21:58:30,Anonymous,You&#039;re low IQ if you use vanilla blender.,"100% sure all the retards shitting on blender are clearly using vanilla blender and not using a single addon like retopoflow, voxel skinner, box cutter and BPainter.<br><br>It&#039;s like wow, no shit, vanilla blender is garbage.<br>Guess what retard, I don&#039;t use vanilla blender.",16642361092653762,.jpg,700,695,250,248,1667267910974689,1667267910,j9pQEkJEKuBDWlx7xGQkgQ==,60750,0,,youre-low-iq-if-you-use-vanilla-blender,73,8,68.0,7.0,"[{'no': 929212, 'now': '12/10/22(Sat)14:58:06', 'name': 'Anonymous', 'com': '<a href=""#p929118"" class=""quotelink"">&gt;&gt;929118</a><br>You&#039;re a brainlet who filtered by a UI. It doesn&#039;t matter if it&#039;s Blender or a fucking Tax form website url. The fact you&#039;re bitching about a UI when there&#039;s other retarded designs and features like Zbrush tells me you&#039;re not even a real 3D artist and just another Zoomer who gave up after his first week', 'time': 1670702286, 'resto': 924020}, {'no': 929269, 'now': '12/10/22(Sat)23:31:34', 'name': 'Anonymous', 'com': '<a href=""#p929115"" class=""quotelink"">&gt;&gt;929115</a><br>have you tried blender for artists?<br><br>It&#039;s a fork that makes the UI easier for noobs.', 'filename': '1389002515581', 'ext': '.gif', 'w': 250, 'h': 250, 'tn_w': 125, 'tn_h': 125, 'tim': 1670733094285049, 'time': 1670733094, 'md5': '1LM4T2ur6XO5l+s9Mu/YDg==', 'fsize': 32612, 'resto': 924020}, {'no': 929382, 'now': '12/11/22(Sun)19:49:57', 'name': 'Anonymous', 'com': '<a href=""#p929117"" class=""quotelink"">&gt;&gt;929117</a><br>You ever tried submitting a patch to Blender?', 'time': 1670806197, 'resto': 924020}, {'no': 929394, 'now': '12/11/22(Sun)20:54:34', 'name': 'Anonymous', 'com': '<a href=""#p928207"" class=""quotelink"">&gt;&gt;928207</a><br>Why do you think pirating exists retard?', 'time': 1670810074, 'resto': 924020}, {'no': 929497, 'now': '12/12/22(Mon)21:00:13', 'name': 'Anonymous', 'com': '<a href=""#p929394"" class=""quotelink"">&gt;&gt;929394</a><br>To be part of a russian botnet.', 'time': 1670896813, 'resto': 924020}]",1670896813,0.0,0.0
16,918235,,,09/15/22(Thu)21:39:14,Anonymous,,"Any tips, guides or tutorials for modeling the adult danger zones? Obviously they won&#039;t be on youtube because the human body is a sin and cannot be witnessed.",1641192716989,.png,776,740,250,238,1663292354663895,1663292354,nAb/tUaLVBW6KP1odNXCkA==,400259,0,,any-tips-guides-or-tutorials-for-modeling-the,159,39,154.0,38.0,"[{'no': 929311, 'now': '12/11/22(Sun)09:29:25', 'name': 'Anonymous', 'com': '<a href=""#p918235"" class=""quotelink"">&gt;&gt;918235</a><br>damn that&#039;s a puffy butthole', 'time': 1670768965, 'resto': 918235}, {'no': 929334, 'now': '12/11/22(Sun)12:36:22', 'name': 'Anonymous', 'com': '<a href=""#p929245"" class=""quotelink"">&gt;&gt;929245</a><br>I don&#039;t know the guy you&#039;re talking about. But 90% of the time, you&#039;ll get better looking results doing stuff manually with some minor clipping, instead of trying to achieve perfect results with no clipping at all. And you&#039;ll most likely save time as well. Simulating should most of the time be a last resort you only use for stuff that can&#039;t be reasonably achieved manually, or is just too tedious, like hair, certain kinds of clothes, VFX and so on. It&#039;s all good, as long as it isn&#039;t blatant, and looks believable enough, even if it isn&#039;t necesarily amazing on the technical side. Not to say you should ignore that side of things, you definitely should know how to do it, but you should also understand when not to use it. The examples of dynamic butts here, while cool, are not going to work well in most scenarios, you&#039;ll end up wasting a ton of time tweaking these to work with your specific needs, compared to just getting it over with and doing them manually with a control rig and some blendshapes to polish it out where needed.', 'time': 1670780182, 'resto': 918235}, {'no': 929341, 'now': '12/11/22(Sun)13:54:18', 'name': 'Anonymous', 'com': '<a href=""#p918649"" class=""quotelink"">&gt;&gt;918649</a><br>When I finish my hit porn animation, I&#039;m going to credit this post for the asshole mechanics. Thanks anon.', 'filename': '1495935631112', 'ext': '.png', 'w': 1200, 'h': 1000, 'tn_w': 125, 'tn_h': 104, 'tim': 1670784858716135, 'time': 1670784858, 'md5': 'tYaxclUzpSWfis2OPCsxeg==', 'fsize': 46631, 'resto': 918235}, {'no': 929417, 'now': '12/12/22(Mon)05:24:53', 'name': 'Anonymous', 'com': '<a href=""#p929334"" class=""quotelink"">&gt;&gt;929334</a><br>This anon is 100% right and knows exactly what he is talking about (because I do it the same way)', 'time': 1670840693, 'resto': 918235}, {'no': 929472, 'now': '12/12/22(Mon)17:27:01', 'name': 'Anonymous', 'com': '<a href=""#p929334"" class=""quotelink"">&gt;&gt;929334</a><br>This is the lesson. The amount of work you need to do to make your dynamic solution work exceeds the work needed to animate it all by hand.', 'time': 1670884021, 'resto': 918235}]",1670884021,0.0,0.0
17,919427,,,09/24/22(Sat)06:03:53,Anonymous,,How do I salvage it? I just wanted to make an anime shortstack,help,.jpg,1435,650,250,113,1664013833263024,1664013833,J1fI3RikARUyFASVaXljPA==,106663,0,,how-do-i-salvage-it-i-just-wanted-to-make-an,55,17,50.0,16.0,"[{'no': 928674, 'now': '12/06/22(Tue)01:33:26', 'name': 'Anonymous', 'com': '<a href=""#p928673"" class=""quotelink"">&gt;&gt;928673</a><br>Note: I have had more luck when generating nude references.', 'time': 1670308406, 'resto': 919427}, {'no': 928676, 'now': '12/06/22(Tue)02:08:25', 'name': 'Anonymous', 'com': '<a href=""#p928673"" class=""quotelink"">&gt;&gt;928673</a><br>impressive this almost looks usable.', 'time': 1670310505, 'resto': 919427}, {'no': 928683, 'now': '12/06/22(Tue)04:14:31', 'name': 'Anonymous', 'com': '<a href=""#p928676"" class=""quotelink"">&gt;&gt;928676</a><br>Yeah, this thing still has a very long way to go, but if you are willing to fill the gaps it has its uses.', 'filename': '20221015206976-1884091005-(turnaround_1.4), (reference sheet), (masterpiece_1.3), best quality, (official art_1.3), hyper detailed, 1girl, (tifa lockhart)', 'ext': '.png', 'w': 1280, 'h': 1024, 'tn_w': 125, 'tn_h': 100, 'tim': 1670318071868834, 'time': 1670318071, 'md5': 'D5UCE0TXSD9zSqV8/kOz/g==', 'fsize': 1218758, 'resto': 919427}, {'no': 928684, 'now': '12/06/22(Tue)04:20:36', 'name': 'Anonymous', 'com': 'No dont', 'time': 1670318436, 'resto': 919427}, {'no': 929459, 'now': '12/12/22(Mon)15:29:34', 'name': 'Anonymous', 'com': '<a href=""#p919427"" class=""quotelink"">&gt;&gt;919427</a><br>nice fertility idol', 'time': 1670876974, 'resto': 919427}]",1670876974,0.0,0.0
18,919874,,,09/27/22(Tue)08:25:06,Anonymous,Maya General,Lets start Maya General to share our tips and useful stuff!<br><br>Looking for good addons recommendations. <br>Anything that also helps with Sceneprep that isn&#039;t bifrost would be good to know.,maya,.jpg,1600,1000,250,156,1664281506622080,1664281506,g4XySfr2ukiYc5myLnptLA==,56090,0,,maya-general,62,14,57.0,12.0,"[{'no': 929325, 'now': '12/11/22(Sun)11:13:14', 'name': 'Anonymous', 'com': 'How hard is it to switch from Blender to Maya? Blender&#039;s viewport is real laggy for what I&#039;m doing and hardware upgrades aren&#039;t helping anymore. I need a scriptable API as thorough as Blender&#039;s (everything has an api handle, everything). Python preferred but C++ would be fine I guess. Pretty sure Maya has everything else I need.', 'time': 1670775194, 'resto': 919874}, {'no': 929350, 'now': '12/11/22(Sun)14:40:35', 'name': 'Anonymous', 'com': 'I want to do hard surface modelling in Maya but I can&#039;t seem to find any decent tutorial out there that gets straight to the point. Anyone wanna point a noob to a good channel on youtube or any other helpful sources?', 'filename': 'main-qimg-0b3ff215ae5730689e06aa936e3757a6-lq', 'ext': '.jpg', 'w': 602, 'h': 483, 'tn_w': 125, 'tn_h': 100, 'tim': 1670787635913308, 'time': 1670787635, 'md5': 'fLzvxqHscptWmi1Uh1fZEw==', 'fsize': 39107, 'resto': 919874}, {'no': 929446, 'now': '12/12/22(Mon)12:43:36', 'name': 'Anonymous', 'com': '<a href=""#p929350"" class=""quotelink"">&gt;&gt;929350</a><br>pro advice: dont do modeling in Maya.', 'time': 1670867016, 'resto': 919874}, {'no': 929448, 'now': '12/12/22(Mon)13:00:50', 'name': 'Anonymous', 'com': '<a href=""#p929350"" class=""quotelink"">&gt;&gt;929350</a><br>Elementza.', 'time': 1670868050, 'resto': 919874}, {'no': 929455, 'now': '12/12/22(Mon)14:53:44', 'name': 'Anonymous', 'com': '<a href=""#p929325"" class=""quotelink"">&gt;&gt;929325</a><br><span class=""quote"">&gt;How hard is it to switch from Blender to Maya?</span><br><br>...its easier than the other way around! <br><br><span class=""quote"">&gt;Blender&#039;s viewport is real laggy for what I&#039;m doing...</span><br><br>...just curious, what are you doing? i know that maya can handle extremly large files, but in the end, it depends on the machine you using! pic related, its the elysium station from teh movie &quot;elysium&quot;, it takes 45 minutes to load into maya/the machine it running on!<br><br><span class=""quote"">&gt;Python preferred but C++ would be fine I guess.</span><br><br>python and c++ api ...', 'filename': 'elysium', 'ext': '.jpg', 'w': 600, 'h': 366, 'tn_w': 125, 'tn_h': 76, 'tim': 1670874824287025, 'time': 1670874824, 'md5': 'JSYZ0VBUe8RaqQb9HcGKOQ==', 'fsize': 58724, 'resto': 919874}]",1670874824,0.0,0.0
19,929132,,,12/09/22(Fri)22:11:46,Anonymous,,How hard is it to learn 3D modelling if you don&#039;t come from an art background?<br><br>t. 28 years old tech worker,101619276_p0,.jpg,1500,2250,166,250,1670641906126061,1670641906,rqO04RK2wrQvoXQXnlYGzg==,441390,0,,how-hard-is-it-to-learn-3d-modelling-if-you-dont,16,1,11.0,1.0,"[{'no': 929431, 'now': '12/12/22(Mon)08:15:05', 'name': 'Anonymous', 'com': '<a href=""#p929177"" class=""quotelink"">&gt;&gt;929177</a><br>This is fucking terrible', 'time': 1670850905, 'resto': 929132}, {'no': 929437, 'now': '12/12/22(Mon)09:22:16', 'name': 'Anonymous', 'com': '<a href=""#p929132"" class=""quotelink"">&gt;&gt;929132</a><br>completely depends on what you want to make. if you want to make character art and shit you need to have some artistic talent regardless of where it comes from, you have to know how to make something that looks like shit into something that looks good.<br>if you just need to make utilitarian shit then it doesn&#039;t matter.', 'time': 1670854936, 'resto': 929132}, {'no': 929439, 'now': '12/12/22(Mon)09:44:14', 'name': 'Anonymous', 'com': '<a href=""#p929431"" class=""quotelink"">&gt;&gt;929431</a><br>No, you&#039;re a towel.', 'time': 1670856254, 'resto': 929132}, {'no': 929444, 'now': '12/12/22(Mon)11:56:51', 'name': 'Anonymous', 'com': '<a href=""#p929136"" class=""quotelink"">&gt;&gt;929136</a><br><a href=""#p929157"" class=""quotelink"">&gt;&gt;929157</a><br>https://www.pixiv.net/users/4091918<wbr>1/artworks', 'time': 1670864211, 'resto': 929132}, {'no': 929453, 'now': '12/12/22(Mon)14:40:45', 'name': 'Anonymous', 'com': '<a href=""#p929132"" class=""quotelink"">&gt;&gt;929132</a><br><span class=""quote"">&gt;How hard is it to learn 3D modelling..</span><br><br>...modelling itself isnt that hard, grind tutorials, start with beginner stuff, after that you slowly get an idea whats up with 3d. then grind for specific subjects and when you have a somewhat solid foundation of the software you use, produce something that you have in mind, that involves everything you learned so far - nothing is more discuraging than endlessly searching for infos when you just want to do cool stuff, so learn it before you go serious! <br><br>the realy hard stuff is living beeings, humans, animals, everything even the most retard person can judge if its bad or good! grind, grind grind! learn anatomy, and when you learned it, learn it again, because, while modeling you need to know where what is! thats critical ...<br><br>...on the other hand, hardsurface, architecture, everyting that humans/extraterrestial lifeforms have build, is pretty simple compared to the above.<br><br>i know, many will start to screech, but, i recommend blender for your 3d journey! why, first, its free! just download it and you have a allround package you can learn every single aspect of 3d art/modeling and visual fx .. for zero bucks!<br>second, tutorials, blender has an allmost infinite amount of tutorials of everything the software is capable of, google it, &quot;blender &lt;version number&gt; &lt;subject&gt;&quot;, or youtube, same!<br>community! they are the best, many people are on your powerlevel who love to share there intel, answering questions etc ... and for more specific stuff, the poweruser dont mind to share there intel to, as long its not some ordinary shit you could google in two seconds.<br><br>https://www.blender.org/<br>...and, last, stay away from &quot;industry standard&quot; software! especially the pirated stuff, its all infected aids shit!! and the userbase, especially the user of pirated &quot;industry standard&quot; software are arrogant pricks who sucks dicks in miles! ..kek!', 'time': 1670874045, 'resto': 929132}]",1670874045,0.0,0.0
