,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified
10,8203453,12/09/22(Fri)20:46:10,Anonymous,,rate kenny&#039;s new boyfriend,FjlAiMoXwAAP-lm.jfif,.jpg,506,900,140,250,1670636770400239,1670636770,Nx5ZKNjq6wI9xSFYTyNVlQ==,102357,0,0,0,rate-kennys-new-boyfriend,0,0,,,,1670636770
11,8203379,12/09/22(Fri)20:41:37,Anonymous,AEW Rampage: Gamethread #1,Tony said he’ll improve Rampage. Only one way to find out! <br><br>*Hikaru Shida vs The Bunny<br>*Orange Cassidy vs Trent Seven<br>*Konosuke Takeshita vs Job Moxley <br><br>Other stuff.,5718818B-CFB8-4602-8FA2-77FF02A0C32F,.jpg,606,1080,140,250,1670636497601070,1670636497,iE/dYdzlRVjLGQCy6uWtYw==,144120,0,0,0,aew-rampage-gamethread-1,3,0,,,"[{'no': 8203391, 'now': '12/09/22(Fri)20:42:50', 'name': 'Anonymous', 'com': 'Takeshita is fucking dimes incarnate especially running the ropes', 'time': 1670636570, 'resto': 8203379}, {'no': 8203451, 'now': '12/09/22(Fri)20:45:56', 'name': 'Anonymous', 'com': 'dead thread dead fed', 'time': 1670636756, 'resto': 8203379}, {'no': 8203456, 'now': '12/09/22(Fri)20:46:17', 'name': 'Anonymous', 'com': 'OP here, please disregard this thread and use this one: <a href=""/pw/thread/8203360#p8203360"" class=""quotelink"">&gt;&gt;8203360</a>', 'time': 1670636777, 'resto': 8203379}]",1670636777
12,8200231,12/09/22(Fri)13:14:07,Anonymous,,"<span class=""quote"">&gt;PUT ME ON TV!!!!</span><br><span class=""quote"">&gt;given a creative through to full gear </span><br><span class=""quote"">&gt;NO! NOT LIKE THAT!!!</span>",miro,.jpg,1200,1200,250,250,1670609647352918,1670609647,fDgKQh85/k5aI/a3vy4hAQ==,104696,0,0,0,put-me-on-tv,21,1,16.0,1.0,"[{'no': 8202059, 'now': '12/09/22(Fri)18:04:25', 'name': 'Anonymous', 'com': '<a href=""#p8200269"" class=""quotelink"">&gt;&gt;8200269</a><br>This, AEW does some things right but Tony refuses to book a storyline longer than 2 weeks', 'time': 1670627065, 'resto': 8200231}, {'no': 8202084, 'now': '12/09/22(Fri)18:07:15', 'name': 'Anonymous', 'com': '<a href=""#p8202059"" class=""quotelink"">&gt;&gt;8202059</a><br>He&#039;s only following the elites program designed to squash everyone except them.', 'time': 1670627235, 'resto': 8200231}, {'no': 8202790, 'now': '12/09/22(Fri)19:49:36', 'name': 'Anonymous', 'com': '<a href=""#p8201999"" class=""quotelink"">&gt;&gt;8201999</a><br>Then he shouldn&#039;t bitch about not being on tv.', 'time': 1670633376, 'resto': 8200231}, {'no': 8202819, 'now': '12/09/22(Fri)19:52:47', 'name': 'Anonymous', 'com': 'Hiring Rusev was when gAyEW started going downhill.', 'time': 1670633567, 'resto': 8200231}, {'no': 8203447, 'now': '12/09/22(Fri)20:45:46', 'name': 'Anonymous', 'com': '<a href=""#p8202790"" class=""quotelink"">&gt;&gt;8202790</a><br>This is pissing me off. He sulks online about TK not booking him, then it turns out he&#039;s somehow vetoing the plans for him and/or just staying home when they try to book him.', 'time': 1670636746, 'resto': 8200231}]",1670636746
13,8202595,12/09/22(Fri)19:22:06,Anonymous,Weekly wrestling AI thread,Let&#039;s create the perfect /pw/ women&#039;s wrestler<br><br>Let&#039;s get some keywords,tmpqvk9290l,.png,512,512,250,250,1670631726837837,1670631726,aG+TSxYX2+vUWpX3tbjb/g==,366704,0,0,0,weekly-wrestling-ai-thread,28,3,23.0,2.0,"[{'no': 8203212, 'now': '12/09/22(Fri)20:32:04', 'name': 'Anonymous', 'com': '<a href=""#p8203014"" class=""quotelink"">&gt;&gt;8203014</a><br>Bulge', 'time': 1670635924, 'resto': 8202595}, {'no': 8203281, 'now': '12/09/22(Fri)20:36:54', 'name': 'Anonymous', 'com': '<a href=""#p8202915"" class=""quotelink"">&gt;&gt;8202915</a><br><span class=""quote"">&gt;</span><br><a href=""#p8202925"" class=""quotelink"">&gt;&gt;8202925</a><br><span class=""quote"">&gt;Voluptuous</span><br><a href=""#p8202981"" class=""quotelink"">&gt;&gt;8202981</a><br><span class=""quote"">&gt;High-waisted thong</span>', 'filename': 'tmp408e4xq5', 'ext': '.png', 'w': 512, 'h': 768, 'tn_w': 83, 'tn_h': 125, 'tim': 1670636214052237, 'time': 1670636214, 'md5': 'Wl5IeizRf0kD9ZkrLDe9Xw==', 'fsize': 461594, 'resto': 8202595}, {'no': 8203349, 'now': '12/09/22(Fri)20:39:52', 'name': 'Anonymous', 'com': 'half-mask', 'time': 1670636392, 'resto': 8202595}, {'no': 8203388, 'now': '12/09/22(Fri)20:42:32', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Dark skinned</span><br><span class=""quote"">&gt;647lbs</span><br><span class=""quote"">&gt;pigtails</span><br><span class=""quote"">&gt;huge ears</span>', 'time': 1670636552, 'resto': 8202595}, {'no': 8203440, 'now': '12/09/22(Fri)20:45:37', 'name': 'Anonymous', 'com': '<a href=""#p8202595"" class=""quotelink"">&gt;&gt;8202595</a><br>Asuka', 'time': 1670636737, 'resto': 8202595}]",1670636737
14,8202034,12/09/22(Fri)18:00:57,Anonymous,Weekend Webm Thread,"This is the destination for all based webms, brother<br>On tonight&#039;s docket: NJPW Tag League, DDT&#039;s D-Oh Grand Prix, GLEAT, Liger, an old school Dragon Gate match and possibly even more!",liger tanaka powerbomb,.webm,704,540,250,191,1670626857967297,1670626857,JCRh8vxG+OvClQN4ekq17A==,3064066,0,0,0,weekend-webm-thread,23,21,18.0,17.0,"[{'no': 8202990, 'now': '12/09/22(Fri)20:15:41', 'name': 'Anonymous', 'filename': 'akira douki snap half nelson suplex', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670634941449956, 'time': 1670634941, 'md5': 'Tmrwb9d1JXXWr8jAD/nu+g==', 'fsize': 3059711, 'resto': 8202034}, {'no': 8203055, 'now': '12/09/22(Fri)20:22:31', 'name': 'Anonymous', 'com': 'It&#039;s DOUKI TIME. <br>Give them a challenge. Make them champs.', 'filename': 'douki akira suplex de la luna', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670635351753900, 'time': 1670635351, 'md5': 'Shl1vcnO6ielWdfdygEQfg==', 'fsize': 3002733, 'resto': 8202034}, {'no': 8203144, 'now': '12/09/22(Fri)20:28:00', 'name': 'Anonymous', 'com': '<a href=""#p8202448"" class=""quotelink"">&gt;&gt;8202448</a><br>Yeesh, got lucky on this one.', 'time': 1670635680, 'resto': 8202034}, {'no': 8203196, 'now': '12/09/22(Fri)20:31:11', 'name': 'Anonymous', 'filename': 'coughlin yujiro backdrop suplex', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670635871308819, 'time': 1670635871, 'md5': 'cXWCyy/7hsRcNackqdHuOA==', 'fsize': 3094869, 'resto': 8202034}, {'no': 8203435, 'now': '12/09/22(Fri)20:45:21', 'name': 'Anonymous', 'com': 'God, I&#039;m happy they at least got one win. I&#039;d hoped it was a bigger one, but the post-match made it worth it.', 'filename': 'coughlin evil black hole slam', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636721184388, 'time': 1670636721, 'md5': 'fooTYYf8avvkwAvR3nvwgQ==', 'fsize': 3131933, 'resto': 8202034}]",1670636721
15,8198648,12/09/22(Fri)08:54:33,Anonymous,ROMAN REIGNS GOT PUT ON THE SHELF BY A FAT NECKBEARD LMAO,,F027B568-25F5-4E34-9C1B-99AA2CF00B37,.jpg,828,397,250,119,1670594073875488,1670594073,8d9mhGAbQAIaJXH5d7B1UA==,157690,0,0,0,roman-reigns-got-put-on-the-shelf-by-a-fat,53,13,48.0,12.0,"[{'no': 8202642, 'now': '12/09/22(Fri)19:29:30', 'name': 'Anonymous', 'com': '<a href=""#p8198648"" class=""quotelink"">&gt;&gt;8198648</a><br>Based Roman living the gimmick and working the smarks.', 'time': 1670632170, 'resto': 8198648}, {'no': 8202664, 'now': '12/09/22(Fri)19:31:59', 'name': 'Anonymous', 'com': '<a href=""#p8198648"" class=""quotelink"">&gt;&gt;8198648</a><br>Kevin Owens would&#039;ve been future endeavoured the day after Survivor Series If Vince was still in charge', 'time': 1670632319, 'resto': 8198648}, {'no': 8202762, 'now': '12/09/22(Fri)19:45:08', 'name': 'Anonymous', 'com': '<a href=""#p8198648"" class=""quotelink"">&gt;&gt;8198648</a><br><span class=""quote"">&gt;Roman has a ruptured eardrum that could inhibit his ability to wrestle if irritated</span><br><span class=""quote"">&gt;Roman is also the champion and face of the company </span><br><span class=""quote"">&gt;Owens wants to do a slapping spot but Roman says it&#039;ll fuck with his ear drum and he&#039;s not wanting to risk being shelved for something so small</span><br><span class=""quote"">&gt;Owens decides to go through with the spot anyways, rightfully pissing Roman off and injuring him</span><br><span class=""quote"">&gt;this is apparently bad on Roman&#039;s part</span><br>Console Wars really make people this retarded', 'time': 1670633108, 'resto': 8198648}, {'no': 8202920, 'now': '12/09/22(Fri)20:05:25', 'name': 'Anonymous', 'com': '<a href=""#p8198920"" class=""quotelink"">&gt;&gt;8198920</a><br><span class=""quote"">&gt;bang bus</span><br><span class=""quote"">&gt;engine seems to function normally with no unusual knocking sounds</span>', 'time': 1670634325, 'resto': 8198648}, {'no': 8203433, 'now': '12/09/22(Fri)20:45:19', 'name': 'Anonymous', 'com': '<a href=""#p8198648"" class=""quotelink"">&gt;&gt;8198648</a><br>Plans changed!', 'filename': 'FjlJ9gHWQAANNIE', 'ext': '.jpg', 'w': 1366, 'h': 768, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636719099034, 'time': 1670636719, 'md5': 'nqRcBRznwvJ5pnkZuMVIYw==', 'fsize': 243829, 'resto': 8198648}]",1670636719
16,8202449,12/09/22(Fri)18:58:57,Anonymous,Still makes me laugh,,paging dr nash,.jpg,339,429,197,250,1670630337677069,1670630337,uA3HBAAC2tll1QSSiJh84g==,13867,0,0,0,still-makes-me-laugh,12,1,7.0,0.0,"[{'no': 8202703, 'now': '12/09/22(Fri)19:36:44', 'name': 'Anonymous', 'com': '<a href=""#p8202529"" class=""quotelink"">&gt;&gt;8202529</a><br>What is this, opposite day?', 'time': 1670632604, 'resto': 8202449}, {'no': 8202715, 'now': '12/09/22(Fri)19:38:22', 'name': 'Anonymous', 'com': '<a href=""#p8202692"" class=""quotelink"">&gt;&gt;8202692</a><br>JESUS CHRIST!', 'time': 1670632702, 'resto': 8202449}, {'no': 8202718, 'now': '12/09/22(Fri)19:39:03', 'name': 'Anonymous', 'com': '<a href=""#p8202449"" class=""quotelink"">&gt;&gt;8202449</a><br>how the turns have tabled', 'time': 1670632743, 'resto': 8202449}, {'no': 8202749, 'now': '12/09/22(Fri)19:43:09', 'name': 'Anonymous', 'com': '<a href=""#p8202692"" class=""quotelink"">&gt;&gt;8202692</a><br>Dear, oh dear...<br><a href=""#p8202529"" class=""quotelink"">&gt;&gt;8202529</a><br>...raed ho ,raeD', 'time': 1670632989, 'resto': 8202449}, {'no': 8203432, 'now': '12/09/22(Fri)20:45:12', 'name': 'Anonymous', 'com': '<a href=""#p8202529"" class=""quotelink"">&gt;&gt;8202529</a><br><a href=""#p8202692"" class=""quotelink"">&gt;&gt;8202692</a><br>GOOD HEAVENS', 'filename': 'bulba', 'ext': '.png', 'w': 863, 'h': 619, 'tn_w': 125, 'tn_h': 89, 'tim': 1670636712525676, 'time': 1670636712, 'md5': 'Kd+mExtEAtQH9VbMDdXxCA==', 'fsize': 220494, 'resto': 8202449}]",1670636712
17,8203287,12/09/22(Fri)20:37:04,Anonymous,More on Sasha Banks and AEW,"From the Fightful show &quot;Day After Dynamite&quot; with Will Washington and Andrew Zarian<br><br><span class=""quote"">&gt;A source described the situation to Washington as, “very reminiscent of what happened with CM Punk.” There was a belief before the PW Insider report that January was always going to be the biggest month for Sasha Banks but assumed it was a return at the RR. Now she’s booked for WK and Tony Khan just announced the Killer and the Pillar vs. Saraya and a mystery partner for January 11, a little over a month in advance</span><br><br><span class=""quote"">&gt;Zarian says everything pointed to her going back to WWE. He did wonder why she was training with Juvy in Mexico and goes into how much she genuinely loves wrestling, has done everything you could do in WWE, and he personally wants to see her do something else.</span><br><br><span class=""quote"">&gt;Zarian says he wouldn’t be surprised if Sasha wanted to go elsewhere because the “wrestling fan wrestlers” who work for WWE still feel they are too limited with what they can do in the ring and notes those restrictions don’t exist in AEW/New Japan.</span><br><br><span class=""quote"">&gt;Washington says he has a little bit on his podcast where people ask him his percentage of Sasha Banks appearing in AEW vs. WWE. He said a month ago was 90% WWE; 2% AEW; 8% elsewhere. That percentage dropped for WWE in the last month, around the time she filed those trademarks, to 70% but his AEW percentage only rose to 6%.</span><br><br><span class=""quote"">&gt;He then tweeted out yesterday without context 60% and he is now applying that percentage to Sasha Banks in AEW</span><br><br><span class=""quote"">&gt;He cautions this is just speculation but references Konnan&#039;s report from the people training Sasha down in Mexico that she won’t wrestle until January. He questioned why that would be the case. As far as WWE is concerned, they have the ability to bring her back any time they wish. Why wait until January?</span>",sasha-banks,.jpg,1366,768,250,140,1670636224186346,1670636224,muMMynMFBz0IXZzhTSuaIg==,137448,0,0,0,more-on-sasha-banks-and-aew,9,1,4.0,0.0,"[{'no': 8203370, 'now': '12/09/22(Fri)20:41:04', 'name': 'Anonymous', 'com': '<a href=""#p8203287"" class=""quotelink"">&gt;&gt;8203287</a><br>Nah, she&#039;s still WWE for life. Triple H is just letting her work Japan to get it out of her system. And she&#039;s not even that good so even if she went to AEW I don&#039;t care, fuck her.', 'time': 1670636464, 'resto': 8203287}, {'no': 8203373, 'now': '12/09/22(Fri)20:41:15', 'name': 'Anonymous', 'com': '<a href=""#p8203354"" class=""quotelink"">&gt;&gt;8203354</a><br><span class=""quote"">&gt;only losers care about sosha botch.</span><br><span class=""quote"">&gt;/thread</span>', 'filename': '789jhhjjh', 'ext': '.jpg', 'w': 896, 'h': 1667, 'tn_w': 67, 'tn_h': 124, 'tim': 1670636475543054, 'time': 1670636475, 'md5': 'OhvY+tUSiDobViYmAjvBJg==', 'fsize': 163236, 'resto': 8203287}, {'no': 8203399, 'now': '12/09/22(Fri)20:43:21', 'name': 'Anonymous', 'com': '<a href=""#p8203287"" class=""quotelink"">&gt;&gt;8203287</a><br>FUCK THIS QUITER TRADER', 'time': 1670636601, 'resto': 8203287}, {'no': 8203413, 'now': '12/09/22(Fri)20:44:19', 'name': 'Anonymous', 'com': '<a href=""#p8203354"" class=""quotelink"">&gt;&gt;8203354</a><br>nah that&#039;s not true her fans are very passionate and loyal which is more than you can say for 99% of wrestling fans.', 'time': 1670636659, 'resto': 8203287}, {'no': 8203428, 'now': '12/09/22(Fri)20:45:06', 'name': 'Anonymous', 'com': '<a href=""#p8203399"" class=""quotelink"">&gt;&gt;8203399</a><br>but enough about all the wrestlers that didn&#039;t care about the sloppy shop', 'time': 1670636706, 'resto': 8203287}]",1670636706
18,8197844,12/09/22(Fri)06:13:23,Anonymous,2022 WRESTLING OBSERVER HALL OF FAME,"2022 HOF Class -<br><span class=""quote"">&gt;Akira Taue &amp; Toshiaki Kawada.</span><br><span class=""quote"">&gt;Mistico.</span><br><span class=""quote"">&gt;Kota Ibushi.</span><br><span class=""quote"">&gt; Naito.</span><br><span class=""quote"">&gt;Los Villanos. </span><br><span class=""quote"">&gt;Rollerball Mark Rocco.</span><br>https://www.f4wonline.com/newslette<wbr>rs/wrestling-observer-newsletter/de<wbr>cember-12-2022-observer-newsletter-<wbr>2022-hall-of-fame-issue",4367537won,.png,1169,1257,232,250,1670584403248376,1670584403,h9bgAffUcy7JXlMkI1irfA==,1227076,0,0,0,2022-wrestling-observer-hall-of-fame,101,17,96.0,16.0,"[{'no': 8203204, 'now': '12/09/22(Fri)20:31:44', 'name': 'Anonymous', 'com': '<a href=""#p8197844"" class=""quotelink"">&gt;&gt;8197844</a><br>So which is the one Meltzer said is going to have the craziest write up in in wrestling history? He said it&#039;s the most dramatic wrestling story he&#039;s ever heard. Obviously not Mistico, Ibushi or Naito.', 'filename': '7569', 'ext': '.jpg', 'w': 2048, 'h': 1560, 'tn_w': 125, 'tn_h': 95, 'tim': 1670635904517935, 'time': 1670635904, 'md5': 'dSRwCAptcwULOdulD08hPA==', 'fsize': 195801, 'resto': 8197844}, {'no': 8203224, 'now': '12/09/22(Fri)20:32:47', 'name': 'Anonymous', 'com': 'Excellent class!<br><br>Congrats to everyone who got in. Especially Taue. It&#039;d been a long time coming.', 'time': 1670635967, 'resto': 8197844}, {'no': 8203255, 'now': '12/09/22(Fri)20:35:19', 'name': 'Anonymous', 'com': '<a href=""#p8203174"" class=""quotelink"">&gt;&gt;8203174</a><br>Shut the fuck up, bitch. The Death of WCW is complete bullshit. Bryan Alverez and that other fat mook don&#039;t know shit about WCW or wrestling.', 'time': 1670636119, 'resto': 8197844}, {'no': 8203289, 'now': '12/09/22(Fri)20:37:14', 'name': 'Anonymous', 'com': '<a href=""#p8203255"" class=""quotelink"">&gt;&gt;8203255</a><br>Lmao Meltzer was talking to both Bischoff and Vince monthly if not weekly during the death of WWE', 'time': 1670636234, 'resto': 8197844}, {'no': 8203425, 'now': '12/09/22(Fri)20:44:55', 'name': 'Anonymous', 'com': '<a href=""#p8203289"" class=""quotelink"">&gt;&gt;8203289</a><br>good morning sir', 'time': 1670636695, 'resto': 8197844}]",1670636695
19,8201961,12/09/22(Fri)17:48:17,Anonymous,,"[Sad News] The big problem was that Owen Hart, in his Blue Blazer costume, was coming down from a scaffold near the ceiling of Kemper Arena in Kansas City to do a spectacular goofy ring entrance--a spoof on Sting. Somehow, he slipped out of his harness and fell, headfirst, landing on a turnbuckle, and flipping into the ring. Those at ringside watching said it was clear he had a broken neck. Many in the audience thought it was a crash test dummy, and part of the show. The cameras were on the crowd, standing, in stunned silence. They wouldn&#039;t shoot anywhere near the ring.<br><br>Ross said that something went terribly wrong. &quot;This is not part of the entertainment portion of the show. This is as real as real can get (a line that may become the single most famous line uttered at a pro wrestling event in modern history). This is not a wrestling storyline.&quot;<br><br>As EMT&#039;s feverishly tried heart massage, those at ringside could hear the panics because he had no pulse. He was changing color rapidly. First he went white, then gray, then purple and finally blue. Jim Bradbury of the Kansas City fire department said he was killed instantly. They tried mouth-to-mouth. They tried to put an oxygen mask on. As they showed the crowd, never once getting a shot of the EMT&#039;s working on Hart, fans at ringside in the building could see Ross teary eyed as his face was off camera and they rushed to show another promotional video for the Jeff Jarrett match which followed. Some still thought this was all part of the show. Lawler, with his face white as a ghost, came back to the broadcast location. As people who know Jerry Lawler would attest, even when he&#039;s out of character, he&#039;s always &quot;on&quot; and somewhat in character. Not this time, as he somberly said, &quot;It doesn&#039;t look good at all.&quot; Hart was wheeled backstage on a stretcher. Not another word was said again about it on television for another hour. Nothing was ever said to the live audience at Kemper Arena the rest of the night.",83BC0D37-6CC5-4B45-9C46-87AF1DE14318,.jpg,1125,401,250,89,1670626097805563,1670626097,E+GiC4q05djm8seGUTtDoA==,326157,0,0,0,sad-news-the-big-problem-was-that-owen-hart-in,4,2,,,"[{'no': 8202047, 'now': '12/09/22(Fri)18:02:58', 'name': 'Anonymous', 'com': '<a href=""#p8201961"" class=""quotelink"">&gt;&gt;8201961</a><br>This doesn&#039;t look like mouth-to-mouth to me anons', 'filename': 'blowen hart', 'ext': '.png', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670626978068904, 'time': 1670626978, 'md5': 'qc20DY/Z6N+Dd2CDE59xbg==', 'fsize': 1692238, 'resto': 8201961}, {'no': 8202078, 'now': '12/09/22(Fri)18:06:14', 'name': 'Anonymous', 'com': '<a href=""#p8201961"" class=""quotelink"">&gt;&gt;8201961</a><br>Source?', 'time': 1670627174, 'resto': 8201961}, {'no': 8202156, 'now': '12/09/22(Fri)18:18:40', 'name': 'Anonymous', 'com': '<a href=""#p8202047"" class=""quotelink"">&gt;&gt;8202047</a><br><span class=""quote"">&gt;filename</span>', 'filename': '1273830220562', 'ext': '.jpg', 'w': 355, 'h': 392, 'tn_w': 113, 'tn_h': 125, 'tim': 1670627920086655, 'time': 1670627920, 'md5': '2LXNLrtkT4Q1f26t76rCDQ==', 'fsize': 29533, 'resto': 8201961}, {'no': 8203414, 'now': '12/09/22(Fri)20:44:26', 'name': 'Anonymous', 'com': '<a href=""#p8201961"" class=""quotelink"">&gt;&gt;8201961</a><br>lmao ok', 'time': 1670636666, 'resto': 8201961}]",1670636666
20,8202075,12/09/22(Fri)18:05:50,Anonymous,,.,Untitled,.png,887,751,249,211,1670627150544681,1670627150,fUUhqrC9yCSZnaT/A+hW+w==,778051,0,0,0,,35,3,30.0,2.0,"[{'no': 8202834, 'now': '12/09/22(Fri)19:55:33', 'name': 'Anonymous', 'com': '<a href=""#p8202306"" class=""quotelink"">&gt;&gt;8202306</a><br>Russians are having a laugh about it <br>https://www.youtube.com/watch?v=qqU<wbr>m9PSiANg', 'time': 1670633733, 'resto': 8202075}, {'no': 8202851, 'now': '12/09/22(Fri)19:58:42', 'name': 'Anonymous', 'com': '<a href=""#p8202783"" class=""quotelink"">&gt;&gt;8202783</a><br>You&#039;re not welcome here, tranny. You never will be.', 'time': 1670633922, 'resto': 8202075}, {'no': 8203019, 'now': '12/09/22(Fri)20:18:36', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;You&#039;re not welcome here, tranny. You never will be.</span>', 'filename': '6b57fd876a49ecfefc6d80994123ae3c7d953033', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670635116302999, 'time': 1670635116, 'md5': 'yQ05sHSI5La7l+l8jkuI0A==', 'fsize': 101990, 'resto': 8202075}, {'no': 8203043, 'now': '12/09/22(Fri)20:21:02', 'name': 'Anonymous', 'com': '<a href=""#p8203019"" class=""quotelink"">&gt;&gt;8203019</a><br>kek you really do look like that', 'time': 1670635262, 'resto': 8202075}, {'no': 8203411, 'now': '12/09/22(Fri)20:44:11', 'name': 'Anonymous', 'com': '<a href=""#p8202706"" class=""quotelink"">&gt;&gt;8202706</a><br>KWAB', 'time': 1670636651, 'resto': 8202075}]",1670636651
21,8202201,12/09/22(Fri)18:23:47,Anonymous,,"<span class=""quote"">&gt;trains to be a wrestler with a fetish wrestling porn website</span><br>KWAB of the Year and it&#039;s not even close.",Dwp-9YUXQAAvukc,.jpg,901,1200,187,250,1670628227014141,1670628227,odI0UU28KHlYHcoNgHLBtw==,162650,0,0,0,trains-to-be-a-wrestler-with-a-fetish-wrestling,6,0,1.0,0.0,"[{'no': 8202939, 'now': '12/09/22(Fri)20:07:47', 'name': 'Anonymous', 'com': '<a href=""#p8202201"" class=""quotelink"">&gt;&gt;8202201</a><br>Huh, what you mean', 'time': 1670634467, 'resto': 8202201}, {'no': 8202955, 'now': '12/09/22(Fri)20:09:41', 'name': 'Anonymous', 'com': '<a href=""#p8202201"" class=""quotelink"">&gt;&gt;8202201</a><br>Who is this ugly motherfucker? And why do you keep posting him?', 'time': 1670634581, 'resto': 8202201}, {'no': 8202968, 'now': '12/09/22(Fri)20:12:40', 'name': 'Anonymous', 'com': '<a href=""#p8202201"" class=""quotelink"">&gt;&gt;8202201</a><br>ONE OF A KIND', 'time': 1670634760, 'resto': 8202201}, {'no': 8202971, 'now': '12/09/22(Fri)20:13:05', 'name': 'Anonymous', 'com': 'garrett?', 'time': 1670634785, 'resto': 8202201}, {'no': 8203408, 'now': '12/09/22(Fri)20:43:56', 'name': 'Anonymous', 'com': '<a href=""#p8202201"" class=""quotelink"">&gt;&gt;8202201</a><br>literally whom?<br>still Tony btw', 'time': 1670636636, 'resto': 8202201}]",1670636636
22,8202620,12/09/22(Fri)19:25:05,Anonymous,,#30,30,.jpg,1076,825,250,191,1670631905903100,1670631905,UqWioODSWjA8vqfbNhmQAA==,96624,0,0,0,30,6,0,1.0,0.0,"[{'no': 8202931, 'now': '12/09/22(Fri)20:06:35', 'name': 'Anonymous', 'com': '<a href=""#p8202905"" class=""quotelink"">&gt;&gt;8202905</a><br>nah GOC ended this man&#039;s entire existence', 'time': 1670634395, 'resto': 8202620}, {'no': 8202976, 'now': '12/09/22(Fri)20:13:35', 'name': 'Anonymous', 'com': '<a href=""#p8202620"" class=""quotelink"">&gt;&gt;8202620</a><br><a href=""#p8202905"" class=""quotelink"">&gt;&gt;8202905</a><br>Of course AEW fans would be complaining about biological women', 'time': 1670634815, 'resto': 8202620}, {'no': 8203298, 'now': '12/09/22(Fri)20:37:36', 'name': 'Anonymous', 'com': '<a href=""#p8202620"" class=""quotelink"">&gt;&gt;8202620</a><br><a href=""#p8202620"" class=""quotelink"">&gt;&gt;8202620</a><br>I really want to know his ten reasons', 'time': 1670636256, 'resto': 8202620}, {'no': 8203340, 'now': '12/09/22(Fri)20:39:24', 'name': 'Anonymous', 'com': '<a href=""#p8202931"" class=""quotelink"">&gt;&gt;8202931</a><br><span class=""quote"">&gt;GOC</span><br>WHO?', 'time': 1670636364, 'resto': 8202620}, {'no': 8203407, 'now': '12/09/22(Fri)20:43:51', 'name': 'Anonymous', 'com': '<a href=""#p8203298"" class=""quotelink"">&gt;&gt;8203298</a><br>https://www.youtube.com/watch?v=RZ-<wbr>AxxMhe98', 'time': 1670636631, 'resto': 8202620}]",1670636631
