,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,spoiler,since4pass
10,10505642,12/09/22(Fri)01:11:50,Anonymous,"it’s okay if you say transphobic things to me, i’ve heard it all and deserve to hear it again",3762089A-136E-42E1-831A-C8A93FC11ADD,.png,370,300,250,202,1670566310516654,1670566310,4jx28aFttu9H8sY8hGXNcQ==,11964,0,0,0,its-okay-if-you-say-transphobic-things-to-me-ive,6,72,24,67.0,20.0,"[{'no': 10507508, 'now': '12/10/22(Sat)05:04:58', 'name': 'Anonymous', 'com': '<a href=""#p10507486"" class=""quotelink"">&gt;&gt;10507486</a>', 'filename': 'micker67', 'ext': '.jpg', 'w': 800, 'h': 1200, 'tn_w': 83, 'tn_h': 125, 'tim': 1670666698535324, 'time': 1670666698, 'md5': 'TqgS59VoABhicJShDS3rDw==', 'fsize': 726153, 'resto': 10505642}, {'no': 10507542, 'now': '12/10/22(Sat)05:27:26', 'name': 'Anonymous', 'com': '<a href=""#p10507508"" class=""quotelink"">&gt;&gt;10507508</a><br> flat miku = best kind of justice', 'filename': '166973287195793074', 'ext': '.jpg', 'w': 1050, 'h': 1050, 'tn_w': 125, 'tn_h': 125, 'tim': 1670668046790578, 'time': 1670668046, 'md5': 'fGVlxUa4sYdJvQqTzHU5JA==', 'fsize': 289742, 'resto': 10505642}, {'no': 10507614, 'now': '12/10/22(Sat)06:46:02', 'name': 'Anonymous', 'com': '<a href=""#p10507242"" class=""quotelink"">&gt;&gt;10507242</a><br><span class=""quote"">&gt;i want a tranner gf so fucking bad</span><br>same but that might just be because im also a retarded tranny', 'time': 1670672762, 'resto': 10505642}, {'no': 10507618, 'now': '12/10/22(Sat)06:51:56', 'name': 'Anonymous', 'com': 'i want a farmer gf so fucking bad', 'filename': '376b430d456564949061e64e28656d6f', 'ext': '.jpg', 'w': 450, 'h': 800, 'tn_w': 70, 'tn_h': 125, 'tim': 1670673116776776, 'time': 1670673116, 'md5': 'AnTaS3tKpZdur7mU2VG0yw==', 'fsize': 230261, 'resto': 10505642}, {'no': 10507619, 'now': '12/10/22(Sat)06:53:29', 'name': 'Anonymous', 'com': '<a href=""#p10507614"" class=""quotelink"">&gt;&gt;10507614</a><br> i want one that i can take dress up and cuddle whenever i want', 'filename': '16705498365358472', 'ext': '.jpg', 'w': 2048, 'h': 2811, 'tn_w': 91, 'tn_h': 124, 'tim': 1670673209233301, 'time': 1670673209, 'md5': 'lztOqSdeoBTBUr22KbxMng==', 'fsize': 588165, 'resto': 10505642}]",1670673209,,,
11,10504296,12/08/22(Thu)07:01:13,Anonymous,boat using a computer,1668993871822097,.png,643,406,250,157,1670500873773200,1670500873,RhyuzQA/WrBgpLGpqktuYg==,194143,0,0,0,boat-using-a-computer,6,38,10,33.0,9.0,"[{'no': 10506785, 'now': '12/09/22(Fri)18:06:44', 'name': 'Magick', 'filename': 'essex lemon', 'ext': '.gif', 'w': 498, 'h': 498, 'tn_w': 125, 'tn_h': 125, 'tim': 1670627204856446, 'time': 1670627204, 'md5': 'achaOks/IGvw6mmuxQqTdw==', 'fsize': 382144, 'resto': 10504296}, {'no': 10507521, 'now': '12/10/22(Sat)05:07:44', 'name': 'Anonymous', 'com': '<a href=""#p10506519"" class=""quotelink"">&gt;&gt;10506519</a><br>i just saw this lole<br>i slept and woke up and im fine now thankfully!! the tree falling on my room wasn&#039;t very nice though', 'time': 1670666864, 'resto': 10504296}, {'no': 10507598, 'now': '12/10/22(Sat)06:20:36', 'name': 'Anonymous', 'com': '<a href=""#p10507521"" class=""quotelink"">&gt;&gt;10507521</a><br>I&#039;m so happy the pain is gone. you do realize I was worried about you? that I felt sympathetic towards your condition and wanted your pain to stop? I hope you acknowledge the fact I was worried about you', 'time': 1670671236, 'resto': 10504296}, {'no': 10507611, 'now': '12/10/22(Sat)06:44:41', 'name': 'Anonymous', 'com': '<a href=""#p10504995"" class=""quotelink"">&gt;&gt;10504995</a><br>japanese picture<br>of a chinese anthropomorphization (after the japanese style) of an american ship whose primary purpose was to kill japanese people<br>eating rice (first domesticated in china) and a japanese adaptation of a classic western (american) food (fried chicken) using chopsticks (invented in china)', 'time': 1670672681, 'resto': 10504296}, {'no': 10507616, 'now': '12/10/22(Sat)06:47:59', 'name': 'Anonymous', 'com': '<a href=""#p10507611"" class=""quotelink"">&gt;&gt;10507611</a><br>and its very cute uch like ur dubs', 'time': 1670672879, 'resto': 10504296}]",1670672879,,,
12,10507582,12/10/22(Sat)06:10:14,Anonymous,would u s*x the friday night funkin gf?,gf horne,.jpg,2402,3508,171,250,1670670614998605,1670670614,wGG8x+66QiC7TXFuiYW9wQ==,504201,0,0,0,would-u-sx-the-friday-night-funkin-gf,6,6,0,1.0,0.0,"[{'no': 10507586, 'now': '12/10/22(Sat)06:12:16', 'name': 'Anonymous', 'com': '<a href=""#p10507582"" class=""quotelink"">&gt;&gt;10507582</a><br>probably', 'time': 1670670736, 'resto': 10507582}, {'no': 10507592, 'now': '12/10/22(Sat)06:14:54', 'name': 'Anonymous', 'com': 'only if she was unconscious', 'time': 1670670894, 'resto': 10507582}, {'no': 10507610, 'now': '12/10/22(Sat)06:44:11', 'name': 'Anonymous', 'com': '<a href=""#p10507582"" class=""quotelink"">&gt;&gt;10507582</a><br> no but would hug her', 'time': 1670672651, 'resto': 10507582}, {'no': 10507612, 'now': '12/10/22(Sat)06:44:48', 'name': 'Anonymous', 'com': 'only if she were in the middle of a chess game', 'time': 1670672688, 'resto': 10507582}, {'no': 10507615, 'now': '12/10/22(Sat)06:46:09', 'name': 'Anonymous', 'com': 'i would pull my cock out and rub it between her boobs without taking off her dress, i want to cum all over the boob part of her dress lole it looks so soft', 'time': 1670672769, 'resto': 10507582}]",1670672769,,,
13,10504617,12/08/22(Thu)12:25:31,Anonymous,i miss gutsybird,1556383015097,.png,639,699,228,250,1670520331530042,1670520331,0zyDb1nD2ffKfV2vRAczsA==,52080,0,0,0,i-miss-gutsybird,6,48,7,43.0,5.0,"[{'no': 10507023, 'now': '12/09/22(Fri)20:17:51', 'name': 'Anonymous', 'com': 'this gutsybird mister seems very nice why do people say mean things,,,', 'time': 1670635071, 'resto': 10504617}, {'no': 10507578, 'now': '12/10/22(Sat)06:06:10', 'name': 'Anonymous', 'com': '<a href=""#p10507023"" class=""quotelink"">&gt;&gt;10507023</a><br>ppl are very rude', 'time': 1670670370, 'resto': 10504617}, {'no': 10507597, 'now': '12/10/22(Sat)06:19:38', 'name': 'Saeed Tahbaz', 'com': '<a href=""#p10506758"" class=""quotelink"">&gt;&gt;10506758</a><br>lol watch doremi and learn to be happy u fucking nigger.... also MARIO IS A NIGGER... BETH IS A NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>NIGGERNIGGERNIGGERNIGGERNIGGERNIGGE<wbr>RNIGGERNIGGERNIGGERNIGGERNIGGERNIGG<wbr>ERNIGGERNIGGERNIGGERNIGGERNIGGERNIG<wbr>GERNIGGERNIGGERNIGGERNIGGERNIGGERNI<wbr>GGERNIGGERNIGGERNIGGERNIGGERNIGGERN<wbr>IGGERNIGGERNIGGERNIGGERNIGGERNIGGER<wbr>', 'time': 1670671178, 'resto': 10504617}, {'no': 10507608, 'now': '12/10/22(Sat)06:43:30', 'name': 'Anonymous', 'com': 'feed and seed was just regular annoying avatarfig nuisance at first and brought everything upon himself when he decided to go to war with the entire board by systematically spamming dormi and trying to flood s4s with newfigs when the catalog was dominated by him and his fren drones brainwashing the new influx to the board in an attempt to change the culture and all that only out of spite for the handful of people who actively talked down on him when the vast majority just ignored him<br>im taking it lots of those anons are still roaming around here today if they dont remember what ultimately led to the counter force', 'filename': '1579276022900', 'ext': '.gif', 'w': 640, 'h': 426, 'tn_w': 125, 'tn_h': 83, 'tim': 1670672610357771, 'time': 1670672610, 'md5': '4WKNVzJOjXrZpcRlgesxnA==', 'fsize': 158051, 'resto': 10504617}, {'no': 10507613, 'now': '12/10/22(Sat)06:44:48', 'name': 'Anonymous', 'com': 'im sorry...', 'filename': 'sorry', 'ext': '.jpg', 'w': 844, 'h': 1024, 'tn_w': 103, 'tn_h': 125, 'tim': 1670672688049195, 'time': 1670672688, 'md5': 'K0TwObWfiCv1pwbavrEGKg==', 'fsize': 82938, 'resto': 10504617, 'spoiler': 1}]",1670672688,,,
14,10506667,12/09/22(Fri)17:06:57,Anonymous,"I&#039;m new to this board, what do you guys do here?",jahy-sama,.jpg,850,1288,164,250,1670623617508682,1670623617,kNvJ+ldU4X/j3yEglednnA==,207771,0,0,0,im-new-to-this-board-what-do-you-guys-do-here,6,23,8,18.0,6.0,"[{'no': 10507004, 'now': '12/09/22(Fri)20:10:53', 'name': 'Anonymous', 'com': '<a href=""#p10506978"" class=""quotelink"">&gt;&gt;10506978</a><br>top 3 italian anines:<br>1. nagatoro<br>2. jahy<br>3. anchoby', 'time': 1670634653, 'resto': 10506667}, {'no': 10507008, 'now': '12/09/22(Fri)20:11:58', 'name': 'Garlic Salt', 'com': 'drink coffee<br>check dubs<br>be nice<br>post memes', 'filename': 'gettyimages-109270346-1024x1024', 'ext': '.jpg', 'w': 1024, 'h': 957, 'tn_w': 125, 'tn_h': 116, 'tim': 1670634718077815, 'time': 1670634718, 'md5': '+SdauyQ183IetmlbEwHiXQ==', 'fsize': 86854, 'resto': 10506667}, {'no': 10507021, 'now': '12/09/22(Fri)20:15:42', 'name': 'Anonymous', 'com': 'we post our favorite three grillers<br>bury pink girl<br>bury ebil girl<br>keksandra<br>and they go on nice adventures', 'time': 1670634942, 'resto': 10506667}, {'no': 10507560, 'now': '12/10/22(Sat)05:55:10', 'name': 'Anonymous', 'com': '<a href=""#p10506667"" class=""quotelink"">&gt;&gt;10506667</a><br> *stares at cute fang gril&quot;', 'filename': '166986800972060075', 'ext': '.jpg', 'w': 713, 'h': 1000, 'tn_w': 89, 'tn_h': 125, 'tim': 1670669710874401, 'time': 1670669710, 'md5': 'Y9jEeOdp2XbYtdx4fcXiHA==', 'fsize': 112110, 'resto': 10506667}, {'no': 10507609, 'now': '12/10/22(Sat)06:43:31', 'name': 'Anonymous', 'com': '<a href=""#p10506667"" class=""quotelink"">&gt;&gt;10506667</a><br>im gonna get off to her feet right fucking NOW.<br>join me', 'time': 1670672611, 'resto': 10506667}]",1670672611,,,
15,10507605,12/10/22(Sat)06:34:24,Anonymous,the class rep boy,1649025286599,.png,640,480,250,187,1670672064945435,1670672064,3Lj/CShUOzUU/AZW/PzaEA==,333651,0,0,0,the-class-rep-boy,6,1,0,,,"[{'no': 10507606, 'now': '12/10/22(Sat)06:40:41', 'name': 'Anonymous', 'com': '3 hours till gf comes home and already out of alcohol', 'time': 1670672441, 'resto': 10507605}]",1670672441,,,
16,10500109,12/05/22(Mon)13:14:51,crudehumour223@gmail.com,i love cofffee so much. how do you like to drink coffee I hope you ass milk and sugar please,echoes,.jpg,1024,1536,166,250,1670264091532488,1670264091,iG0HESbwHsBgGcA5lUdWzA==,173257,0,0,0,i-love-cofffee-so-much-how-do-you-like-to-drink,6,63,4,58.0,4.0,"[{'no': 10507151, 'now': '12/09/22(Fri)21:43:23', 'name': 'Anonymous', 'com': 'I hate coffee<span class=""fortune"" style=""color:#bac200""><br><br><b>Your fortune: Average Luck</b></span>', 'time': 1670640203, 'resto': 10500109}, {'no': 10507181, 'now': '12/09/22(Fri)22:30:52', 'name': 'Anonymous', 'com': '<a href=""#p10506863"" class=""quotelink"">&gt;&gt;10506863</a><br>He smells like chicke', 'time': 1670643052, 'resto': 10500109}, {'no': 10507309, 'now': '12/10/22(Sat)00:58:33', 'name': 'Anonymous', 'com': 'milk suga r and a leetle leetle bit of whip cream on top if im feeling mischievous', 'time': 1670651913, 'resto': 10500109}, {'no': 10507367, 'now': '12/10/22(Sat)02:33:52', 'name': 'Anonymous', 'com': '<a href=""#p10507309"" class=""quotelink"">&gt;&gt;10507309</a><br><span class=""quote"">&gt;milk suga r and a leetle leetle bit of whip cream on top if im feeling mischievous</span><br>you go getter!', 'time': 1670657632, 'resto': 10500109}, {'no': 10507601, 'now': '12/10/22(Sat)06:25:56', 'name': 'Anonymous', 'com': 'Ne-Yo', 'time': 1670671556, 'resto': 10500109}]",1670671556,,,
17,10507009,12/09/22(Fri)20:12:14,Anonymous,"tonight i will have chicken in a stew for dinner. also, i cannot find my precious wooden spoon.<span class=""fortune"" style=""color:#00cbb0""><br><br><b>Your fortune: ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━ !!!!</b></span>",unnamed,.jpg,900,900,250,250,1670634734238358,1670634734,w7+1HxAfcevzxY/6quhL8A==,80138,0,0,0,tonight-i-will-have-chicken-in-a-stew-for-dinner,6,9,1,4.0,0.0,"[{'no': 10507044, 'now': '12/09/22(Fri)20:32:55', 'name': 'Anonymous', 'com': '<a href=""#p10507031"" class=""quotelink"">&gt;&gt;10507031</a><br>thank you', 'time': 1670635975, 'resto': 10507009}, {'no': 10507161, 'now': '12/09/22(Fri)21:57:13', 'name': 'Anonymous', 'com': '<a href=""#p10507030"" class=""quotelink"">&gt;&gt;10507030</a><br>i found it just now', 'time': 1670641033, 'resto': 10507009}, {'no': 10507557, 'now': '12/10/22(Sat)05:49:04', 'name': 'Anonymous', 'com': '<a href=""#p10507009"" class=""quotelink"">&gt;&gt;10507009</a><br>dead looking grill very hote<br><a href=""#p10507161"" class=""quotelink"">&gt;&gt;10507161</a><br>bury nice enjoy your stew fren', 'filename': '16701185860157833', 'ext': '.jpg', 'w': 2048, 'h': 2436, 'tn_w': 105, 'tn_h': 125, 'tim': 1670669344114007, 'time': 1670669344, 'md5': 'pVXJUHJO+tco8ghY53u+Hg==', 'fsize': 531990, 'resto': 10507009}, {'no': 10507594, 'now': '12/10/22(Sat)06:17:44', 'name': 'Anonymous', 'com': '<a href=""#p10507161"" class=""quotelink"">&gt;&gt;10507161</a><br>That is not your spoon the CIA took it and replaced it with one of their own', 'time': 1670671064, 'resto': 10507009}, {'no': 10507595, 'now': '12/10/22(Sat)06:18:22', 'name': 'Anonymous', 'com': '<a href=""#p10507594"" class=""quotelink"">&gt;&gt;10507594</a><br>they are so mischiefious', 'time': 1670671102, 'resto': 10507009}]",1670671102,,,
18,10507304,12/10/22(Sat)00:53:50,Anonymous,"<span class=""quote"">&gt;this is nice board</span>",1670571293991659,.png,981,949,249,241,1670651630142942,1670651630,BBTftzIIwWQwDqmZuMoffw==,211407,0,0,0,this-is-nice-board,6,5,2,,,"[{'no': 10507314, 'now': '12/10/22(Sat)01:04:52', 'name': 'Anonymous', 'com': 'this is nice board', 'filename': 'f5b', 'ext': '.png', 'w': 636, 'h': 622, 'tn_w': 125, 'tn_h': 122, 'tim': 1670652292552427, 'time': 1670652292, 'md5': 'mxLRvIcnv0gAxtibWpXioQ==', 'fsize': 242145, 'resto': 10507304}, {'no': 10507360, 'now': '12/10/22(Sat)02:20:36', 'name': 'Anonymous', 'com': 'frogposter is right you are all just retards who pretend to be nice by posting a retarded pink character', 'time': 1670656836, 'resto': 10507304}, {'no': 10507380, 'now': '12/10/22(Sat)02:54:10', 'name': 'Anonymous', 'com': '<a href=""#p10507360"" class=""quotelink"">&gt;&gt;10507360</a>', 'filename': 'Cirno &amp; Spurdo dine on fresh froge', 'ext': '.jpg', 'w': 440, 'h': 332, 'tn_w': 125, 'tn_h': 94, 'tim': 1670658850065493, 'time': 1670658850, 'md5': 'K9arC5R9vtIX5pmgVLMKuw==', 'fsize': 54749, 'resto': 10507304}, {'no': 10507505, 'now': '12/10/22(Sat)05:03:57', 'name': 'Anonymous', 'com': '<a href=""#p10507360"" class=""quotelink"">&gt;&gt;10507360</a><br>what a rude thing to say<br>rudeposters eternally coping (and seething)<br>nicers will win<span class=""fortune"" style=""color:#bac200""><br><br><b>Your fortune: Average Luck</b></span>', 'time': 1670666637, 'resto': 10507304}, {'no': 10507590, 'now': '12/10/22(Sat)06:13:47', 'name': 'Anonymous', 'com': 'necrrobump!!', 'time': 1670670827, 'resto': 10507304}]",1670670827,,,
19,10506587,12/09/22(Fri)16:25:51,Anonymous,"<span class=""quote"">&gt;two same numbers!</span>",1512669464724,.jpg,250,250,250,250,1670621151918788,1670621151,WpAMklGGSDpFI5hOziPPkA==,6503,0,0,0,two-same-numbers,6,28,9,23.0,7.0,"[{'no': 10507156, 'now': '12/09/22(Fri)21:52:40', 'name': 'Anonymous', 'com': '<a href=""#p10506587"" class=""quotelink"">&gt;&gt;10506587</a><br><a href=""#p10506595"" class=""quotelink"">&gt;&gt;10506595</a><br><a href=""#p10506596"" class=""quotelink"">&gt;&gt;10506596</a><br><a href=""#p10506625"" class=""quotelink"">&gt;&gt;10506625</a><br><a href=""#p10506916"" class=""quotelink"">&gt;&gt;10506916</a><br>froge...', 'filename': '59492020', 'ext': '.jpg', 'w': 1185, 'h': 1520, 'tn_w': 97, 'tn_h': 125, 'tim': 1670640760911415, 'time': 1670640760, 'md5': '32pM57seoeBmIBp0rrvLQw==', 'fsize': 134632, 'resto': 10506587}, {'no': 10507231, 'now': '12/09/22(Fri)23:17:01', 'name': 'Anonymous', 'com': '<a href=""#p10507155"" class=""quotelink"">&gt;&gt;10507155</a><br>two same numbers!', 'time': 1670645821, 'resto': 10506587}, {'no': 10507246, 'now': '12/09/22(Fri)23:27:08', 'name': 'Anonymous', 'com': '<a href=""#p10506916"" class=""quotelink"">&gt;&gt;10506916</a><br>[Beary Smolhead] joins the fight!', 'filename': '1656207574101', 'ext': '.png', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670646428597594, 'time': 1670646428, 'md5': 'Oa3kZ/Ged/QW8N3JYp/zOw==', 'fsize': 949352, 'resto': 10506587}, {'no': 10507587, 'now': '12/10/22(Sat)06:12:43', 'name': 'Anonymous', 'com': 'necrobump!', 'time': 1670670763, 'resto': 10506587}, {'no': 10507589, 'now': '12/10/22(Sat)06:13:39', 'name': 'Anonymous', 'com': '<a href=""#p10507246"" class=""quotelink"">&gt;&gt;10507246</a><br>really digging all the antifrog imagery', 'time': 1670670819, 'resto': 10506587}]",1670670819,,,
20,10506745,12/09/22(Fri)17:45:48,Anonymous,My heart&#039;s an unsightly shade of blue.,💔,.png,850,900,236,250,1670625948805499,1670625948,qgIEnWNLfPnjByiOsRCqDA==,1146848,0,0,0,my-hearts-an-unsightly-shade-of-blue,6,6,2,1.0,0.0,"[{'no': 10506763, 'now': '12/09/22(Fri)17:59:19', 'name': 'donpatch⋆', 'com': '<a href=""#p10506749"" class=""quotelink"">&gt;&gt;10506749</a><br>I like the art he posts. It&#039;s a projection of his unsightly soul.<span class=""fortune"" style=""color:#9d05da""><br><br><b>Your fortune: Very Bad Luck</b></span>', 'filename': '1670163417459384', 'ext': '.jpg', 'w': 4096, 'h': 3193, 'tn_w': 125, 'tn_h': 97, 'tim': 1670626759052191, 'time': 1670626759, 'md5': 'VuESVWLaIhtplzBKdQpVRQ==', 'fsize': 1250020, 'resto': 10506745}, {'no': 10506766, 'now': '12/09/22(Fri)17:59:42', 'name': 'Anonymous', 'com': 'Also Jews', 'time': 1670626782, 'resto': 10506745}, {'no': 10506767, 'now': '12/09/22(Fri)17:59:52', 'name': 'Anonymous', 'com': '<a href=""#p10506763"" class=""quotelink"">&gt;&gt;10506763</a><br>i like the art you post cus its good', 'time': 1670626792, 'resto': 10506745}, {'no': 10507562, 'now': '12/10/22(Sat)05:58:10', 'name': 'Anonymous', 'filename': '16702313879797957', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670669890508865, 'time': 1670669890, 'md5': 'stVWeSydrq2SBKv/jt2j5A==', 'fsize': 477644, 'resto': 10506745}, {'no': 10507588, 'now': '12/10/22(Sat)06:13:14', 'name': 'Anonymous', 'com': '<a href=""#p10506763"" class=""quotelink"">&gt;&gt;10506763</a><br>great drawing as always <br>love u babe', 'time': 1670670794, 'resto': 10506745}]",1670670794,,,
21,10507536,12/10/22(Sat)05:22:26,Anonymous,"I have one friend left, and she is my female childhood friend whom I&#039;ve had a crush on since the beginning. Should I shoot my shot and potentially drive her away and lose my last thread of happiness, or should I give up and consider myself lucky to just have her in my life as a friend? ;~;",essex_snap,.gif,128,128,128,128,1670667746883852,1670667746,05kfFUMfa4p5ft8n08HFkg==,258943,0,0,0,i-have-one-friend-left-and-she-is-my-female,6,8,1,3.0,0.0,"[{'no': 10507550, 'now': '12/10/22(Sat)05:39:20', 'name': 'seuss', 'com': 'henlo my name is punpun and i was born to die<br><br>lets escape 2 outer space where we don&#039;t die anymore<br><br>i just wanna punch the moon in da face<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'filename': 'born-to-die', 'ext': '.jpg', 'w': 1948, 'h': 1808, 'tn_w': 124, 'tn_h': 116, 'tim': 1670668760395771, 'time': 1670668760, 'md5': 'rs/JGsQVuUuMvw0KK00Q6Q==', 'fsize': 911401, 'resto': 10507536}, {'no': 10507552, 'now': '12/10/22(Sat)05:41:30', 'name': 'ugly evil character in asano manga', 'com': 'punpun keeps shitting on my desk so im going to rape him', 'time': 1670668890, 'resto': 10507536}, {'no': 10507563, 'now': '12/10/22(Sat)05:58:35', 'name': 'seuss', 'com': '<a href=""#p10507552"" class=""quotelink"">&gt;&gt;10507552</a><br>hey i never even had sex once before i met my childhood crush Aiko and by then I was already 24 years old<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>', 'time': 1670669915, 'resto': 10507536}, {'no': 10507565, 'now': '12/10/22(Sat)05:59:10', 'name': 'Anonymous', 'com': '<a href=""#p10507536"" class=""quotelink"">&gt;&gt;10507536</a><br>you have one friend left. that suggests you&#039;re not very good at being a friend, and that you&#039;re going to be even worse at being a partner. if you really want to have a chance at a relationship with her, now is not the time to go seeking it.', 'time': 1670669950, 'resto': 10507536}, {'no': 10507581, 'now': '12/10/22(Sat)06:09:16', 'name': 'seuss', 'com': '<a href=""#p10507565"" class=""quotelink"">&gt;&gt;10507565</a><br>What if you devilishly make friends with people who are both chosen at random and unfamiliar?<br><br>Does that mean your transparency in loving the childhood counter part is somewhat marred?<span class=""fortune"" style=""color:#bac200""><br><br><b>Your fortune: Average Luck</b></span>', 'time': 1670670556, 'resto': 10507536}]",1670670556,,,
22,10506765,12/09/22(Fri)17:59:41,Anonymous,"s4s is very nice to me, so I will share something that is special to me<br>it is this image<br>I like it very much, it&#039;s one of my favourite images<br>simple and abstract yet powerful, cute and bold<br>do you like it too?",1653378503710,.png,1920,1200,250,156,1670626781106947,1670626781,2fbAlzOlZXGIowtPpvKchg==,148666,0,0,0,s4s-is-very-nice-to-me-so-i-will-share-something,6,13,1,8.0,1.0,"[{'no': 10506792, 'now': '12/09/22(Fri)18:10:52', 'name': 'Anonymous', 'com': '<a href=""#p10506783"" class=""quotelink"">&gt;&gt;10506783</a><br>Haha oops I meant to say TOO Jewish<br>Yeah just a bit much friend.', 'time': 1670627452, 'resto': 10506765}, {'no': 10507571, 'now': '12/10/22(Sat)06:03:10', 'name': 'Anonymous', 'com': 'she look up at page 1', 'time': 1670670190, 'resto': 10506765}, {'no': 10507575, 'now': '12/10/22(Sat)06:04:23', 'name': 'Anonymous', 'com': '<a href=""#p10507571"" class=""quotelink"">&gt;&gt;10507571</a><br>she look upe at the SKYE!!!!!!!!!!!!!!! SHE NUMBER ONE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<wbr>!!!!!!!!!', 'time': 1670670263, 'resto': 10506765}, {'no': 10507576, 'now': '12/10/22(Sat)06:04:58', 'name': 'Anonymous', 'com': '<a href=""#p10506770"" class=""quotelink"">&gt;&gt;10506770</a><br><a href=""#p10506772"" class=""quotelink"">&gt;&gt;10506772</a><br><a href=""#p10506778"" class=""quotelink"">&gt;&gt;10506778</a><br>check em retard<br><a href=""#p10506765"" class=""quotelink"">&gt;&gt;10506765</a><br>i liek img bury wholesome', 'time': 1670670298, 'resto': 10506765}, {'no': 10507579, 'now': '12/10/22(Sat)06:06:29', 'name': 'Anonymous', 'com': 'konata wouldnt dump me for being a pervert', 'time': 1670670389, 'resto': 10506765}]",1670670389,,,
