,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,sub,since4pass
10,10506260,12/09/22(Fri)13:06:21,FweweFan9,good afternoon fwewe fans! posting 3 :D,1664661008237243,.png,329,375,219,250,1670609181666255,1670609181,BlX14J9vq8Mu/VdwHmpfQg==,7644,0,0,0,good-afternoon-fwewe-fans-posting-3-d,6,7,3,"[{'no': 10506287, 'now': '12/09/22(Fri)13:20:05', 'name': 'Anonymous', 'com': 'fwewe<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'time': 1670610005, 'resto': 10506260}, {'no': 10507032, 'now': '12/09/22(Fri)20:26:44', 'name': 'Anonymous', 'com': 'made picter 0:)', 'filename': 'fwewechess', 'ext': '.png', 'w': 380, 'h': 347, 'tn_w': 125, 'tn_h': 114, 'tim': 1670635604096820, 'time': 1670635604, 'md5': 'R0JwiLmqB2DgVDYER6ovKQ==', 'fsize': 6530, 'resto': 10506260}, {'no': 10507039, 'now': '12/09/22(Fri)20:30:29', 'name': 'Anonymous', 'com': '<a href=""#p10507032"" class=""quotelink"">&gt;&gt;10507032</a><br>Woooooaaahhhh I like it a lot!!! Great job anon :)', 'time': 1670635829, 'resto': 10506260}, {'no': 10507045, 'now': '12/09/22(Fri)20:32:56', 'name': 'Anonymous', 'com': '<a href=""#p10507039"" class=""quotelink"">&gt;&gt;10507039</a><br>&lt;3 tahnkes', 'time': 1670635976, 'resto': 10506260}, {'no': 10507053, 'now': '12/09/22(Fri)20:34:34', 'name': 'Anonymous', 'com': '<a href=""#p10507032"" class=""quotelink"">&gt;&gt;10507032</a><br>black has mate in 2! D:', 'time': 1670636074, 'resto': 10506260}]",1670636074,2.0,2.0,,
11,10505906,12/09/22(Fri)07:02:14,Anonymous,hmm yes and how long have you been suffering from this peedofeelia?,1650894833133,.png,984,608,250,154,1670587334761471,1670587334,g26w7CYGFCGuf+O4izfnww==,522473,0,0,0,hmm-yes-and-how-long-have-you-been-suffering-from,6,25,2,"[{'no': 10506833, 'now': '12/09/22(Fri)18:30:37', 'name': 'Anonymous', 'com': '<a href=""#p10506809"" class=""quotelink"">&gt;&gt;10506809</a><br>imagine: mf was 22 when the girl born, it means that 22 years old dude would fuck a newborn baby', 'time': 1670628637, 'resto': 10505906}, {'no': 10506852, 'now': '12/09/22(Fri)18:42:16', 'name': 'Anonymous', 'com': 'age of consent is just another way to artificially drop the birth rate', 'time': 1670629336, 'resto': 10505906}, {'no': 10506869, 'now': '12/09/22(Fri)18:46:01', 'name': 'Anonymous', 'com': '<a href=""#p10506852"" class=""quotelink"">&gt;&gt;10506852</a><br>this is why im converting to islam', 'time': 1670629561, 'resto': 10505906}, {'no': 10506870, 'now': '12/09/22(Fri)18:46:05', 'name': 'Anonymous', 'com': '<a href=""#p10506852"" class=""quotelink"">&gt;&gt;10506852</a><br>its a condom industry scam', 'time': 1670629565, 'resto': 10505906}, {'no': 10507051, 'now': '12/09/22(Fri)20:34:18', 'name': 'Anonymous', 'com': '<a href=""#p10506852"" class=""quotelink"">&gt;&gt;10506852</a><br>Ichigo Mashimaro aired in 2005 which means Miu will be 30 next year. She&#039;s plenty legal.', 'filename': 'im', 'ext': '.png', 'w': 1600, 'h': 1200, 'tn_w': 125, 'tn_h': 93, 'tim': 1670636058193179, 'time': 1670636058, 'md5': 'OKr9fpGbW6vJa22OTe/jEw==', 'fsize': 466013, 'resto': 10505906}]",1670636058,20.0,1.0,,
12,10503680,12/07/22(Wed)19:39:38,Anonymous,"MAN, CATS DON&#039;T KNOW (WHAT?) WHAT IT&#039;S GON&#039; BE<br>FUCKIN&#039; WITH A NIGGA LIKE ME<br>D TO THE M TO THE X (X)<br>LAST I HEARD, Y&#039;ALL NIGGAS WAS HAVIN&#039; SEX (UH) WITH THE SAME SEX (WOO)<br>I SHOW NO LOVE (YEAH) TO HOMO THUGS (NAH)<br>EMPTY OUT, RELOAD, AND BLOW MORE SLUGS (BOOM)<br>HOW YOU GONNA EXPLAIN FUCKIN&#039; A MAN?<br>EVEN IF WE SQUASH THE BEEF, I AIN&#039;T TOUCHIN&#039; YOUR HAND (AIGHT?)<br>I DON&#039;T FUCK WITH CHUMPS (YEAH)<br>FOR THOSE THAT BEEN TO JAIL, THAT&#039;S THE CAT WITH THE KOOL-AID ON HIS LIPS AND PUMPS (UH)<br>I DON&#039;T FUCK WITH NIGGAS THAT THINK THEY BROADS<br>ONLY KNOW HOW TO BE ONE WAY, THAT&#039;S THE DOG (WOO)<br>I KNOW HOW TO GET DOWN, KNOW HOW TO BITE (BITE)<br>BARK VERY LITTLE, BUT I KNOW HOW TO FIGHT (FIGHT)<br>I KNOW HOW TO CHASE A CAT UP IN A TREE<br>MAN, I&#039;LL GIVE Y&#039;ALL NIGGAS THE BUSINESS FOR FUCKIN&#039; WITH ME<br>IS YOU CRAZY?<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>",6692a42ac7c4d6157e2e98f27f73657e,.png,750,1000,187,250,1670459978736289,1670459978,ZpKkKsfE1hV+Lpjyf3Nlfg==,261669,0,0,0,man-cats-dont-know-what-what-its-gon-be,6,12,5,"[{'no': 10505443, 'now': '12/08/22(Thu)22:22:23', 'name': 'Anonymous', 'com': '<a href=""#p10504077"" class=""quotelink"">&gt;&gt;10504077</a><br>two same numbers!<br><a href=""#p10505380"" class=""quotelink"">&gt;&gt;10505380</a><br>beware', 'filename': '(USER WAS BANNED FOR THIS POST)', 'ext': '.png', 'w': 438, 'h': 355, 'tn_w': 125, 'tn_h': 101, 'tim': 1670556143939965, 'time': 1670556143, 'md5': '3sTizhcYVNBT7sN15vxX2A==', 'fsize': 170744, 'resto': 10503680}, {'no': 10506042, 'now': '12/09/22(Fri)09:28:23', 'name': 'Anonymous', 'com': '<a href=""#p10503684"" class=""quotelink"">&gt;&gt;10503684</a><br><a href=""#p10503687"" class=""quotelink"">&gt;&gt;10503687</a><br><a href=""#p10504077"" class=""quotelink"">&gt;&gt;10504077</a><br><a href=""#p10504642"" class=""quotelink"">&gt;&gt;10504642</a><br><a href=""#p10505380"" class=""quotelink"">&gt;&gt;10505380</a><br><a href=""#p10505443"" class=""quotelink"">&gt;&gt;10505443</a><br>The joke is that crossdressing twinks are singing an incredibly homophobic song.<span class=""fortune"" style=""color:#7fec11""><br><br><b>Your fortune: Bad Luck</b></span>', 'time': 1670596103, 'resto': 10503680}, {'no': 10506492, 'now': '12/09/22(Fri)15:25:12', 'name': 'Anonymous', 'com': '<a href=""#p10506042"" class=""quotelink"">&gt;&gt;10506042</a><br>what song is that', 'filename': '167008695143938951', 'ext': '.jpg', 'w': 1340, 'h': 2339, 'tn_w': 71, 'tn_h': 125, 'tim': 1670617512942913, 'time': 1670617512, 'md5': 'P+Ptn37P7iQfUq8pJG8sgg==', 'fsize': 380600, 'resto': 10503680}, {'no': 10506496, 'now': '12/09/22(Fri)15:27:09', 'name': 'Anonymous', 'com': '<a href=""#p10506042"" class=""quotelink"">&gt;&gt;10506042</a><br>Thanks for explaining the joke; I didn&#039;t get it.', 'time': 1670617629, 'resto': 10503680}, {'no': 10507052, 'now': '12/09/22(Fri)20:34:18', 'name': 'Anonymous', 'com': '<a href=""#p10506492"" class=""quotelink"">&gt;&gt;10506492</a><br>Where the Hood at? by DMX.<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'time': 1670636058, 'resto': 10503680}]",1670636058,7.0,3.0,,
13,10506813,12/09/22(Fri)18:18:49,Anonymous,1. identifying the problem,1624487549705,.jpg,1280,1037,250,202,1670627929258803,1670627929,aQm3B2V9uRrh0bAFmnv3gQ==,229483,0,0,0,1-identifying-the-problem,6,4,1,"[{'no': 10506816, 'now': '12/09/22(Fri)18:20:25', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;8503220</span><span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'filename': '1513793083662', 'ext': '.png', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670628025685785, 'time': 1670628025, 'md5': '/7ArVDWsgnKwCdVjsQrLqA==', 'fsize': 308346, 'resto': 10506813}, {'no': 10506818, 'now': '12/09/22(Fri)18:21:21', 'name': 'Anonymous', 'com': '<a href=""#p10506813"" class=""quotelink"">&gt;&gt;10506813</a><br>1. mirror needs wiping', 'time': 1670628081, 'resto': 10506813}, {'no': 10506902, 'now': '12/09/22(Fri)19:03:27', 'name': 'Anonymous', 'com': '<a href=""#p10506813"" class=""quotelink"">&gt;&gt;10506813</a><br>Mudslime acid attack.', 'time': 1670630607, 'resto': 10506813}, {'no': 10507048, 'now': '12/09/22(Fri)20:33:20', 'name': 'Anonymous', 'com': '<a href=""#p10506813"" class=""quotelink"">&gt;&gt;10506813</a><br>1. look at your eyes for 30 seconds and write it out', 'time': 1670636000, 'resto': 10506813}]",1670636000,,,,
14,10506587,12/09/22(Fri)16:25:51,Anonymous,"<span class=""quote"">&gt;two same numbers!</span>",1512669464724,.jpg,250,250,250,250,1670621151918788,1670621151,WpAMklGGSDpFI5hOziPPkA==,6503,0,0,0,two-same-numbers,6,22,6,"[{'no': 10506939, 'now': '12/09/22(Fri)19:26:26', 'name': 'Anonymous', 'com': '<a href=""#p10506933"" class=""quotelink"">&gt;&gt;10506933</a><br>two same numbers!', 'time': 1670631986, 'resto': 10506587}, {'no': 10506940, 'now': '12/09/22(Fri)19:27:57', 'name': 'Anonymous', 'com': '<a href=""#p10506916"" class=""quotelink"">&gt;&gt;10506916</a><br>DO IT!!!!!!!!!<br>DO IT BEARY FUCKING DO IT<br>BLOW ITS DIRTY FUCKING FROG FACE OFF DO IT<br>DO IT NOW DO IT DO IT DO IT DO IT<br>AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<wbr>AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<wbr>AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<wbr>AAAAAAAAAAAAAAAAAAAA', 'time': 1670632077, 'resto': 10506587}, {'no': 10506977, 'now': '12/09/22(Fri)19:59:54', 'name': 'Anonymous', 'com': '<a href=""#p10506933"" class=""quotelink"">&gt;&gt;10506933</a><br>A newspaper article about this OP', 'time': 1670633994, 'resto': 10506587}, {'no': 10506980, 'now': '12/09/22(Fri)20:01:10', 'name': 'Anonymous', 'com': '<a href=""#p10506977"" class=""quotelink"">&gt;&gt;10506977</a><br>two same numbers!', 'time': 1670634070, 'resto': 10506587}, {'no': 10507046, 'now': '12/09/22(Fri)20:33:12', 'name': 'Anonymous', 'com': '<a href=""#p10506901"" class=""quotelink"">&gt;&gt;10506901</a><br>they want to be happy like the rest of us but they don&#039;t know how. I was like them once. we must show them the way, the way of bury nice girl.', 'filename': '1656566660039', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670635992348085, 'time': 1670635992, 'md5': 'xH1cPgs5FKUVSsNIgiIdvg==', 'fsize': 51957, 'resto': 10506587}]",1670635992,17.0,5.0,,
15,10507009,12/09/22(Fri)20:12:14,Anonymous,"tonight i will have chicken in a stew for dinner. also, i cannot find my precious wooden spoon.<span class=""fortune"" style=""color:#00cbb0""><br><br><b>Your fortune: ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━ !!!!</b></span>",unnamed,.jpg,900,900,250,250,1670634734238358,1670634734,w7+1HxAfcevzxY/6quhL8A==,80138,0,0,0,tonight-i-will-have-chicken-in-a-stew-for-dinner,6,5,0,"[{'no': 10507013, 'now': '12/09/22(Fri)20:12:57', 'name': 'Magick', 'com': 'why is it precious', 'time': 1670634777, 'resto': 10507009}, {'no': 10507020, 'now': '12/09/22(Fri)20:14:48', 'name': 'Anonymous', 'com': '<a href=""#p10507013"" class=""quotelink"">&gt;&gt;10507013</a><br>i got it at a fair along with a wood fork and chopsticks', 'time': 1670634888, 'resto': 10507009}, {'no': 10507030, 'now': '12/09/22(Fri)20:25:21', 'name': 'Magick', 'com': '<a href=""#p10507020"" class=""quotelink"">&gt;&gt;10507020</a><br>have you found it, already', 'time': 1670635521, 'resto': 10507009}, {'no': 10507031, 'now': '12/09/22(Fri)20:26:19', 'name': 'Anonymous', 'com': '<a href=""#p10507009"" class=""quotelink"">&gt;&gt;10507009</a><br>hope the stew is tasty and you find your spoon, senpai', 'time': 1670635579, 'resto': 10507009}, {'no': 10507044, 'now': '12/09/22(Fri)20:32:55', 'name': 'Anonymous', 'com': '<a href=""#p10507031"" class=""quotelink"">&gt;&gt;10507031</a><br>thank you', 'time': 1670635975, 'resto': 10507009}]",1670635975,,,,
16,10505691,12/09/22(Fri)01:56:44,Anonymous,The forehead girl,[Doremi].Ojamajo.Doremi.Naisho.03.[EFC943DD].avi_snapshot_03.08_[2018.05.29_04.18.45],.jpg,640,480,250,187,1670569004605128,1670569004,l2pkQtw1fjJJ5/gdGLU2BQ==,141553,0,0,0,the-forehead-girl,6,8,0,"[{'no': 10506116, 'now': '12/09/22(Fri)10:48:12', 'name': 'Anonymous', 'com': '<a href=""#p10505852"" class=""quotelink"">&gt;&gt;10505852</a><br>same ngl', 'time': 1670600892, 'resto': 10505691}, {'no': 10507000, 'now': '12/09/22(Fri)20:09:11', 'name': 'Anonymous', 'com': 'the girl seems a little more forehead than usual', 'time': 1670634551, 'resto': 10505691}, {'no': 10507003, 'now': '12/09/22(Fri)20:10:11', 'name': 'Anonymous', 'com': '<a href=""#p10507000"" class=""quotelink"">&gt;&gt;10507000</a><br>trips so ill tell you the secret: her forehead has been expanding by 1px with every post', 'time': 1670634611, 'resto': 10505691}, {'no': 10507005, 'now': '12/09/22(Fri)20:11:29', 'name': 'Anonymous', 'com': '<a href=""#p10507003"" class=""quotelink"">&gt;&gt;10507003</a><br>literally not even true', 'time': 1670634689, 'resto': 10505691}, {'no': 10507042, 'now': '12/09/22(Fri)20:32:10', 'name': 'Anonymous', 'com': '<a href=""#p10507003"" class=""quotelink"">&gt;&gt;10507003</a><br>so true!', 'time': 1670635930, 'resto': 10505691}]",1670635930,3.0,0.0,,
17,10505946,12/09/22(Fri)08:00:33,"crudehumoue323@gmialc,om",oh yeah?,6QspVKmIgWs,.jpg,800,638,250,199,1670590833650564,1670590833,sHDyzrIA/bILfDMP0sxnjQ==,148234,0,0,0,oh-yeah,6,12,0,"[{'no': 10506703, 'now': '12/09/22(Fri)17:25:47', 'name': 'Anonymous', 'com': '<a href=""#p10505968"" class=""quotelink"">&gt;&gt;10505968</a><br>bazed', 'time': 1670624747, 'resto': 10505946}, {'no': 10506715, 'now': '12/09/22(Fri)17:31:48', 'name': 'Anonymous', 'com': '<a href=""#p10506039"" class=""quotelink"">&gt;&gt;10506039</a><br>why not human milk', 'time': 1670625108, 'resto': 10505946}, {'no': 10506988, 'now': '12/09/22(Fri)20:04:29', 'name': 'Anonymous', 'com': '<a href=""#p10506715"" class=""quotelink"">&gt;&gt;10506715</a><br>whose', 'time': 1670634269, 'resto': 10505946}, {'no': 10507014, 'now': '12/09/22(Fri)20:13:22', 'name': 'Garlic Salt', 'com': '<a href=""#p10506039"" class=""quotelink"">&gt;&gt;10506039</a><br>dairy causes indigestion', 'time': 1670634802, 'resto': 10505946}, {'no': 10507034, 'now': '12/09/22(Fri)20:28:29', 'name': 'Anonymous', 'com': '<a href=""#p10505946"" class=""quotelink"">&gt;&gt;10505946</a><br>is that a derpinasandra?', 'time': 1670635709, 'resto': 10505946}]",1670635709,7.0,0.0,,
18,10505860,12/09/22(Fri)05:15:41,( ͡◉ ͜ʖ ͡◉)~(ง ͡ʘ ͜ʖ ͡ʘ)ง,,1670456271606307m,.jpg,768,1024,187,250,1670580941114736,1670580941,nwaenfdWUfl+RC305HlVIw==,116117,0,0,0,toss-up-a-selfie,6,8,6,"[{'no': 10506761, 'now': '12/09/22(Fri)17:57:39', 'name': 'Hotwing', 'com': '<a href=""#p10505892"" class=""quotelink"">&gt;&gt;10505892</a><br>Yeah <br>lole', 'filename': '23414F49-BD35-4BCB-8C1C-13ED46996BD8', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670626659307667, 'time': 1670626659, 'md5': 'ZnnOaW285FXBpS/FxlJhNg==', 'fsize': 2084673, 'resto': 10505860}, {'no': 10506847, 'now': '12/09/22(Fri)18:40:34', 'name': 'Garlic Salt', 'com': 'me irl', 'filename': 'retro-dad-pipe-42095292', 'ext': '.jpg', 'w': 1118, 'h': 1300, 'tn_w': 107, 'tn_h': 125, 'tim': 1670629234017046, 'time': 1670629234, 'md5': 'DMKuzOKEfsbqT7inZ456BQ==', 'fsize': 197108, 'resto': 10505860}, {'no': 10506984, 'now': '12/09/22(Fri)20:03:19', 'name': '( ͡◉ ͜ʖ ͡◉)~(ง ͡ʘ ͜ʖ ͡ʘ)ง', 'com': '<a href=""#p10506847"" class=""quotelink"">&gt;&gt;10506847</a><br>U smoke pipe?', 'time': 1670634199, 'resto': 10505860}, {'no': 10507017, 'now': '12/09/22(Fri)20:13:51', 'name': 'Garlic Salt', 'com': '<a href=""#p10506984"" class=""quotelink"">&gt;&gt;10506984</a><br>yeh', 'filename': 'gettyimages-97219542-612x612', 'ext': '.jpg', 'w': 612, 'h': 576, 'tn_w': 125, 'tn_h': 117, 'tim': 1670634831866173, 'time': 1670634831, 'md5': 'qulmTaX9W2674RiZlS4O/g==', 'fsize': 34240, 'resto': 10505860}, {'no': 10507027, 'now': '12/09/22(Fri)20:20:49', 'name': 'Anonymous', 'com': 'shalom<span class=""fortune"" style=""color:#d302a7""><br><br><b>Your fortune: Godly Luck</b></span>', 'filename': '4901', 'ext': '.jpg', 'w': 3964, 'h': 2832, 'tn_w': 125, 'tn_h': 89, 'tim': 1670635249978697, 'time': 1670635249, 'md5': 'g+nT//Jxm1jlym4Y6ALzeQ==', 'fsize': 765684, 'resto': 10505860}]",1670635249,3.0,2.0,Toss up a selfie,
19,10484466,11/25/22(Fri)10:42:17,Anonymous,taking my coffee without cream or sugar for a week and i want to tell everybody,Cup of coffee,.jpg,400,279,250,174,1669390937957778,1669390937,qPjecEsEdt8Snfx+FMv8TA==,14187,0,0,0,taking-my-coffee-without-cream-or-sugar-for-a,6,232,16,"[{'no': 10507019, 'now': '12/09/22(Fri)20:14:22', 'name': 'Anonymous', 'com': 'Coffee just gets me going', 'time': 1670634862, 'resto': 10484466}, {'no': 10507022, 'now': '12/09/22(Fri)20:16:16', 'name': 'Anonymous', 'com': 'aytch thray braps just gets me going', 'time': 1670634976, 'resto': 10484466}, {'no': 10507024, 'now': '12/09/22(Fri)20:18:35', 'name': 'Anonymous', 'com': '<a href=""#p10507016"" class=""quotelink"">&gt;&gt;10507016</a><br>for his contribution... . . .. . . .. . okay??...ugh', 'time': 1670635115, 'resto': 10484466}, {'no': 10507026, 'now': '12/09/22(Fri)20:19:47', 'name': 'Anonymous', 'com': 'an aytch thray brap would have been a better contribution', 'time': 1670635187, 'resto': 10484466}, {'no': 10507065, 'now': '12/09/22(Fri)20:39:40', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=Zac<wbr>Akp142ZU<br>a lovelly day at the derwent dam plugholes, broes..............................<wbr>.. :Champagne;', 'time': 1670636380, 'resto': 10484466}]",1670636380,227.0,16.0,,
20,10487518,11/27/22(Sun)21:51:39,Kaf,Steve thread.,steve spin,.png,1024,1062,241,249,1669603899708436,1669603899,gCXMNY8VOZxyLgeCQz8AdQ==,102148,0,0,0,steve-thread,6,57,21,"[{'no': 10505067, 'now': '12/08/22(Thu)18:05:07', 'name': 'Anonymous', 'com': '<span class=""fortune"" style=""color:#7fec11""><br><br><b>Your fortune: Bad Luck</b></span>', 'time': 1670540707, 'resto': 10487518}, {'no': 10505798, 'now': '12/09/22(Fri)03:48:41', 'name': 'Anonymous', 'com': 'steve :)', 'time': 1670575721, 'resto': 10487518}, {'no': 10506047, 'now': '12/09/22(Fri)09:31:57', 'name': 'Anonymous', 'com': '<a href=""#p10505798"" class=""quotelink"">&gt;&gt;10505798</a>', 'filename': 'fresh classics', 'ext': '.png', 'w': 440, 'h': 448, 'tn_w': 122, 'tn_h': 125, 'tim': 1670596317597983, 'time': 1670596317, 'md5': 'mullwdsx77thCHJ3hNCvHg==', 'fsize': 60405, 'resto': 10487518}, {'no': 10506059, 'now': '12/09/22(Fri)09:56:16', 'name': 'Kaf', 'com': '<a href=""#p10506047"" class=""quotelink"">&gt;&gt;10506047</a><br>true though', 'time': 1670597776, 'resto': 10487518}, {'no': 10507025, 'now': '12/09/22(Fri)20:18:41', 'name': 'Anonymous', 'com': '<span class=""fortune"" style=""color:#00cbb0""><br><br><b>Your fortune: ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━ !!!!</b></span>', 'time': 1670635121, 'resto': 10487518}]",1670635121,52.0,20.0,,
21,10504617,12/08/22(Thu)12:25:31,Anonymous,i miss gutsybird,1556383015097,.png,639,699,228,250,1670520331530042,1670520331,0zyDb1nD2ffKfV2vRAczsA==,52080,0,0,0,i-miss-gutsybird,6,44,5,"[{'no': 10506771, 'now': '12/09/22(Fri)18:00:45', 'name': 'Anonymous', 'com': '<a href=""#p10506461"" class=""quotelink"">&gt;&gt;10506461</a><br>I don&#039;t do that, I just have a good memory I guess', 'time': 1670626845, 'resto': 10504617}, {'no': 10506832, 'now': '12/09/22(Fri)18:28:30', 'name': 'Anonymous', 'com': '<a href=""#p10506758"" class=""quotelink"">&gt;&gt;10506758</a><br>i forgive you *kiss on head* everyone makes mistakes', 'filename': 'le hug', 'ext': '.gif', 'w': 500, 'h': 281, 'tn_w': 125, 'tn_h': 70, 'tim': 1670628510739250, 'time': 1670628510, 'md5': 'mEiWS+0dRjhZ0tctkz/Ohg==', 'fsize': 1032263, 'resto': 10504617}, {'no': 10506867, 'now': '12/09/22(Fri)18:45:17', 'name': 'Anonymous', 'com': '<a href=""#p10506560"" class=""quotelink"">&gt;&gt;10506560</a><br>you are just making him more and more relatable fr', 'time': 1670629517, 'resto': 10504617}, {'no': 10506889, 'now': '12/09/22(Fri)18:54:41', 'name': 'Anonymous', 'com': 'NIGGER', 'time': 1670630081, 'resto': 10504617}, {'no': 10507023, 'now': '12/09/22(Fri)20:17:51', 'name': 'Anonymous', 'com': 'this gutsybird mister seems very nice why do people say mean things,,,', 'time': 1670635071, 'resto': 10504617}]",1670635071,39.0,4.0,,
22,10506667,12/09/22(Fri)17:06:57,Anonymous,"I&#039;m new to this board, what do you guys do here?",jahy-sama,.jpg,850,1288,164,250,1670623617508682,1670623617,kNvJ+ldU4X/j3yEglednnA==,207771,0,0,0,im-new-to-this-board-what-do-you-guys-do-here,6,21,7,"[{'no': 10506986, 'now': '12/09/22(Fri)20:04:01', 'name': 'Anonymous', 'com': 'Coffee board', 'time': 1670634241, 'resto': 10506667}, {'no': 10506987, 'now': '12/09/22(Fri)20:04:26', 'name': 'Anonymous', 'com': 'coffee colored girlz', 'time': 1670634266, 'resto': 10506667}, {'no': 10507004, 'now': '12/09/22(Fri)20:10:53', 'name': 'Anonymous', 'com': '<a href=""#p10506978"" class=""quotelink"">&gt;&gt;10506978</a><br>top 3 italian anines:<br>1. nagatoro<br>2. jahy<br>3. anchoby', 'time': 1670634653, 'resto': 10506667}, {'no': 10507008, 'now': '12/09/22(Fri)20:11:58', 'name': 'Garlic Salt', 'com': 'drink coffee<br>check dubs<br>be nice<br>post memes', 'filename': 'gettyimages-109270346-1024x1024', 'ext': '.jpg', 'w': 1024, 'h': 957, 'tn_w': 125, 'tn_h': 116, 'tim': 1670634718077815, 'time': 1670634718, 'md5': '+SdauyQ183IetmlbEwHiXQ==', 'fsize': 86854, 'resto': 10506667}, {'no': 10507021, 'now': '12/09/22(Fri)20:15:42', 'name': 'Anonymous', 'com': 'we post our favorite three grillers<br>bury pink girl<br>bury ebil girl<br>keksandra<br>and they go on nice adventures', 'time': 1670634942, 'resto': 10506667}]",1670634942,16.0,6.0,,
23,10506486,12/09/22(Fri)15:20:25,Anonymous,do you like cute western girls?,lav,.webm,562,942,149,250,1670617225473236,1670617225,kb/W33c0UfLeCgF0vgAkcQ==,1113838,0,0,0,do-you-like-cute-western-girls,6,18,3,"[{'no': 10506692, 'now': '12/09/22(Fri)17:19:51', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br>scottish, not jewish', 'time': 1670624391, 'resto': 10506486}, {'no': 10506915, 'now': '12/09/22(Fri)19:11:15', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br>Antisemitic double dubs.<br><br><a href=""#p10506692"" class=""quotelink"">&gt;&gt;10506692</a><br>&lt;3 love me some Scottish bebs', 'time': 1670631075, 'resto': 10506486}, {'no': 10506960, 'now': '12/09/22(Fri)19:47:14', 'name': 'Anonymous', 'com': 'doin the jaluain wiggle', 'time': 1670633234, 'resto': 10506486}, {'no': 10506989, 'now': '12/09/22(Fri)20:05:22', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br><span class=""quote"">&gt;Jewish</span><br>Nope', 'filename': 'lav7', 'ext': '.webm', 'w': 928, 'h': 1080, 'tn_w': 107, 'tn_h': 125, 'tim': 1670634322377242, 'time': 1670634322, 'md5': 'iMb3td3pJgf7Ow8GSCxJoA==', 'fsize': 1846192, 'resto': 10506486}, {'no': 10507018, 'now': '12/09/22(Fri)20:14:01', 'name': 'Anonymous', 'com': 'how many bbc she got?', 'time': 1670634841, 'resto': 10506486}]",1670634841,13.0,2.0,,
24,10483089,11/24/22(Thu)02:15:01,crudehumour223@gmail.com,you guys,super cute,.jpg,1015,641,250,157,1669274101496856,1669274101,FgAcNCNs6bXMLXsZjZ1Gjg==,193375,0,0,0,my-name-is-alan-resnick,6,120,21,"[{'no': 10506726, 'now': '12/09/22(Fri)17:36:50', 'name': 'Anonymous', 'com': '<a href=""#p10506720"" class=""quotelink"">&gt;&gt;10506720</a><br>thanks i was really worried for a sec', 'time': 1670625410, 'resto': 10483089}, {'no': 10506731, 'now': '12/09/22(Fri)17:40:01', 'name': 'Anonymous', 'com': '<a href=""#p10506726"" class=""quotelink"">&gt;&gt;10506726</a><br>lol I&#039;m smiling', 'time': 1670625601, 'resto': 10483089}, {'no': 10506762, 'now': '12/09/22(Fri)17:59:13', 'name': 'Anonymous', 'com': 'MY name i not Alan it dos starts wit A thouh :) :)', 'time': 1670626753, 'resto': 10483089}, {'no': 10507012, 'now': '12/09/22(Fri)20:12:37', 'name': 'Anonymous', 'com': '<a href=""#p10506762"" class=""quotelink"">&gt;&gt;10506762</a><br>almond', 'time': 1670634757, 'resto': 10483089}, {'no': 10507015, 'now': '12/09/22(Fri)20:13:29', 'name': 'Anonymous', 'com': '<a href=""#p10506762"" class=""quotelink"">&gt;&gt;10506762</a><br>ass', 'time': 1670634809, 'resto': 10483089}]",1670634809,115.0,21.0,my name is alan resnick,
