,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,spoiler,trip
10,134460434,12/09/22(Fri)20:17:41,Anonymous,,Name a more forced pairing. <br><s> Also why are all dyke pairings forced on us? </s>,Adventure_Time_5_Reasons_Why_Princess_Bubblegum_Marceline_Are,.jpg,1400,737,250,131,1670635061284815,1670635061,yO3rv0OcP20GbMbTtBKdCA==,95170,0,0,0,name-a-more-forced-pairing,5,30,3,"[{'no': 134460771, 'now': '12/09/22(Fri)20:43:51', 'name': 'Anonymous', 'com': '<a href=""#p134460434"" class=""quotelink"">&gt;&gt;134460434</a><br><span class=""quote"">&gt;women being faggots is a-ok</span><br><span class=""quote"">&gt;men being faggots is too far</span>', 'time': 1670636631, 'resto': 134460434}, {'no': 134460774, 'now': '12/09/22(Fri)20:44:05', 'name': 'Anonymous', 'com': '<a href=""#p134460754"" class=""quotelink"">&gt;&gt;134460754</a><br><a href=""#p134460755"" class=""quotelink"">&gt;&gt;134460755</a><br><a href=""#p134460757"" class=""quotelink"">&gt;&gt;134460757</a><br>You will never be women.<br><a href=""#p134460762"" class=""quotelink"">&gt;&gt;134460762</a><br>This. LGBTQ+ groomers are always forced and foisted off on our children to force them into their mentally ill cult.', 'time': 1670636645, 'resto': 134460434}, {'no': 134460791, 'now': '12/09/22(Fri)20:45:34', 'name': 'Anonymous', 'com': '<a href=""#p134460771"" class=""quotelink"">&gt;&gt;134460771</a><br>WRONG.<br>Both are okay.<br>However I wanted Jon to be with Damian and Tim to be with Kon, not OC DONUT STEELS!', 'filename': 'Damian Wayne', 'ext': '.png', 'w': 500, 'h': 711, 'tn_w': 87, 'tn_h': 125, 'tim': 1670636734045500, 'time': 1670636734, 'md5': 'DhrH2R50PYwcUUPTis93pw==', 'fsize': 151283, 'resto': 134460434}, {'no': 134460798, 'now': '12/09/22(Fri)20:46:13', 'name': 'Anonymous', 'com': '<a href=""#p134460434"" class=""quotelink"">&gt;&gt;134460434</a><br><span class=""quote"">&gt;Conservatardsare still pretending this isn&#039;t objectively one of the LEAST forced pairings in CN history</span><br><br><br>The absolute state.', 'time': 1670636773, 'resto': 134460434}, {'no': 134460804, 'now': '12/09/22(Fri)20:46:41', 'name': 'Anonymous', 'com': '<a href=""#p134460774"" class=""quotelink"">&gt;&gt;134460774</a><br>answer me, anon, tell us about how often you get your dick wet? do the girls britches just flood when you tell them about the cartoon lesbian conspiracy?', 'filename': 'IUo63A5', 'ext': '.png', 'w': 1024, 'h': 549, 'tn_w': 125, 'tn_h': 67, 'tim': 1670636801449799, 'time': 1670636801, 'md5': 'M6S325ELmMykfbANRdwsiQ==', 'fsize': 512290, 'resto': 134460434}]",1670636801,25.0,1.0,,
11,134458098,12/09/22(Fri)17:02:22,Unofficial Conductor,Unofficial Sonic Storytime: Love &amp; Life #3,"Previous Thread: <a href=""/co/thread/134443363#p134443363"" class=""quotelink"">&gt;&gt;134443363</a><br><br>Pastebin: https://pastebin.com/CP3XHLar<br>Password: zCXhuqLwAv<br>Sonic and the Freedom Fighters Fancomic: https://mobiuscomics.com<br>Unofficial Ride Website: https://the-ride.neocities.org<br><br>This is it! The explosive (literally) finale! Everyone’s been looking for Light but he’s only been looking for one thing. And he’ll kill anyone that gets in his way! It’s a long and bloody battle against an unstoppable being claiming to be the real ultimate life form! This is day three of Love &amp; Life!<br><br>https://www.deviantart.com/cardonan<wbr>avas<br><br>Also, last thread had an update for Tails Gets Trolled. Check the OP of the last thread for posts replying to it.<br><br>Question: The Unofficial Ride first started in September last year but didn’t have daily threads until January this year. At what point did you start following?",0,.png,800,1007,198,250,1670623342508417,1670623342,zED03Pz4SOLeIOUp+TtZfA==,307738,0,0,0,unofficial-sonic-storytime-love-life-3,5,273,137,"[{'no': 134460622, 'now': '12/09/22(Fri)20:31:44', 'name': 'Anonymous', 'com': '<a href=""#p134460562"" class=""quotelink"">&gt;&gt;134460562</a><br>And lol? I don&#039;t think you realise how busted Bleach characters are', 'time': 1670635904, 'resto': 134458098}, {'no': 134460702, 'now': '12/09/22(Fri)20:38:39', 'name': 'Anonymous', 'com': '<a href=""#p134460562"" class=""quotelink"">&gt;&gt;134460562</a><br>That&#039;s impressive on his own right but I&#039;m sure that sword is way more OP by virtue of being the weapon of the MC of Bleach. Never watched it but I&#039;m sure of that because of how busted the power scaling of the average shonen gets.', 'time': 1670636319, 'resto': 134458098}, {'no': 134460728, 'now': '12/09/22(Fri)20:40:34', 'name': 'Anonymous', 'com': '<a href=""#p134460622"" class=""quotelink"">&gt;&gt;134460622</a><br><span class=""quote"">&gt;I don&#039;t think you realise how busted Bleach characters are</span><br>You mean the only 2 decent captains Kenpachi and Byakuya ?', 'time': 1670636434, 'resto': 134458098}, {'no': 134460765, 'now': '12/09/22(Fri)20:43:24', 'name': 'Anonymous', 'com': '<a href=""#p134460728"" class=""quotelink"">&gt;&gt;134460728</a><br>I don&#039;t know if you&#039;re pretending but I&#039;m not going to bother with you', 'time': 1670636604, 'resto': 134458098}, {'no': 134460803, 'now': '12/09/22(Fri)20:46:33', 'name': 'Anonymous', 'com': '<a href=""#p134460765"" class=""quotelink"">&gt;&gt;134460765</a><br>Which of the jobbers do you like then ?', 'time': 1670636793, 'resto': 134458098}]",1670636793,268.0,137.0,,
12,134439684,12/08/22(Thu)12:09:51,Anonymous,How the fuck did she lose?,,5CA119BE-8640-4283-8AD7-BE5B30EF89E6,.jpg,850,1283,165,250,1670519391681959,1670519391,0WJj0gSigdoXs2sQghd/3w==,288689,0,0,0,how-the-fuck-did-she-lose,5,69,13,"[{'no': 134458667, 'now': '12/09/22(Fri)17:48:55', 'name': 'Anonymous', 'com': '<a href=""#p134457406"" class=""quotelink"">&gt;&gt;134457406</a><br><span class=""quote"">&gt;incest fag</span><br>you&#039;re statistically born with mental illness', 'time': 1670626135, 'resto': 134439684}, {'no': 134459114, 'now': '12/09/22(Fri)18:24:19', 'name': 'Anonymous', 'com': '<a href=""#p134458667"" class=""quotelink"">&gt;&gt;134458667</a><br><span class=""quote"">&gt;I HECKIN&#039; luv SCIENCE!!!!</span>', 'time': 1670628259, 'resto': 134439684}, {'no': 134460268, 'now': '12/09/22(Fri)20:02:30', 'name': 'Anonymous', 'com': 'bump', 'time': 1670634150, 'resto': 134439684}, {'no': 134460759, 'now': '12/09/22(Fri)20:42:30', 'name': 'Anonymous', 'com': '<a href=""#p134458667"" class=""quotelink"">&gt;&gt;134458667</a> <br><a href=""#p134457406"" class=""quotelink"">&gt;&gt;134457406</a><br>Yurifags get hunted down on my Metal Gear Sozin', 'time': 1670636550, 'resto': 134439684}, {'no': 134460802, 'now': '12/09/22(Fri)20:46:32', 'name': 'Anonymous', 'com': '<a href=""#p134459114"" class=""quotelink"">&gt;&gt;134459114</a><br>This is a 10/10 comeback.', 'time': 1670636792, 'resto': 134439684}]",1670636792,64.0,13.0,,
13,134460566,12/09/22(Fri)20:27:35,Anonymous,ITT: French,,1603820851383,.png,600,576,250,240,1670635655269381,1670635655,2cgkrkifHh6OLou0p0uNIg==,1039127,0,0,0,itt-french,5,4,3,"[{'no': 134460685, 'now': '12/09/22(Fri)20:37:18', 'name': 'Anonymous', 'filename': 'auriana4', 'ext': '.jpg', 'w': 900, 'h': 900, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636238724118, 'time': 1670636238, 'md5': 'dTRXrHZkeaq7z4YNCk16gQ==', 'fsize': 122096, 'resto': 134460566}, {'no': 134460769, 'now': '12/09/22(Fri)20:43:42', 'name': 'Anonymous', 'filename': '102349241', 'ext': '.jpg', 'w': 1364, 'h': 766, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636622525223, 'time': 1670636622, 'md5': 'l24V9CrS9vy0zzFslLAPvA==', 'fsize': 301506, 'resto': 134460566}, {'no': 134460786, 'now': '12/09/22(Fri)20:45:04', 'name': 'Anonymous', 'filename': '1629810147964', 'ext': '.png', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636704734507, 'time': 1670636704, 'md5': 'EPlkMwTbGDNLhlDf/LjyXA==', 'fsize': 906433, 'resto': 134460566}, {'no': 134460799, 'now': '12/09/22(Fri)20:46:14', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;French</span><br><br><br>Thread is now hidden', 'time': 1670636774, 'resto': 134460566}]",1670636774,,,,
14,134447807,12/08/22(Thu)23:02:58,Anonymous,,.,FjKuGXhUYAEYtax,.jpg,1028,1200,214,250,1670558578370602,1670558578,CKq0R+NOgZzwLNucfS3gvA==,172322,0,0,0,,5,85,18,"[{'no': 134459866, 'now': '12/09/22(Fri)19:26:41', 'name': 'Anonymous', 'com': '<a href=""#p134453878"" class=""quotelink"">&gt;&gt;134453878</a><br>It needs to be double downed.', 'time': 1670632001, 'resto': 134447807}, {'no': 134459937, 'now': '12/09/22(Fri)19:33:29', 'name': 'Anonymous', 'com': '<a href=""#p134447855"" class=""quotelink"">&gt;&gt;134447855</a><br>based philosquizoassburgeranon', 'time': 1670632409, 'resto': 134447807}, {'no': 134460217, 'now': '12/09/22(Fri)19:58:11', 'name': 'Anonymous', 'com': '<a href=""#p134453878"" class=""quotelink"">&gt;&gt;134453878</a><br>No we need to see full frontal of the deed baby making, his mom too.', 'filename': '102660235_p2_master1200', 'ext': '.jpg', 'w': 1058, 'h': 1200, 'tn_w': 110, 'tn_h': 125, 'tim': 1670633891096720, 'time': 1670633891, 'md5': 'tWfXJNG12IfggD2SV5VxBg==', 'fsize': 630774, 'resto': 134447807}, {'no': 134460686, 'now': '12/09/22(Fri)20:37:22', 'name': 'Anonymous', 'com': '<a href=""#p134457305"" class=""quotelink"">&gt;&gt;134457305</a><br><a href=""#p134457711"" class=""quotelink"">&gt;&gt;134457711</a>', 'filename': 'she&#039;s only 17 years, 364 days, 23 hours and 59 minutes old, you sick son of a bitch', 'ext': '.jpg', 'w': 1000, 'h': 1000, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636242052607, 'time': 1670636242, 'md5': '58h8vrmQW+oLwhD8kUgnWg==', 'fsize': 153354, 'resto': 134447807}, {'no': 134460797, 'now': '12/09/22(Fri)20:46:04', 'name': 'Anonymous', 'com': '<a href=""#p134452834"" class=""quotelink"">&gt;&gt;134452834</a><br>if you&#039;re gonna draw more in the future, can i request jessica &amp; summer ripping Trisha&#039;s top and bra off and look hungry. then continue on another to when they&#039;ll start groping, playing, fondling as trisha doesnt stop both of them.', 'time': 1670636764, 'resto': 134447807}]",1670636764,80.0,16.0,,
15,134460796,12/09/22(Fri)20:46:03,Anonymous,Presume Gunn &amp; Safran do decide to reboot the entire DCU,Recast them.,JL,.png,1640,1241,250,189,1670636763475918,1670636763,6IU1EdcvdhfcU0xOdnH+ug==,3202460,0,0,0,presume-gunn-safran-do-decide-to-reboot-the,5,0,0,,1670636763,,,,
16,134447671,12/08/22(Thu)22:50:16,LokianonMx,/co/ Christmas Cheer thread #7,"The days grow colder, the nights grow longer. That means /co/ Christmas cheer is coming to town. Grab some cocoa, turn on the Christmas music, get comfy, and hang out with some /co/mrades as we share stories and get into the holiday spirit.<br><br>As previous years, share your Amazon wishlist and some random Anon may purchase a holiday gift for you. Be sure to gift another Anon in return so we can spread the cheer far and wide.<br><br>Please check the Pastebin to learn how to get your wishlist code, add a shipping address, the benefits of using AmazonSmile, and all other information.<br><br>Last year we had 132 gifted anons, some more than once.<br><br>Ungifted lists: pastebin.com/SmVHgMRE<br>All lists: pastebin.com/ZCXuvfE5<br><br>To get your wishlist code, open your wishlist on Amazon, then copy the 11 digit number from the link. It will look like this: amazon.com/hz/wishlist/ls/#########<wbr>##<br>We just need the ###########<br><br>Missing Address: When viewing your list, click the &quot;…&quot; in the upper right hand corner. From there click &quot;Manage List&quot; which will give you a few options including “Shipping Address”. While you’re here please check “Third party shipping agreement”. That will allow anons to buy you stuff that isn’t sold by amazon.<br><br>Previous thread: <a href=""/co/thread/134410839#p134410839"" class=""quotelink"">&gt;&gt;134410839</a>",1670540374866933,.jpg,1227,1920,159,250,1670557816973692,1670557816,/QRRzmtNAsUxGrqEPt9g9Q==,678494,0,0,0,co-christmas-cheer-thread-7,5,279,189,"[{'no': 134460745, 'now': '12/09/22(Fri)20:41:53', 'name': 'SkeletalStreamer', 'com': '<a href=""#p134459412"" class=""quotelink"">&gt;&gt;134459412</a><br>Bumping the stream! Up next is Sailor Moon S: the Movie! A personal favorite of mine at this time of year.', 'time': 1670636513, 'resto': 134447671, 'trip': '!Q3F88HDBmA'}, {'no': 134460763, 'now': '12/09/22(Fri)20:42:46', 'name': 'Anonymous', 'com': '<a href=""#p134460743"" class=""quotelink"">&gt;&gt;134460743</a>', 'filename': '13', 'ext': '.jpg', 'w': 1160, 'h': 1600, 'tn_w': 90, 'tn_h': 125, 'tim': 1670636566458243, 'time': 1670636566, 'md5': 'ptWNWNpJwlZ7bwXt2KrbDg==', 'fsize': 552647, 'resto': 134447671}, {'no': 134460770, 'now': '12/09/22(Fri)20:43:48', 'name': 'Anonymous', 'com': '<a href=""#p134460763"" class=""quotelink"">&gt;&gt;134460763</a>', 'filename': '14', 'ext': '.jpg', 'w': 1160, 'h': 1600, 'tn_w': 90, 'tn_h': 125, 'tim': 1670636628764901, 'time': 1670636628, 'md5': 'ZGSAnlgKW4CLcKqbf8qP8Q==', 'fsize': 604255, 'resto': 134447671}, {'no': 134460784, 'now': '12/09/22(Fri)20:44:52', 'name': 'Anonymous', 'com': '<a href=""#p134460770"" class=""quotelink"">&gt;&gt;134460770</a>', 'filename': '15', 'ext': '.jpg', 'w': 1160, 'h': 1600, 'tn_w': 90, 'tn_h': 125, 'tim': 1670636692089527, 'time': 1670636692, 'md5': 'Z4os9j1GTAYV97KXrg6kCA==', 'fsize': 576214, 'resto': 134447671}, {'no': 134460795, 'now': '12/09/22(Fri)20:45:55', 'name': 'Anonymous', 'com': '<a href=""#p134460784"" class=""quotelink"">&gt;&gt;134460784</a><br>The end, I hope you all liked it', 'filename': '16', 'ext': '.jpg', 'w': 1160, 'h': 1600, 'tn_w': 90, 'tn_h': 125, 'tim': 1670636755130476, 'time': 1670636755, 'md5': 'puGcxkWXY/XdS/XcnqxnUQ==', 'fsize': 533630, 'resto': 134447671}]",1670636755,274.0,185.0,,
17,134460794,12/09/22(Fri)20:45:54,Anonymous,,"<span class=""quote"">&gt;Marvel Universe had people like this active during the 1940s</span><br><span class=""quote"">&gt;World War II somehow took pretty much the same course it did in our world</span><br>One of those mysteries of the universe, I guess.",main-qimg-40b735e2d45ae7b7b8478786224ca644-lq,.jpg,602,921,163,250,1670636754071495,1670636754,H8W/HOT5gBzML6z0M/c8SQ==,211972,0,0,0,marvel-universe-had-people-like-this-active,5,0,0,,1670636754,,,,
18,134460273,12/09/22(Fri)20:02:50,Anonymous,,Mole is autistic,atlantis-mole,.gif,498,373,250,187,1670634170321239,1670634170,2a3Dj7FcYt8UPkZ8dCeN2w==,1572146,0,0,0,mole-is-autistic,5,2,0,"[{'no': 134460309, 'now': '12/09/22(Fri)20:06:01', 'name': 'Anonymous', 'com': '<a href=""#p134460273"" class=""quotelink"">&gt;&gt;134460273</a><br>He was probably close to being deaf and blind from all the explosion he done over the years. I think that would explain how he has a half sense of what&#039;s going on around him, and only really cares when it&#039;s time to blow shit up.', 'time': 1670634361, 'resto': 134460273}, {'no': 134460792, 'now': '12/09/22(Fri)20:45:43', 'name': 'SUPER AGGRO CRAG', 'com': '<a href=""#p134460309"" class=""quotelink"">&gt;&gt;134460309</a><br>he wasn&#039;t the explosion guy that was Vinny.<br><br>Mole is just FRENCH.', 'time': 1670636743, 'resto': 134460273, 'trip': '!!7x7KzlxQrrH'}]",1670636743,,,,
19,134422193,12/07/22(Wed)10:53:38,Anonymous,Gaz Membrane,How do you feel about Gaz?,1668112799681715,.png,500,681,183,250,1670428418817288,1670428418,E/FEuLFFwiJbT1cmRzJ49w==,119289,0,0,0,gaz-membrane,5,277,109,"[{'no': 134460171, 'now': '12/09/22(Fri)19:53:57', 'name': 'Anonymous', 'com': '<a href=""#p134460154"" class=""quotelink"">&gt;&gt;134460154</a>', 'filename': '1669300495435', 'ext': '.png', 'w': 1440, 'h': 777, 'tn_w': 125, 'tn_h': 67, 'tim': 1670633637517392, 'time': 1670633637, 'md5': '+wTTUqXvy7v3nh5mm0aWIQ==', 'fsize': 203832, 'resto': 134422193}, {'no': 134460176, 'now': '12/09/22(Fri)19:54:27', 'name': 'Anonymous', 'com': '<a href=""#p134460086"" class=""quotelink"">&gt;&gt;134460086</a><br>i will, given the chance to', 'filename': '1c5fb792e4947a65338b2d7689ccb49c494c83abr1-640-640v2_hq', 'ext': '.jpg', 'w': 640, 'h': 640, 'tn_w': 125, 'tn_h': 125, 'tim': 1670633667461223, 'time': 1670633667, 'md5': 'jSSd+G79Wyj69nv0I+ghgQ==', 'fsize': 84934, 'resto': 134422193}, {'no': 134460718, 'now': '12/09/22(Fri)20:39:58', 'name': 'Anonymous', 'com': 'She shleeping', 'filename': '1669614162887153', 'ext': '.png', 'w': 1336, 'h': 1033, 'tn_w': 125, 'tn_h': 96, 'tim': 1670636398459381, 'time': 1670636398, 'md5': 'V1SkO+NMPULV1RDMl4rG/A==', 'fsize': 552450, 'resto': 134422193}, {'no': 134460746, 'now': '12/09/22(Fri)20:41:55', 'name': 'Anonymous', 'com': '<a href=""#p134422193"" class=""quotelink"">&gt;&gt;134422193</a><br>Membranes are custom designed to breed Irkens.', 'filename': 'membrane_family_good_ending', 'ext': '.jpg', 'w': 2000, 'h': 833, 'tn_w': 125, 'tn_h': 52, 'tim': 1670636515976304, 'time': 1670636515, 'md5': 'bMErlk+rep75U4AHzSA4RA==', 'fsize': 385905, 'resto': 134422193}, {'no': 134460790, 'now': '12/09/22(Fri)20:45:18', 'name': 'Anonymous', 'com': '<a href=""#p134460746"" class=""quotelink"">&gt;&gt;134460746</a><br><span class=""quote"">&gt;zim&#039;s weird alien obsessed alien son</span>', 'filename': '1568220433244', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636718173526, 'time': 1670636718, 'md5': 'PC41EStzJxtSR8jxWv2mvw==', 'fsize': 718058, 'resto': 134422193}]",1670636718,272.0,104.0,,
20,134430438,12/07/22(Wed)19:48:22,Anonymous,/co/ General Drawthread,"Provide references for all requested characters and keep them to one image/post.<br><span class=""quote"">&gt;Keep requests /co/ related and keep them concise.</span><br><span class=""quote"">&gt;General OC discussion belongs in &quot;Work on your art&quot; and the Donut Steel threads.</span><br><span class=""quote"">&gt;However, OC requests are allowed as long as they aren&#039;t /trash/ material or fanfiction. If it&#039;s not /coc/ you must provide a link to the comic or cartoon.</span><br><span class=""quote"">&gt;Be patient and take it easy! Don&#039;t forget to check the booru to see if your request was filled.</span><br><span class=""quote"">&gt;Drawfriends, don&#039;t hold back.</span><br><span class=""quote"">&gt;If a post breaks the rules, DO report and hide it. DON&#039;T respond to it.</span><br><span class=""quote"">&gt;Keep art critique short, otherwise take it to the Batman thread.</span><br><span class=""quote"">&gt;No one is entitled to a request delivery.</span><br><span class=""quote"">&gt;Don&#039;t bump or &quot;second&quot;, &quot;third&quot;, etc. requests. They eat up the post limit.</span><br><span class=""quote"">&gt;Don&#039;t fight spam with spam.</span><br><span class=""quote"">&gt;No begging.</span><br><span class=""quote"">&gt;No AI deliveries, no AI discussion. Take them where they&#039;re wanted.</span><br><span class=""quote"">&gt;To make the new drawthread, wait for page 10 at bump limit.</span><br><span class=""quote"">&gt;Have fun!</span><br><br><span class=""quote"">&gt;Collection of Deliveries:</span><br>http://the-collection.booru.org/<br><br><span class=""quote"">&gt;Drawfriends Gallery List:</span><br>rentry DOT co SLASH txf8t<br><br>NSFW deliveries and requests should be posted in:<br><a href=""//boards.4chan.org/aco/catalog#s=drawthread"" class=""quotelink"">&gt;&gt;&gt;/aco/drawthread</a> or <a href=""//boards.4chan.org/i/"" class=""quotelink"">&gt;&gt;&gt;/i/</a><br><br>Previous thread: <a href=""/co/thread/134369820#p134369820"" class=""quotelink"">&gt;&gt;134369820</a>",1670178847804,.jpg,1801,1737,249,241,1670460502948502,1670460502,isyGkQHWp387fx7OIqr2wA==,437987,0,0,0,co-general-drawthread,5,392,261,"[{'no': 134459737, 'now': '12/09/22(Fri)19:15:34', 'name': 'Anonymous', 'com': '<a href=""#p134458190"" class=""quotelink"">&gt;&gt;134458190</a><br>Wow that&#039;s really good', 'time': 1670631334, 'resto': 134430438}, {'no': 134459820, 'now': '12/09/22(Fri)19:22:57', 'name': 'Anonymous', 'com': '<a href=""#p134458190"" class=""quotelink"">&gt;&gt;134458190</a><br>This is like a reverse Hawkeye Initiative, and I love it.', 'time': 1670631777, 'resto': 134430438}, {'no': 134460167, 'now': '12/09/22(Fri)19:52:55', 'name': 'Anonymous', 'com': 'Requesting a normal day in Gotham City for Ralph Kramden.', 'filename': 'Gotham Bus Co.', 'ext': '.jpg', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670633575018565, 'time': 1670633575, 'md5': 'n44Kwq5AJBr9uTGH3H+3WQ==', 'fsize': 36369, 'resto': 134430438}, {'no': 134460526, 'now': '12/09/22(Fri)20:24:29', 'name': 'SpaceChooChoo', 'com': '<a href=""/co/thread/134331449#p134343985"" class=""quotelink"">&gt;&gt;134343985</a><br>Delivery', 'filename': 'ZatannaBewbsS', 'ext': '.png', 'w': 665, 'h': 765, 'tn_w': 108, 'tn_h': 125, 'tim': 1670635469292458, 'time': 1670635469, 'md5': '2RmxmcXxszld/ydKIbt4HA==', 'fsize': 303111, 'resto': 134430438}, {'no': 134460789, 'now': '12/09/22(Fri)20:45:15', 'name': 'Anonymous', 'com': '<a href=""#p134459332"" class=""quotelink"">&gt;&gt;134459332</a><br><span class=""quote"">&gt;What he gets out of the farce we may never understand.</span><br>Probably to make his request stick out from the other reposted requests', 'time': 1670636715, 'resto': 134430438}]",1670636715,387.0,259.0,,
21,134439542,12/08/22(Thu)11:57:02,Anonymous,,What was the moral of this episode?,9FB6B196-8A77-43F9-A4C9-ED291A8D368A,.jpg,1919,992,250,129,1670518622139351,1670518622,9VnX1hi0rQC261wji++tYA==,331124,0,0,0,what-was-the-moral-of-this-episode,5,338,63,"[{'no': 134460719, 'now': '12/09/22(Fri)20:39:59', 'name': 'Anonymous', 'com': '<a href=""#p134460589"" class=""quotelink"">&gt;&gt;134460589</a><br><span class=""quote"">&gt;&gt;yes; they do such a good job with this board</span><br>...Sarcasm?', 'time': 1670636399, 'resto': 134439542}, {'no': 134460723, 'now': '12/09/22(Fri)20:40:23', 'name': 'Anonymous', 'com': '<a href=""#p134460662"" class=""quotelink"">&gt;&gt;134460662</a><br>Zach doesn&#039;t have that excuse. What is it with losers being unable to get with the times?', 'time': 1670636423, 'resto': 134439542}, {'no': 134460760, 'now': '12/09/22(Fri)20:42:36', 'name': 'Anonymous', 'com': '<a href=""#p134460719"" class=""quotelink"">&gt;&gt;134460719</a><br><span class=""quote"">&gt;give leftists a platform </span><br><span class=""quote"">&gt;allow cross posting from other sites</span><br><span class=""quote"">&gt;keep porn sacred</span><br>They do a much better job compared to /v/, /tv/ and /a/.', 'time': 1670636556, 'resto': 134439542}, {'no': 134460777, 'now': '12/09/22(Fri)20:44:27', 'name': 'Anonymous', 'com': '<a href=""#p134460760"" class=""quotelink"">&gt;&gt;134460760</a><br><span class=""quote"">&gt;&gt;Give leftists a platform</span><br><span class=""quote"">&gt;&gt;allow cross posting from other sites</span><br>Don&#039;t take the bait, don&#039;t take the bait, don&#039;t take the bait.<br><span class=""quote"">&gt;&gt;keep porn sacred</span><br>/v/, /tv/ and especially /a/ have just as many lewd threads as /co/, sometimes even more and with more hardcore imagery.', 'time': 1670636667, 'resto': 134439542}, {'no': 134460787, 'now': '12/09/22(Fri)20:45:11', 'name': 'Anonymous', 'com': '<a href=""#p134460712"" class=""quotelink"">&gt;&gt;134460712</a><br>desu at this point the complaint against &#039;Neo puritans&#039; is just an excuse. this is 4chan, we cant simply say &#039;I don&#039;t like the show just because&#039;, we need to make up boogeymen and then throw tantrums and spam the same shit that we think &#039;makes the problem go away&#039;. Its Barnyfag levels of &#039;i dont like it&#039; And its alittle funny.', 'time': 1670636711, 'resto': 134439542}]",1670636711,333.0,63.0,,
