,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
12,7947594,,,11/23/22(Wed)19:53:09,Anonymous,Desktop Thread,Let&#039;s see them!,nov22,.png,1920,1080,250,140,1669251189530929,1669251189,cqcZWMU4MbFEfzlMeYrn1Q==,1678858,0,desktop-thread,66,35,61.0,32.0,"[{'no': 7951038, 'now': '12/09/22(Fri)19:14:28', 'name': 'Anonymous', 'com': '<a href=""#p7950677"" class=""quotelink"">&gt;&gt;7950677</a><br>thank u<br><br><a href=""#p7950684"" class=""quotelink"">&gt;&gt;7950684</a><br>niivu has some great windows themes<br><br><a href=""#p7950850"" class=""quotelink"">&gt;&gt;7950850</a><br>you&#039;re lucky im nice pal, you&#039;re really gonna &#039;bud&#039; me looking at that desktop', 'filename': 'sinking', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670631268209321, 'time': 1670631268, 'md5': 'ROT/ozocPucBD8qYKr08eg==', 'fsize': 981515, 'resto': 7947594}, {'no': 7951039, 'now': '12/09/22(Fri)19:20:14', 'name': 'Anonymous', 'com': '<a href=""#p7950774"" class=""quotelink"">&gt;&gt;7950774</a><br>side padding is pretty ugly honestly mostly on the right', 'time': 1670631614, 'resto': 7947594}, {'no': 7951048, 'now': '12/09/22(Fri)20:36:20', 'name': 'Anonymous', 'filename': 'Screenshot from 2022-12-09 17-33-42', 'ext': '.png', 'w': 1366, 'h': 768, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636180825381, 'time': 1670636180, 'md5': 'FtnkHIOJykVp3Ts4UwpCpA==', 'fsize': 1620164, 'resto': 7947594}, {'no': 7951102, 'now': '12/10/22(Sat)03:59:59', 'name': 'Anonymous', 'com': '<a href=""#p7951039"" class=""quotelink"">&gt;&gt;7951039</a><br>Side padding is normally much thinner. I decided to add extra horizontal padding in my system fetch in order to make the info more readable and tidier.', 'filename': '2022-12-10_09:55', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670662799190308, 'time': 1670662799, 'md5': 'WAHE7MZClBlBZCwtwlFGug==', 'fsize': 529352, 'resto': 7947594}, {'no': 7951106, 'now': '12/10/22(Sat)04:18:57', 'name': 'Anonymous', 'com': '<a href=""#p7950940"" class=""quotelink"">&gt;&gt;7950940</a><br>You have two options:<br>1) use neofetch (most common but most bloated choice)<br>2) write your own script filling in the info you want (harder and more elegant/lighter solution)<br>If you wish, you can give a look at my super simple script here : https://github.com/Vishvamitra/Acer<wbr>Swift1/blob/main/scripts/cutefetch<br>You need fontawesome to display the icons correctly.', 'time': 1670663937, 'resto': 7947594}]",1670663937,0.0,0.0,
13,7945862,,,11/14/22(Mon)19:52:54,Anonymous,Battlestation Thread,"Show your setup/pc. Mine is pretty unique, I&#039;d say.",IMG_20221114_165012147,.jpg,4080,3072,250,188,1668473574454038,1668473574,3dabmsjVTu5e2CtJEegVfA==,2949613,0,battlestation-thread,182,57,177.0,56.0,"[{'no': 7951092, 'now': '12/10/22(Sat)01:30:06', 'name': 'Anonymous', 'com': '<a href=""#p7951090"" class=""quotelink"">&gt;&gt;7951090</a><br>Haven&#039;t been seriously sick since the Navy gave me my penicillin shot and I imagine my diet and exercise help too.<br><br>You&#039;re probably the type who showers once a month, whether or not you need it, huh?', 'time': 1670653806, 'resto': 7945862}, {'no': 7951099, 'now': '12/10/22(Sat)03:08:19', 'name': 'Anonymous', 'com': 'laptops dont count as battlestations, theyre just larger phones<br><br><a href=""#p7946146"" class=""quotelink"">&gt;&gt;7946146</a><br>cozy, grounded in reality and yet willing to accept change and present artistic beauty<br><a href=""#p7946353"" class=""quotelink"">&gt;&gt;7946353</a><br><span class=""quote"">&gt;infinite jest</span><br>ocd hypocondriac<br><a href=""#p7946577"" class=""quotelink"">&gt;&gt;7946577</a><br>future school shooter/10<br><a href=""#p7946888"" class=""quotelink"">&gt;&gt;7946888</a><br>cozy, if slovenly<br><a href=""#p7947146"" class=""quotelink"">&gt;&gt;7947146</a><br>probably owns a single fork and washes it daily<br><a href=""#p7947222"" class=""quotelink"">&gt;&gt;7947222</a><br><span class=""quote"">&gt;joy division</span><br>im sorry you got into music for nothing<br><a href=""#p7947544"" class=""quotelink"">&gt;&gt;7947544</a><br>simple but not bad<br><a href=""#p7948514"" class=""quotelink"">&gt;&gt;7948514</a><br>cute<br><a href=""#p7948588"" class=""quotelink"">&gt;&gt;7948588</a><br>do you live in a swedish prison<br><a href=""#p7948550"" class=""quotelink"">&gt;&gt;7948550</a><br>at least you have a separate keyboard for fapping<br><a href=""#p7948842"" class=""quotelink"">&gt;&gt;7948842</a><br>I have the horizontal wallpaper too. based aesthetics<br><a href=""#p7949144"" class=""quotelink"">&gt;&gt;7949144</a><br>2005 poorfag gamer bro/10<br><a href=""#p7949238"" class=""quotelink"">&gt;&gt;7949238</a><br>your air smells stale just from the pic<br>and the pink measuring tape just screams trans <br><a href=""#p7949484"" class=""quotelink"">&gt;&gt;7949484</a><br>generic<br><a href=""#p7949584"" class=""quotelink"">&gt;&gt;7949584</a><br>ffs dude put some money into better living conditions<br><a href=""#p7949751"" class=""quotelink"">&gt;&gt;7949751</a><br>just enough culture to not be generic<br><a href=""#p7950154"" class=""quotelink"">&gt;&gt;7950154</a><br>respectable until you turn 21<br><a href=""#p7950834"" class=""quotelink"">&gt;&gt;7950834</a><br><span class=""quote"">&gt;what is cable management</span><br><a href=""#p7950683"" class=""quotelink"">&gt;&gt;7950683</a><br><a href=""#p7946912"" class=""quotelink"">&gt;&gt;7946912</a><br>+1 respect for you being you, dude. just clean it up a little<br><a href=""#p7951090"" class=""quotelink"">&gt;&gt;7951090</a><br>theyre more likely to get auto immune issues from stress + genetics than your bedtime old wives tale scares', 'time': 1670659699, 'resto': 7945862}, {'no': 7951101, 'now': '12/10/22(Sat)03:55:37', 'name': 'Anonymous', 'com': 'Ok, I&#039;ll stop lurking and post mine too.', 'filename': 'battlestation', 'ext': '.jpg', 'w': 4624, 'h': 3468, 'tn_w': 125, 'tn_h': 93, 'tim': 1670662537990647, 'time': 1670662537, 'md5': '6PyOqvIxFHrL4NTvmJNW4Q==', 'fsize': 4442155, 'resto': 7945862}, {'no': 7951103, 'now': '12/10/22(Sat)04:03:52', 'name': 'Anonymous', 'com': '<a href=""#p7951101"" class=""quotelink"">&gt;&gt;7951101</a><br>it&#039;s nice, but what the hell is that far away monitor for?', 'time': 1670663032, 'resto': 7945862}, {'no': 7951105, 'now': '12/10/22(Sat)04:18:53', 'name': 'Anonymous', 'com': '<a href=""#p7951103"" class=""quotelink"">&gt;&gt;7951103</a><br>I use it most when I&#039;m working on my games so I can layout various graphics and maps I&#039;m working on. I also like to have my music player there while I&#039;m programming, playing a casual game, or my gaming chat, a web browser, or I just let it auto-rotate through my wallpapers.', 'time': 1670663933, 'resto': 7945862}]",1670663933,0.0,0.0,
14,7921861,,,08/10/22(Wed)18:25:50,TheSound,/html-css/ HTML-CSS General #26,"You mad cunts hitted the bump limit edition<br><br><span class=""quote"">&gt;What are startpages?</span><br>Startpages (in the context of this thread) are locally hosted webpages (as in, the files are on your computer - not a server somewhere) that serve as the homepage or new tab page for a browser. They generally contain some number of links to frequently visited sites as the main element; search bars, clocks, calendars and other embedded items are usually added as secondary elements.<br><br><span class=""quote"">&gt;What browser are you using?</span><br>If you can&#039;t tell what browser it is, it&#039;s probably Firefox, you can theme Firefox using Stylus and finding themes on the Firefox tag of Userstyles.<br>Otherwise if you won&#039;t upgrade there&#039;s always Chrome, you can ~slightly~ customize it using Chrome Theme Maker. Vivaldi has custom CSS settings too in a native way.<br><br>---FAQ---<br><span class=""quote"">&gt;http://pastebin.com/PdPrW5aP</span><br><br>---Discord link---<br><span class=""quote"">&gt;https://discord.gg/ExAGgVR</span><br><br>---Relevant Sites---<br>Birb&#039;s Ricing<br><span class=""quote"">&gt;https://stpg-tk.netlify.app/</span><br>Collection of startpages for modification and use.<br><span class=""quote"">&gt;http://startpages.github.io/</span><br><span class=""quote"">&gt;https://www.ricing.chloechantelle.<wbr>com/</span><br><span class=""quote"">&gt;http://pastebin.com/ZJvDn0eN</span><br><br>--HTML, CSS &amp; JS--<br><span class=""quote"">&gt;http://www.w3schools.com/html/defa<wbr>ult.asp</span><br><span class=""quote"">&gt;http://www.w3schools.com/css/defau<wbr>lt.asp</span><br><span class=""quote"">&gt;http://www.w3schools.com/js/defaul<wbr>t.asp</span><br><span class=""quote"">&gt;https://www.codecademy.com/learn/m<wbr>ake-a-website</span><br><span class=""quote"">&gt;https://www.codecademy.com/learn/j<wbr>avascript</span><br><br>---Colours Related Links---<br><span class=""quote"">&gt;http://palettegenerator.com/</span><br><span class=""quote"">&gt;https://webgradients.com/</span><br><span class=""quote"">&gt;https://www.gradient-animator.com/<wbr></span><br><span class=""quote"">&gt;https://codebeautify.org/hex-to-pa<wbr>ntone-converter</span><br><br>---Colours Converter---<br>RGB to HEX<br><span class=""quote"">&gt;http://www.javascripter.net/faq/rg<wbr>btohex.htm</span><br><br>HEX to RGB<br><span class=""quote"">&gt;http://www.javascripter.net/faq/he<wbr>xtorgb.htm</span><br><br>---Typography Related Links---<br><span class=""quote"">&gt;http://practicaltypography.com/</span><br><span class=""quote"">&gt;https://www.typewolf.com/</span><br><br>---Old Thread---<br><span class=""deadlink"">&gt;&gt;7844654</span>",1641707060906,.webm,1006,1042,241,250,1660170350791909,1660170350,ls9ScPLyZIqc2PJ7Y4sWsQ==,2523742,0,htmlcss-htmlcss-general-26,82,13,77.0,13.0,"[{'no': 7949369, 'now': '12/01/22(Thu)12:02:29', 'name': 'Anonymous', 'com': 'I don&#039;t understand how to set the new tab page to my local index.html file in Firefox. I have changed the &quot;homepage and new windows&quot; just fine, but for new tab the only two options are the default firefox one or a blank page.', 'time': 1669914149, 'resto': 7921861}, {'no': 7950569, 'now': '12/07/22(Wed)03:38:43', 'name': 'Anonymous', 'com': '<a href=""#p7949369"" class=""quotelink"">&gt;&gt;7949369</a><br>Browsers don&#039;t allow to put custom local files in the new tabs for a long time already, follow the guide of stpg in the OP to know how to do the workaround.', 'time': 1670402323, 'resto': 7921861}, {'no': 7950603, 'now': '12/07/22(Wed)10:00:56', 'name': 'Anonymous', 'com': '<a href=""#p7921861"" class=""quotelink"">&gt;&gt;7921861</a><br>NewTab Adapter by the same guy that made Vimium C and welcometointernet.org.<br>Done.', 'time': 1670425256, 'resto': 7921861}, {'no': 7950628, 'now': '12/07/22(Wed)12:04:49', 'name': 'Anonymous', 'com': 'I have no clue how web design works but something about the twitch interface irritates me<br>Maybe its the player and the icons of the webpage not sure', 'time': 1670432689, 'resto': 7921861}, {'no': 7951104, 'now': '12/10/22(Sat)04:04:58', 'name': 'Anonymous', 'com': '<a href=""#p7922842"" class=""quotelink"">&gt;&gt;7922842</a><br>Very cute. Can you share?', 'time': 1670663098, 'resto': 7921861}]",1670663098,0.0,0.0,!!gmz/OJ84nQK
15,7946331,,,11/17/22(Thu)15:04:52,Anonymous,,i require black women<br>feed me black women,1604624700839,.jpg,4000,3002,250,187,1668715492480193,1668715492,KVLbvURnVhD47HeqcQbvkQ==,1085866,0,i-require-black-women,137,121,132.0,120.0,"[{'no': 7951036, 'now': '12/09/22(Fri)18:58:15', 'name': 'Anonymous', 'filename': 'Kqxk9kpTURBXy9iN2M5ZTFhMmJhZDk0ZDU1Zjg3YzY5ZjgxOTk1OWMyNy5qcGeRkwLNA0gAgqEwBaExAQ', 'ext': '.jpg', 'w': 840, 'h': 1059, 'tn_w': 99, 'tn_h': 125, 'tim': 1670630295933148, 'time': 1670630295, 'md5': 'W+e0t5BD5Y8GtpMFs8KwcQ==', 'fsize': 73089, 'resto': 7946331}, {'no': 7951062, 'now': '12/09/22(Fri)21:40:02', 'name': 'Anonymous', 'com': '<a href=""#p7947465"" class=""quotelink"">&gt;&gt;7947465</a><br>Like a cockroach<br>Terrifying image', 'time': 1670640002, 'resto': 7946331}, {'no': 7951063, 'now': '12/09/22(Fri)21:41:43', 'name': 'Anonymous', 'com': '<a href=""#p7947499"" class=""quotelink"">&gt;&gt;7947499</a><br>Is that real, or did they Edit her skin tone?', 'time': 1670640103, 'resto': 7946331}, {'no': 7951064, 'now': '12/09/22(Fri)21:48:56', 'name': 'Anonymous', 'com': '<a href=""#p7950990"" class=""quotelink"">&gt;&gt;7950990</a><br>She looks like a girl you could drive down to see in the ghetto and she would get in your car and suck your pecker for $10 too buy crack', 'time': 1670640536, 'resto': 7946331}, {'no': 7951097, 'now': '12/10/22(Sat)02:18:07', 'name': 'Anonymous', 'com': '<a href=""#p7950880"" class=""quotelink"">&gt;&gt;7950880</a><br>Use yandex image search', 'time': 1670656687, 'resto': 7946331}]",1670656687,0.0,0.0,
16,7949859,,,12/04/22(Sun)00:18:16,Anonymous,DQHD &amp; 5K,"New monitor arriving in a few days, need some new wallpapers to go with it. 5120 horizontal or better, ideally 32:9. Posting a few that I&#039;ve scrounged up so far.",qdkzaxjb0zb91,.jpg,9200,2588,250,70,1670131096194203,1670131096,vIyxizc8ogcGmOLE/cKqIg==,3002035,0,dqhd-5k,42,34,37.0,30.0,"[{'no': 7950831, 'now': '12/08/22(Thu)16:56:33', 'name': 'Anonymous', 'filename': 'DQHD_vla-200511', 'ext': '.jpg', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670536593232556, 'time': 1670536593, 'md5': 'Mp8PbcMsvyuTmgRqP+BQ/g==', 'fsize': 2169614, 'resto': 7949859}, {'no': 7950832, 'now': '12/08/22(Thu)16:59:22', 'name': 'Anonymous', 'filename': 'DQHD_MilkyWay', 'ext': '.jpg', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670536762993351, 'time': 1670536762, 'md5': 'yZE1QKZVQhIjgxy1gKu+sg==', 'fsize': 3603734, 'resto': 7949859}, {'no': 7950833, 'now': '12/08/22(Thu)17:09:07', 'name': 'Anonymous', 'filename': 'redblue', 'ext': '.png', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670537347570116, 'time': 1670537347, 'md5': 'UKl4pihKErbNv7F6t/F59w==', 'fsize': 4190830, 'resto': 7949859}, {'no': 7950875, 'now': '12/09/22(Fri)01:40:05', 'name': 'Anonymous', 'com': 'I only have a poorfag ultrawide monitor to I downscaled and cropped these to 3440x1440. Thanks', 'time': 1670568005, 'resto': 7949859}, {'no': 7951094, 'now': '12/10/22(Sat)01:41:14', 'name': 'Anonymous', 'com': 'yay it lives, ty anons.', 'filename': 'wqQasVeL', 'ext': '.jpg', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670654474873340, 'time': 1670654474, 'md5': 'l3Obrbr62KrHhythrepR4g==', 'fsize': 4384396, 'resto': 7949859}]",1670654474,0.0,0.0,
17,7949814,,,12/03/22(Sat)19:10:19,Anonymous,,sonic the hedgehog wallpapers,wallpaper_098_sonic_16_pc,.png,1920,1200,250,156,1670112619980499,1670112619,xTNDaKCxx6A1Eu7uI3TpCA==,513314,0,sonic-the-hedgehog-wallpapers,11,11,6.0,6.0,"[{'no': 7949849, 'now': '12/03/22(Sat)23:53:53', 'name': 'Anonymous', 'com': '<a href=""#p7949848"" class=""quotelink"">&gt;&gt;7949848</a>', 'filename': '420324', 'ext': '.jpg', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1670129633640680, 'time': 1670129633, 'md5': 'ouBnVaybvVoeO2GTwl912A==', 'fsize': 137431, 'resto': 7949814}, {'no': 7949850, 'now': '12/03/22(Sat)23:54:51', 'name': 'Anonymous', 'com': '<a href=""#p7949849"" class=""quotelink"">&gt;&gt;7949849</a>', 'filename': '420332', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670129691693427, 'time': 1670129691, 'md5': '5DY+bTgwX3IrLYxk6zBDqg==', 'fsize': 286081, 'resto': 7949814}, {'no': 7949851, 'now': '12/03/22(Sat)23:55:25', 'name': 'Anonymous', 'com': '<a href=""#p7949850"" class=""quotelink"">&gt;&gt;7949850</a>', 'filename': '969652', 'ext': '.jpg', 'w': 1920, 'h': 1280, 'tn_w': 125, 'tn_h': 83, 'tim': 1670129725813485, 'time': 1670129725, 'md5': 'qr3DMsEtEgj9mryrA0M+YA==', 'fsize': 1082932, 'resto': 7949814}, {'no': 7950568, 'now': '12/07/22(Wed)02:25:18', 'name': 'Anonymous', 'filename': 'Dy0z3BiU8AAYN6p', 'ext': '.jpg', 'w': 900, 'h': 673, 'tn_w': 125, 'tn_h': 93, 'tim': 1670397918580401, 'time': 1670397918, 'md5': '92Ip1q3biUuaUZ9MZybj4Q==', 'fsize': 67014, 'resto': 7949814}, {'no': 7951091, 'now': '12/10/22(Sat)01:25:06', 'name': 'Anonymous', 'filename': 'SFFX', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670653506152325, 'time': 1670653506, 'md5': '3Qyo760BA+fqyiJE9m9fow==', 'fsize': 106247, 'resto': 7949814}]",1670653506,0.0,0.0,
18,7935405,,,09/29/22(Thu)14:34:26,Anonymous,Nude/Lewd Hot Men,Post quality nude/lewd hot men pictures.<br>Preferably with a boudoir vibe and in black and white.,WhatsApp Image 2022-09-14 at 20.23.09,.jpg,1600,900,250,140,1664476466746731,1664476466,G+d7kvA85MxYIMOlwniTBw==,122215,0,nudelewd-hot-men,66,47,61.0,44.0,"[{'no': 7949366, 'now': '12/01/22(Thu)11:50:05', 'name': 'Anonymous', 'filename': '1620568121619', 'ext': '.jpg', 'w': 1154, 'h': 2048, 'tn_w': 70, 'tn_h': 125, 'tim': 1669913405709036, 'time': 1669913405, 'md5': '091SNXfsp0vmS9ow/1UYVw==', 'fsize': 318962, 'resto': 7935405}, {'no': 7949367, 'now': '12/01/22(Thu)11:50:38', 'name': 'Anonymous', 'filename': '1619428217473', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1669913438036754, 'time': 1669913438, 'md5': '4M/pEE7p6n3SVDQWfxSWaQ==', 'fsize': 200583, 'resto': 7935405}, {'no': 7949368, 'now': '12/01/22(Thu)11:51:46', 'name': 'Anonymous', 'filename': '1620642181668', 'ext': '.jpg', 'w': 1440, 'h': 900, 'tn_w': 125, 'tn_h': 78, 'tim': 1669913506888777, 'time': 1669913506, 'md5': 'GU9f3x9+M5w2AgZ3GWfqtw==', 'fsize': 174623, 'resto': 7935405}, {'no': 7951070, 'now': '12/09/22(Fri)22:35:02', 'name': 'Anonymous', 'com': '<a href=""#p7948450"" class=""quotelink"">&gt;&gt;7948450</a><br>this is almost perfect. One with face?', 'time': 1670643302, 'resto': 7935405}, {'no': 7951089, 'now': '12/10/22(Sat)01:18:04', 'name': 'Anonymous', 'com': '<a href=""#p7951070"" class=""quotelink"">&gt;&gt;7951070</a><br>I was in a google image chain when I found this, so I have no info on the set', 'time': 1670653084, 'resto': 7935405}]",1670653084,0.0,0.0,
19,7946008,,,11/15/22(Tue)16:56:36,Anonymous,Paranoia,post papes that might show ambient paranoia,1655931606103,.jpg,2048,1524,250,186,1668549396170385,1668549396,3AhFTNbDh7/nSw0RUOhJ5g==,1680658,0,paranoia,29,25,24.0,20.0,"[{'no': 7949477, 'now': '12/01/22(Thu)21:30:10', 'name': 'Anonymous', 'filename': '1655154636250', 'ext': '.jpg', 'w': 2835, 'h': 3543, 'tn_w': 100, 'tn_h': 125, 'tim': 1669948210690242, 'time': 1669948210, 'md5': 'R+cNtcxy4DQEWY0sYzXaaQ==', 'fsize': 2005938, 'resto': 7946008}, {'no': 7949478, 'now': '12/01/22(Thu)21:30:48', 'name': 'Anonymous', 'filename': '1583024865923', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669948248297262, 'time': 1669948248, 'md5': 'hPfFcCr2RPB+0piWd+ZqhA==', 'fsize': 3267307, 'resto': 7946008}, {'no': 7950974, 'now': '12/09/22(Fri)14:32:37', 'name': 'Anonymous', 'filename': '1660877571703579', 'ext': '.jpg', 'w': 4679, 'h': 3119, 'tn_w': 125, 'tn_h': 83, 'tim': 1670614357364307, 'time': 1670614357, 'md5': '6Zx4YoVD3jDy9gb9QrWgDQ==', 'fsize': 2129460, 'resto': 7946008}, {'no': 7950975, 'now': '12/09/22(Fri)14:33:28', 'name': 'Anonymous', 'filename': 'wp9358635', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670614408142115, 'time': 1670614408, 'md5': 'YYelQtLJ+vU4zQua5+gt5A==', 'fsize': 4631347, 'resto': 7946008}, {'no': 7951087, 'now': '12/10/22(Sat)01:11:56', 'name': 'Anonymous', 'filename': '1495694617787-1', 'ext': '.jpg', 'w': 1280, 'h': 885, 'tn_w': 125, 'tn_h': 86, 'tim': 1670652716153474, 'time': 1670652716, 'md5': 'LxOZqqyI3mgZzbVLnIXmJg==', 'fsize': 506343, 'resto': 7946008}]",1670652716,0.0,0.0,
20,7948191,,,11/26/22(Sat)13:00:54,Anonymous,Drawn/Anime/Cartoon Landscapes,Any non 3-D landscapes or nice views. Bonus if it has some green foliage or plants,5mreblsx4g041,.png,1920,1080,250,140,1669485654636051,1669485654,2VSLN1bU7YsmieUY6CqK5A==,3176410,0,drawnanimecartoon-landscapes,33,32,28.0,27.0,"[{'no': 7950973, 'now': '12/09/22(Fri)14:30:46', 'name': 'Anonymous', 'filename': '35', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670614246734708, 'time': 1670614246, 'md5': 'QS846D4rPk9mLDd07KGksA==', 'fsize': 611173, 'resto': 7948191}, {'no': 7951051, 'now': '12/09/22(Fri)20:38:40', 'name': 'Anonymous', 'filename': '186-27424-28493', 'ext': '.jpg', 'w': 1600, 'h': 900, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636320135423, 'time': 1670636320, 'md5': '+bpHwcS/Rj8KHnOep+gwqw==', 'fsize': 657631, 'resto': 7948191}, {'no': 7951052, 'now': '12/09/22(Fri)20:39:14', 'name': 'Anonymous', 'filename': '294-26197-11359', 'ext': '.jpg', 'w': 1998, 'h': 1124, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636354372007, 'time': 1670636354, 'md5': 'qahRwC/l8PtrbJVZhisPXA==', 'fsize': 488943, 'resto': 7948191}, {'no': 7951053, 'now': '12/09/22(Fri)20:40:05', 'name': 'Anonymous', 'filename': '354-32035-23956', 'ext': '.png', 'w': 1597, 'h': 899, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636405932893, 'time': 1670636405, 'md5': 'DWk0X5hMgTc0x+nWXuFvSA==', 'fsize': 2117433, 'resto': 7948191}, {'no': 7951085, 'now': '12/10/22(Sat)01:01:33', 'name': 'Anonymous', 'filename': 'a8b5a2422538f525252a4e316c97e1b0', 'ext': '.jpg', 'w': 1920, 'h': 960, 'tn_w': 125, 'tn_h': 62, 'tim': 1670652093245080, 'time': 1670652093, 'md5': 'ttSv5N7hH5/e1bnQBri7Sw==', 'fsize': 341412, 'resto': 7948191}]",1670652093,0.0,0.0,
21,7924818,,,08/20/22(Sat)23:56:18,Anonymous,Tech pics,Anything tech related,mr_robot_elliot_rami_malek-wallpaper-1920x1280,.jpg,1920,1280,250,166,1661054178859775,1661054178,yKnvZyJ/Sjm2a136zC3Zyw==,799202,0,tech-pics,86,72,81.0,67.0,"[{'no': 7948864, 'now': '11/29/22(Tue)05:31:55', 'name': 'Anonymous', 'com': '<a href=""#p7947158"" class=""quotelink"">&gt;&gt;7947158</a><br>Whats the alternative?, use linux and spend hours trying to make shit work?. Use mac and have everything hidden from you and be cut off from anything apple doesn&#039;t want you to do', 'filename': '1613942033745', 'ext': '.png', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1669717915984612, 'time': 1669717915, 'md5': '0WPDgGIlI+zgtmSkA0lpaQ==', 'fsize': 283647, 'resto': 7924818}, {'no': 7950094, 'now': '12/04/22(Sun)19:48:17', 'name': 'Anonymous', 'com': '<a href=""#p7948864"" class=""quotelink"">&gt;&gt;7948864</a><br>Pretty much this. Anon may not like Windows, but it&#039;s by far the best choice. Windows 10 was a step. Windows 11 is better.', 'filename': '1273703', 'ext': '.jpg', 'w': 5120, 'h': 2880, 'tn_w': 125, 'tn_h': 70, 'tim': 1670201297895687, 'time': 1670201297, 'md5': 'psV2fCfA9Lep5Hj1NcpBvQ==', 'fsize': 694153, 'resto': 7924818}, {'no': 7951082, 'now': '12/09/22(Fri)23:58:09', 'name': 'Anonymous', 'filename': 'za-ki-image-03', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670648289707358, 'time': 1670648289, 'md5': '72gnN3nqbt7HJ4XBEh7cHg==', 'fsize': 564804, 'resto': 7924818}, {'no': 7951083, 'now': '12/09/22(Fri)23:59:10', 'name': 'Anonymous', 'filename': 'zaki-aby-untitled-7', 'ext': '.jpg', 'w': 3000, 'h': 1593, 'tn_w': 125, 'tn_h': 66, 'tim': 1670648350886499, 'time': 1670648350, 'md5': 'wZF8bwhOvPbcCGm44DM+MQ==', 'fsize': 1310120, 'resto': 7924818}, {'no': 7951084, 'now': '12/09/22(Fri)23:59:44', 'name': 'Anonymous', 'filename': 'za-ki-image-09', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670648384165329, 'time': 1670648384, 'md5': 'mNYLc/rkK7S0N0GRz1rHMw==', 'fsize': 490020, 'resto': 7924818}]",1670648384,0.0,0.0,
