,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
85,26146538,,,12/08/22(Thu)00:27:38,Anonymous,The gmt400,Based? Or most based vehicle of all time?,20221207_212550,.jpg,2268,2591,218,250,1670477258353977,1670477258,caVyEYgrMnCI98fyo+nGVA==,3731049,0,the-gmt400,63,25,58.0,22.0,"[{'no': 26155921, 'now': '12/11/22(Sun)12:11:32', 'name': 'Anonymous', 'com': '<a href=""#p26154853"" class=""quotelink"">&gt;&gt;26154853</a><br><span class=""quote"">&gt;The GMT800s would be cool if they had a 2D model.</span><br>I think GM actually did build a one-off, 2 door, 800 Tahoe, so it does exist.', 'time': 1670778692, 'resto': 26146538}, {'no': 26155971, 'now': '12/11/22(Sun)12:37:14', 'name': 'Anonymous', 'com': '<a href=""#p26154853"" class=""quotelink"">&gt;&gt;26154853</a><br><a href=""#p26155921"" class=""quotelink"">&gt;&gt;26155921</a>', 'filename': 'xo2ee8uhegt51', 'ext': '.jpg', 'w': 750, 'h': 456, 'tn_w': 125, 'tn_h': 76, 'tim': 1670780234325257, 'time': 1670780234, 'md5': 'uSmPCRKsyt2wZuMUeGApdw==', 'fsize': 214987, 'resto': 26146538}, {'no': 26157087, 'now': '12/11/22(Sun)18:20:45', 'name': 'Anonymous', 'com': '<a href=""#p26155971"" class=""quotelink"">&gt;&gt;26155971</a><br>There she goes. Doesn&#039;t even look bad imo', 'time': 1670800845, 'resto': 26146538}, {'no': 26157257, 'now': '12/11/22(Sun)19:28:39', 'name': 'Anonymous', 'com': '<a href=""#p26157087"" class=""quotelink"">&gt;&gt;26157087</a><br>Looks like they prototyped 2 versions, a white lift gate model and a red barn door model, the red one was officially destroyed in late 2004 and the white one hasn&#039;t been seen in even longer.', 'filename': 'tahoe_2', 'ext': '.jpg', 'w': 640, 'h': 284, 'tn_w': 125, 'tn_h': 55, 'tim': 1670804919857806, 'time': 1670804919, 'md5': 'jwWWALBgVP74duojVnVFZA==', 'fsize': 39184, 'resto': 26146538}, {'no': 26157849, 'now': '12/11/22(Sun)23:55:00', 'name': 'Anonymous', 'com': '<a href=""#p26157257"" class=""quotelink"">&gt;&gt;26157257</a><br>It does look kinda weird how the liftgate vents are black but the C pillars are body colored. The sport ute 400s weren&#039;t like that, and they look better imo. The 800 Yukons and Tahoes also weren&#039;t like that.', 'filename': '1992-gmc-yukon-gt', 'ext': '.jpg', 'w': 1920, 'h': 857, 'tn_w': 125, 'tn_h': 55, 'tim': 1670820900544298, 'time': 1670820900, 'md5': 'Vbj//HMf3l7pgaaZx3eakA==', 'fsize': 247667, 'resto': 26146538}]",1670820900,0.0,0.0
86,26157305,,,12/11/22(Sun)19:53:11,Anonymous,2023 Prius,,F4CC697B-A927-4765-A179-E70DA6B86A29,.jpg,1000,600,250,150,1670806391449497,1670806391,Z4dAd023/JsWxY/ZtFhC3w==,48596,0,2023-prius,12,3,7.0,3.0,"[{'no': 26157398, 'now': '12/11/22(Sun)20:30:46', 'name': 'Anonymous', 'com': '<a href=""#p26157379"" class=""quotelink"">&gt;&gt;26157379</a><br>Base models probably will, but Prime will be significantly overpriced, as we saw with Rav4.', 'time': 1670808646, 'resto': 26157305}, {'no': 26157708, 'now': '12/11/22(Sun)22:43:08', 'name': 'Anonymous', 'com': '<a href=""#p26157305"" class=""quotelink"">&gt;&gt;26157305</a><br>I&#039;ll buy one if I can get one at MSRP. I need to replace my daily.<br><br>I don&#039;t want to deal with dealer fuckery so I&#039;m debating using one of those car buying services. Any anons used one before?', 'time': 1670816588, 'resto': 26157305}, {'no': 26157755, 'now': '12/11/22(Sun)23:08:52', 'name': 'Anonymous', 'com': 'the old Prime already had me considering one for my next daily, but the new Prime with bigger battery, more power, and AWD is just that much more tempting<br>I was thinking I wanted something more like a Rav4 Prime for the extra space but I think the Prius would probably be fine, especially in the winter with the AWD<br>Too bad they&#039;ll be overpriced and unobtanium just like everything else good these days', 'time': 1670818132, 'resto': 26157305}, {'no': 26157780, 'now': '12/11/22(Sun)23:19:02', 'name': 'Anonymous', 'com': '<a href=""#p26157755"" class=""quotelink"">&gt;&gt;26157755</a><br>This is one thing where Tesla is a force of good. Since with Tesla there are no bullshit middlemen marking crap up for no reason, the price is actually the price. That means Dealers can&#039;t overprice the Prius Prime too much, or they&#039;ll run up against the price of a base Model 3.', 'time': 1670818742, 'resto': 26157305}, {'no': 26157837, 'now': '12/11/22(Sun)23:47:29', 'name': 'Anonymous', 'com': 'Not buying a phev, ever, even if the Toyota hybrid will make it a far better drivetrain than all the bmw/mercedes shitboxes.', 'time': 1670820449, 'resto': 26157305}]",1670820449,0.0,0.0
87,26156674,,,12/11/22(Sun)16:09:19,Anonymous,its all your fault cars are shit,"every one of you fucks that buys a german made vehicle. new or second hand, doesnt matter. You continue to encourage merc/audi/bmw make more of this plastic garbage because you approve and buy it.<br><br>They make plastic cars with fake dashboard trim, painted plastic, plastic OIL PANS, plastic water pumps and you buy it. And then we end up with a mountain of plastic waste because they are too much of a jew to make 1 metal part that lasts 50 years. and you BUY IT. And then your shit-mobile is in the shop every month putting you back to middle class because the plastic parts are designed to fail every 15,000km.<br><br>And here you are on the road with your GLK shit-machine trying to larp as a tough guy, and then a body-on-frame pickup rams you and your plastic toy bends in half.<br><br>im the audi a3 guy, and i will never buy another german &quot;Thing&quot;.",audi_a3_sportback_draw_06,.jpg,530,398,250,187,1670792959916882,1670792959,G6merOMX7/M5FiGcI+godA==,32588,0,its-all-your-fault-cars-are-shit,3,0,,,"[{'no': 26156949, 'now': '12/11/22(Sun)17:38:24', 'name': 'Anonymous', 'com': 'didnt read<br>in all fields', 'time': 1670798304, 'resto': 26156674}, {'no': 26157810, 'now': '12/11/22(Sun)23:35:16', 'name': 'Anonymous', 'com': '<a href=""#p26156674"" class=""quotelink"">&gt;&gt;26156674</a><br>You wrote so much<br>Didn&#039;t read hardly any of it<br>Enough though to say<br>You&#039;re right<br>I will never, never, never-ever<br>buy another german-made vehicle<br>Quality engineering includes quality materials<br>And in that regard, your engineering sucks, germany', 'time': 1670819716, 'resto': 26156674}, {'no': 26157822, 'now': '12/11/22(Sun)23:39:25', 'name': 'Anonymous', 'com': '<a href=""#p26156674"" class=""quotelink"">&gt;&gt;26156674</a><br><span class=""quote"">&gt;plastic oil pans</span><br>oh man more boomer meme shit.<br>Don&#039;t tell him that ford trucks have had plastic oil plans for decades.', 'time': 1670819965, 'resto': 26156674}]",1670819965,0.0,0.0
88,26157622,,,12/11/22(Sun)22:06:58,Anonymous,,Redpill me on a Bentley brooklands?,B54E359F-A5C0-44A9-B076-7795567D3F9B,.jpg,1284,1053,250,205,1670814418784690,1670814418,wPp0UEDvMEFDOYOsoRj/hQ==,791245,0,redpill-me-on-a-bentley-brooklands,2,1,,,"[{'no': 26157654, 'now': '12/11/22(Sun)22:16:22', 'name': 'Anonymous', 'com': 'Look for a coupe.', 'filename': 'maxresdefault[1]', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670814982595219, 'time': 1670814982, 'md5': 'tZ5AYDCEsSkmzRD4LnuYCw==', 'fsize': 172604, 'resto': 26157622}, {'no': 26157762, 'now': '12/11/22(Sun)23:09:54', 'name': 'Anonymous', 'com': '<a href=""#p26157654"" class=""quotelink"">&gt;&gt;26157654</a><br>Rare as hell plus I like older sedans', 'time': 1670818194, 'resto': 26157622}]",1670818194,0.0,0.0
89,26156705,,,12/11/22(Sun)16:19:11,Anonymous,Pozzed NFS,I turned off the dialogue and subtitles almost immediately so I didn’t need to be subjected to the dialogue in this game. I finally turned it back on just to see what they were talking about and my character was talking to a black Mexican tranny and how they love them and how they follow them on Instagram and all this other shit. Is this the future of racing games? It just pisses me off how this passion is treated in western media. It seems every movie / game about car culture has the most dogshit dialogue and representation of people who like cars. Thank God for Gamefly.,F1D08951-74E2-4259-BD8D-0180F9E1A90C,.png,1280,720,250,140,1670793551678711,1670793551,PMapCdjTRq1NDaUieqpAPA==,966597,0,pozzed-nfs,47,10,42.0,10.0,"[{'no': 26157657, 'now': '12/11/22(Sun)22:16:53', 'name': 'Anonymous', 'com': '<a href=""#p26157640"" class=""quotelink"">&gt;&gt;26157640</a><br>sorry yer illiterate porky pig<br>even small children can handle half a paragraph<br>maybe you should try getting a job', 'time': 1670815013, 'resto': 26156705}, {'no': 26157688, 'now': '12/11/22(Sun)22:34:29', 'name': 'Anonymous', 'com': '<a href=""#p26157657"" class=""quotelink"">&gt;&gt;26157657</a><br><span class=""quote"">&gt;get a job</span><br>Says the autist spending how much time writing essays on an /o/ thread, nigger tier logic', 'time': 1670816069, 'resto': 26156705}, {'no': 26157702, 'now': '12/11/22(Sun)22:41:10', 'name': 'Anonymous', 'com': '<a href=""#p26157688"" class=""quotelink"">&gt;&gt;26157688</a><br>huh that&#039;s weird usually disingenuous lying kikes love to read<br>are you sure you&#039;re not the nigger?', 'time': 1670816470, 'resto': 26156705}, {'no': 26157704, 'now': '12/11/22(Sun)22:42:17', 'name': 'Anonymous', 'com': '<a href=""#p26157688"" class=""quotelink"">&gt;&gt;26157688</a><br><a href=""#p26156705"" class=""quotelink"">&gt;&gt;26156705</a><br>Ok heeb', 'time': 1670816537, 'resto': 26156705}, {'no': 26157757, 'now': '12/11/22(Sun)23:09:40', 'name': 'Anonymous', 'com': '<a href=""#p26157330"" class=""quotelink"">&gt;&gt;26157330</a><br>Incredibly based', 'time': 1670818180, 'resto': 26156705}]",1670818180,0.0,0.0
90,26150065,,,12/09/22(Fri)06:20:06,Anonymous,,Bro here is your 90s Toyota,Toyota-GT-One-Road-Car-54922,.jpg,1024,683,250,166,1670584806257043,1670584806,0+UZ0rsGRrChA84nFpn4vA==,166631,0,bro-here-is-your-90s-toyota,11,5,6.0,5.0,"[{'no': 26154622, 'now': '12/10/22(Sat)22:59:53', 'name': 'Anonymous', 'com': '<a href=""#p26152623"" class=""quotelink"">&gt;&gt;26152623</a><br>Nice', 'time': 1670731193, 'resto': 26150065}, {'no': 26155494, 'now': '12/11/22(Sun)08:40:51', 'name': 'Anonymous', 'com': '<a href=""#p26152349"" class=""quotelink"">&gt;&gt;26152349</a><br>It&#039;s a shame they cucked out. hopefully Toyotas based CEO manages to get the project back up and running again.', 'time': 1670766051, 'resto': 26150065}, {'no': 26157031, 'now': '12/11/22(Sun)18:04:35', 'name': 'Anonymous', 'com': '<a href=""#p26150065"" class=""quotelink"">&gt;&gt;26150065</a><br>Man, I remember getting this one in Gran Turismo 2, still prefer Nissan R390 GT1 but it&#039;s a nice car', 'time': 1670799875, 'resto': 26150065}, {'no': 26157738, 'now': '12/11/22(Sun)23:00:45', 'name': 'Anonymous', 'com': '<a href=""#p26157031"" class=""quotelink"">&gt;&gt;26157031</a><br>Good taste https://www.youtube.com/watch?v=oYv<wbr>gTrdYgaI', 'time': 1670817645, 'resto': 26150065}, {'no': 26157752, 'now': '12/11/22(Sun)23:07:46', 'name': 'Anonymous', 'com': '<a href=""#p26157031"" class=""quotelink"">&gt;&gt;26157031</a><br>The GT-One was clearly tuned for Le Mans because outside of low-downforce tracks it was not exactly the best car. The R390 was a better all-rounder but using the same cars as the AI gets boring.', 'time': 1670818066, 'resto': 26150065}]",1670818066,0.0,0.0
91,26156852,,,12/11/22(Sun)17:02:16,Anonymous,Dashcams,Thinking about getting a dashcam. What is something cheap and reliable?,istockphoto-1173364644-612x612,.jpg,612,344,250,140,1670796136222272,1670796136,So5KiRs8Vx9XzLdP7MNDxA==,18773,0,dashcams,6,0,1.0,0.0,"[{'no': 26157407, 'now': '12/11/22(Sun)20:32:56', 'name': 'Anonymous', 'com': '<a href=""#p26156852"" class=""quotelink"">&gt;&gt;26156852</a><br><span class=""quote"">&gt;What is something cheap and reliable?</span><br>Your mom', 'time': 1670808776, 'resto': 26156852}, {'no': 26157468, 'now': '12/11/22(Sun)21:02:51', 'name': 'Anonymous', 'com': '<a href=""#p26156852"" class=""quotelink"">&gt;&gt;26156852</a><br>I have a vantrue n2 pro, its ok but dont expect to get the license plate off the video. It does have forward and backward cameras (2 channel) which is kind of nice. Has an SD slot for memory but maxes out at 56gb so a 64gb card wont work right so its either partition that or use a 32gb.<br><br>I had a tendak (cheap china crap) its video was better than the vantrue but it hated cold and the cord was attached so you couldn&#039;t just take it out and get the data easily.', 'time': 1670810571, 'resto': 26156852}, {'no': 26157487, 'now': '12/11/22(Sun)21:11:57', 'name': 'Anonymous', 'com': '<a href=""#p26156852"" class=""quotelink"">&gt;&gt;26156852</a><br>I&#039;m using a chinesium action cam as dashcam lmao. Would not recommend. Just happen to get mine for free. I have no advice :^)', 'time': 1670811117, 'resto': 26156852}, {'no': 26157731, 'now': '12/11/22(Sun)22:56:56', 'name': 'Anonymous', 'com': '<a href=""#p26156876"" class=""quotelink"">&gt;&gt;26156876</a><br>I&#039;ll second Viofo but I&#039;d recommend the A129 Plus over the A119v3. Near-identical picture quality but the mic on the A129 is better and the GPS mount is more reliable; I have both and about every other recording the A119 drops the GPS data thanks to poor connection to the mount&#039;s contacts', 'time': 1670817416, 'resto': 26156852}, {'no': 26157741, 'now': '12/11/22(Sun)23:02:00', 'name': 'Anonymous', 'com': '<a href=""#p26156852"" class=""quotelink"">&gt;&gt;26156852</a><br>I&#039;ve got a cheap dash cam and sometimes it just crashes if its really hot, still better than nothing', 'time': 1670817720, 'resto': 26156852}]",1670817720,0.0,0.0
92,26151943,,,12/09/22(Fri)21:33:13,Anonymous,Le Mans 2023 field,Best analysis of the 2023 Le Mans prototype field is a Corvette Racing driver yelling at the cars as they pass by<br><br>https://youtu.be/OsEqgB5-GRM<br><br>The Porsche 963 seems rock solid<br>The BMW M Hybrid V8 had traction issues throughout the test<br>Something is off with the Honda/Acura ARX-06&#039;s pace.,lmdh hypercars-2023-en-1 le mans,.jpg,1000,667,250,166,1670639593117925,1670639593,Xrcbzl6QZE/bZTxUFBON/g==,206681,0,le-mans-2023-field,35,4,30.0,3.0,"[{'no': 26156397, 'now': '12/11/22(Sun)14:38:42', 'name': 'Anonymous', 'com': '<a href=""#p26156243"" class=""quotelink"">&gt;&gt;26156243</a><br>Calm down, Nik or his gay lover', 'time': 1670787522, 'resto': 26151943}, {'no': 26157169, 'now': '12/11/22(Sun)18:44:36', 'name': 'Anonymous', 'com': 'when is the ts020 being debut?', 'time': 1670802276, 'resto': 26151943}, {'no': 26157173, 'now': '12/11/22(Sun)18:49:33', 'name': 'Anonymous', 'com': '<a href=""#p26157169"" class=""quotelink"">&gt;&gt;26157169</a><br>About 25 years ago.', 'filename': 'images', 'ext': '.jpg', 'w': 675, 'h': 449, 'tn_w': 125, 'tn_h': 83, 'tim': 1670802573481448, 'time': 1670802573, 'md5': 'gwx0fnHRK1BeidcLci7hYA==', 'fsize': 195324, 'resto': 26151943}, {'no': 26157183, 'now': '12/11/22(Sun)18:55:52', 'name': 'Anonymous', 'com': '<a href=""#p26157173"" class=""quotelink"">&gt;&gt;26157173</a><br>dammit, the gr020', 'time': 1670802952, 'resto': 26151943}, {'no': 26157198, 'now': '12/11/22(Sun)19:03:09', 'name': 'Anonymous', 'com': '<a href=""#p26156397"" class=""quotelink"">&gt;&gt;26156397</a><br>Literally who?', 'time': 1670803389, 'resto': 26151943}]",1670817669,0.0,0.0
93,26068883,,,11/11/22(Fri)13:41:51,Anonymous,Regrettable Automaker Fails thread,"Things that failed because of management stupidity<br><br><span class=""quote"">&gt;let&#039;s develop a very sport oriented mid-engine exotic from Italy, put a great domestic drivetrain in it and then sell it through....our luxury division. That&#039;ll work fine, right? Should be a big seller!</span><br><br>t. ford management, probably",1952-De-Tomaso-Pantera,.jpg,1920,1280,250,166,1668192111954320,1668192111,5p6HXNiLAP8A6g1gimSf6w==,648912,0,regrettable-automaker-fails-thread,239,59,234.0,58.0,"[{'no': 26156028, 'now': '12/11/22(Sun)12:53:02', 'name': 'Anonymous', 'com': '<a href=""#p26072092"" class=""quotelink"">&gt;&gt;26072092</a><br>talk about knowing your customer base', 'time': 1670781182, 'resto': 26068883}, {'no': 26156086, 'now': '12/11/22(Sun)13:06:20', 'name': 'Anonymous', 'com': '<a href=""#p26155548"" class=""quotelink"">&gt;&gt;26155548</a><br>even under bmw ownership they were releasing facelifted cars from the 70s as &quot;new&quot; models<br>cheap, cheerful but really not up to standard for the 90s', 'time': 1670781980, 'resto': 26068883}, {'no': 26157404, 'now': '12/11/22(Sun)20:32:08', 'name': 'Anonymous', 'com': '<a href=""#p26092898"" class=""quotelink"">&gt;&gt;26092898</a><br>That looks excessive.', 'filename': 'hY4lm4a8-gdNFA3zBd9REGeQKkN-1NfcbTpwDBxEY14', 'ext': '.jpg', 'w': 640, 'h': 1449, 'tn_w': 55, 'tn_h': 125, 'tim': 1670808728189289, 'time': 1670808728, 'md5': 'RNCdbq5hY02yehXIGWhU8w==', 'fsize': 153770, 'resto': 26068883}, {'no': 26157696, 'now': '12/11/22(Sun)22:38:44', 'name': 'Anonymous', 'com': '<a href=""#p26068889"" class=""quotelink"">&gt;&gt;26068889</a><br>Bloody good point, everything except Ferrari is basically a marketing disaster with them, and Ferraris are abjectivly stupidly expensive compared to comparible engineering, design and performance in 2022.', 'time': 1670816324, 'resto': 26068883}, {'no': 26157735, 'now': '12/11/22(Sun)22:59:35', 'name': 'Anonymous', 'com': '<a href=""#p26155530"" class=""quotelink"">&gt;&gt;26155530</a><br>Fuck.', 'time': 1670817575, 'resto': 26068883}]",1670817575,0.0,0.0
94,26151270,,,12/09/22(Fri)16:21:28,Anonymous,,"What&#039;s your dream car build?<br><span class=""quote"">&gt;engine</span><br><span class=""quote"">&gt;transmission</span><br><span class=""quote"">&gt;bodystyle/frame</span><br><span class=""quote"">&gt;mods</span>",ford-grille,.jpg,740,401,250,135,1670620888815029,1670620888,WW8aFEAd9r462kRPO1zv6w==,64004,0,whats-your-dream-car-build,53,21,48.0,20.0,"[{'no': 26157358, 'now': '12/11/22(Sun)20:15:18', 'name': 'Anonymous', 'com': '<a href=""#p26157355"" class=""quotelink"">&gt;&gt;26157355</a><br>https://www.youtube.com/watch?v=5wI<wbr>U0HXWljI', 'time': 1670807718, 'resto': 26151270}, {'no': 26157384, 'now': '12/11/22(Sun)20:23:09', 'name': 'Anonymous', 'com': '<a href=""#p26151270"" class=""quotelink"">&gt;&gt;26151270</a><br>2020 VW Jetta base model with a 1.4 liter turbocharged 147 hp (1 hp less than my 2001 Miata) 6 speed manual transmission. Sedan of course. For mods I&#039;d definitely want some cool stickers and some truck nuts.', 'time': 1670808189, 'resto': 26151270}, {'no': 26157586, 'now': '12/11/22(Sun)21:53:05', 'name': 'Anonymous', 'com': 'How much seething will I cause if I swap my Camaro’s front bumper with a more aerodynamic trans am nose?', 'filename': 'CA58B0FA-07FB-43EB-9FD6-D84CB0B64C23', 'ext': '.jpg', 'w': 675, 'h': 368, 'tn_w': 125, 'tn_h': 68, 'tim': 1670813585261366, 'time': 1670813585, 'md5': 'r7+IKCT3kDrU+5ewEC7wRw==', 'fsize': 39023, 'resto': 26151270}, {'no': 26157659, 'now': '12/11/22(Sun)22:17:43', 'name': 'Anonymous', 'com': '<a href=""#p26151270"" class=""quotelink"">&gt;&gt;26151270</a><br><span class=""quote"">&gt;Engine</span><br>K20c1<br><span class=""quote"">&gt;Transmission</span><br>Idk some 6spd with open dif<br><span class=""quote"">&gt;Body</span><br>Therd gen firebird body<br><span class=""quote"">&gt;Mods</span><br>4ws from the prelude and some nitro canisters.<br>It will all handle like shit and a coinflip should decide engine mounting and if it is fwd or rwd. Heavy meme shitcar.<br>Oh also it should have the seats from a buick reatta and a dash from a late model c4 Corvette. Is this dumb enough for you?', 'time': 1670815063, 'resto': 26151270}, {'no': 26157673, 'now': '12/11/22(Sun)22:23:18', 'name': 'Anonymous', 'com': '<a href=""#p26151270"" class=""quotelink"">&gt;&gt;26151270</a><br><span class=""quote"">&gt;Mitsubishi Starion or 80s Celica</span><br><span class=""quote"">&gt;Swap in Supra 2JZ Twin Turbo engine</span><br><span class=""quote"">&gt;AWD conversion if Celica, RWD for Starion</span><br><span class=""quote"">&gt;Swap in Supra tranny to Celica, GTO for Starion</span><br>would be comfy desu', 'time': 1670815398, 'resto': 26151270}]",1670815398,0.0,0.0
