,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
10,24140715,,,12/12/22(Mon)18:55:00,Anonymous,,Alt girls,1669444475576706,.webm,872,620,250,177,1670889300856461,1670889300,0pRLoNJ4gazQ4di6S4MhbA==,4183386,0,,alt-girls,20,9,"[{'no': 24142877, 'now': '12/13/22(Tue)02:06:01', 'name': 'Anonymous', 'com': '<a href=""#p24142638"" class=""quotelink"">&gt;&gt;24142638</a><br>JUST', 'time': 1670915161, 'resto': 24140715}, {'no': 24142886, 'now': '12/13/22(Tue)02:09:17', 'name': 'Anonymous', 'com': '<a href=""#p24140715"" class=""quotelink"">&gt;&gt;24140715</a><br>You know, back in 2001 I went to India in a business trip. I got extremely high and fucked a peacock. I&#039;m now wondering if this is my kid.', 'time': 1670915357, 'resto': 24140715}, {'no': 24143239, 'now': '12/13/22(Tue)03:57:53', 'name': 'Anonymous', 'com': '<a href=""#p24140715"" class=""quotelink"">&gt;&gt;24140715</a><br>Source of this, complete, with sound, and good resolution.<br>Or at least their names.<br>Those are 33 seconds of heaven, I need MORE!!!', 'time': 1670921873, 'resto': 24140715}, {'no': 24143621, 'now': '12/13/22(Tue)06:08:49', 'name': 'Anonymous', 'com': '<a href=""#p24140727"" class=""quotelink"">&gt;&gt;24140727</a><br><span class=""quote"">&gt;/gif/ adult gifs</span><br><span class=""quote"">&gt;posts SFW girl</span><br>Shameful display.', 'time': 1670929729, 'resto': 24140715}, {'no': 24143802, 'now': '12/13/22(Tue)07:10:50', 'name': 'Anonymous', 'com': '<a href=""#p24140715"" class=""quotelink"">&gt;&gt;24140715</a><br><a href=""#p24142752"" class=""quotelink"">&gt;&gt;24142752</a><br><a href=""#p24143239"" class=""quotelink"">&gt;&gt;24143239</a><br>Left: goldengodessxxx<br>Right: IsoBella07<br>Full vid: https://www (.) erome.com/a/CMnoF9bG', 'time': 1670933450, 'resto': 24140715}]",1670933450,0.0,0.0,15.0,9.0
11,24135686,,,12/11/22(Sun)23:40:11,Anonymous,NEW Rekt Thread,,129238294324213,.webm,1920,1080,250,140,1670820011232092,1670820011,8c+PSPyCjnu16nujDnOFTw==,351765,0,,new-rekt-thread,211,64,"[{'no': 24143758, 'now': '12/13/22(Tue)06:55:07', 'name': 'Anonymous', 'com': '<a href=""#p24143690"" class=""quotelink"">&gt;&gt;24143690</a><br>What is &#039;real&#039;, anon?', 'time': 1670932507, 'resto': 24135686}, {'no': 24143777, 'now': '12/13/22(Tue)07:02:44', 'name': 'Anonymous', 'com': '<a href=""#p24142940"" class=""quotelink"">&gt;&gt;24142940</a><br>Nope, hit him right in the heart, killed them instantly.', 'time': 1670932964, 'resto': 24135686}, {'no': 24143792, 'now': '12/13/22(Tue)07:07:17', 'name': 'Anonymous', 'com': '<a href=""#p24143057"" class=""quotelink"">&gt;&gt;24143057</a><br>I saw pigs and nignogs, so I suspected this video to go a certain way, but it honestly surprised me', 'time': 1670933237, 'resto': 24135686}, {'no': 24143796, 'now': '12/13/22(Tue)07:08:18', 'name': 'Anonymous', 'com': '<a href=""#p24143073"" class=""quotelink"">&gt;&gt;24143073</a><br><span class=""quote"">&gt;do not walk on the road, that is where the cars go</span>', 'time': 1670933298, 'resto': 24135686}, {'no': 24143801, 'now': '12/13/22(Tue)07:10:17', 'name': 'Anonymous', 'com': '<a href=""#p24143132"" class=""quotelink"">&gt;&gt;24143132</a><br>could you even imagine, crashing your plane and almost get hit by a train in just a couple of minutes, but the fucker was old so it would have been better if he didn&#039;t make it out. Would be a great story to how he died', 'time': 1670933417, 'resto': 24135686}]",1670933417,0.0,0.0,206.0,64.0
12,24133954,,,12/11/22(Sun)18:29:52,Anonymous,,"<span class=""quote"">&gt;&gt;ylyl evil edition</span>",1670582049571666,.webm,612,1080,141,250,1670801392640500,1670801392,Jh9n/E/c1qcin9Dz8ij7iw==,4015304,0,,ylyl-evil-edition,169,78,"[{'no': 24143654, 'now': '12/13/22(Tue)06:18:37', 'name': 'Anonymous', 'com': '<a href=""#p24142150"" class=""quotelink"">&gt;&gt;24142150</a><br>Every male in India is a rapist just waiting for the lights to go out so they can strike.', 'time': 1670930317, 'resto': 24133954}, {'no': 24143704, 'now': '12/13/22(Tue)06:36:32', 'name': 'Anonymous', 'com': '<a href=""#p24133954"" class=""quotelink"">&gt;&gt;24133954</a><br>why did he jump? story?', 'time': 1670931392, 'resto': 24133954}, {'no': 24143749, 'now': '12/13/22(Tue)06:52:12', 'name': 'Anonymous', 'com': '<a href=""#p24133959"" class=""quotelink"">&gt;&gt;24133959</a><br><a href=""#p24134536"" class=""quotelink"">&gt;&gt;24134536</a><br>YwnbaW', 'filename': 'nigger alert', 'ext': '.gif', 'w': 400, 'h': 250, 'tn_w': 125, 'tn_h': 78, 'tim': 1670932332333671, 'time': 1670932332, 'md5': '37fJ10e9c9t1YP/ggEn4/g==', 'fsize': 693284, 'resto': 24133954}, {'no': 24143757, 'now': '12/13/22(Tue)06:55:01', 'name': 'Anonymous', 'com': '<a href=""#p24134036"" class=""quotelink"">&gt;&gt;24134036</a><br>why has gorge soros not told us about this?', 'time': 1670932501, 'resto': 24133954}, {'no': 24143800, 'now': '12/13/22(Tue)07:10:05', 'name': 'Anonymous', 'com': '<a href=""#p24143704"" class=""quotelink"">&gt;&gt;24143704</a><br>He was too fat to be properly secured in the harness. The downward force flung him from the ride onto the ground. <br><br>There was allegedly a failsafe that doesn&#039;t allow the ride to be operated if a harness isn&#039;t properly secured, but being morbidly obese was apparently enough to override it. <br><br>Gravity - 1<br>Fat kids - 0', 'time': 1670933405, 'resto': 24133954}]",1670933405,0.0,0.0,164.0,77.0
13,24132769,,,12/11/22(Sun)15:13:56,Anonymous,Lesbians,Girl on girl action,1670121425651646,.webm,608,1080,140,250,1670789636164437,1670789636,2ar/kiYXexN6+7l6tGYswQ==,4095290,0,,lesbians,95,37,"[{'no': 24143329, 'now': '12/13/22(Tue)04:25:27', 'name': 'Anonymous', 'com': '<a href=""#p24132831"" class=""quotelink"">&gt;&gt;24132831</a><br>We can&#039;t compete in domestic violence rates, that is for sure.', 'time': 1670923527, 'resto': 24132769}, {'no': 24143332, 'now': '12/13/22(Tue)04:26:30', 'name': 'Anonymous', 'com': '<a href=""#p24138977"" class=""quotelink"">&gt;&gt;24138977</a><br>Top looks like Nekane.', 'time': 1670923590, 'resto': 24132769}, {'no': 24143528, 'now': '12/13/22(Tue)05:30:49', 'name': 'Anonymous', 'com': '<a href=""#p24143065"" class=""quotelink"">&gt;&gt;24143065</a><br>Writing out paragraphs on a thread about girls fucking', 'time': 1670927449, 'resto': 24132769}, {'no': 24143561, 'now': '12/13/22(Tue)05:44:26', 'name': 'Anonymous', 'com': '<a href=""#p24132871"" class=""quotelink"">&gt;&gt;24132871</a><br>YWNBAWNBIDDYBAWNBIDANGIDANGDIGGYDII<wbr>GYSETTHABOOGIETRIPUPHESANINCELYWNBW<wbr>NDIGGYBAWNDIDANGIDANSITTYSMELLYICHY<wbr>BOOGIESETTHE BOOGIE THIS CHUD IS IIIIIIIIIIIIIIIIIIIIIINNNNNNNNNNSEC<wbr>URE!!', 'time': 1670928266, 'resto': 24132769}, {'no': 24143798, 'now': '12/13/22(Tue)07:08:35', 'name': 'Anonymous', 'com': '<a href=""#p24140842"" class=""quotelink"">&gt;&gt;24140842</a><br>Hot AF! Sauce please!', 'time': 1670933315, 'resto': 24132769}]",1670933315,0.0,0.0,90.0,37.0
14,24107286,,,12/07/22(Wed)16:02:58,Anonymous,Hot fat women,"Chubby, BBW, SSBBW, Hucow, potbellies, giant udders, enormous asses, and the like",1669177068349500,.webm,960,540,250,140,1670446978476079,1670446978,lShkKlztlSSNEG5oMe9Q9A==,4022852,0,,hot-fat-women,283,119,"[{'no': 24142426, 'now': '12/13/22(Tue)00:21:42', 'name': 'Anonymous', 'com': '<a href=""#p24114768"" class=""quotelink"">&gt;&gt;24114768</a><br><a href=""#p24118243"" class=""quotelink"">&gt;&gt;24118243</a><br>was her name cheyenne by any chance? or was this in florida?', 'time': 1670908902, 'resto': 24107286}, {'no': 24142532, 'now': '12/13/22(Tue)00:44:34', 'name': 'Anonymous', 'com': '<a href=""#p24114768"" class=""quotelink"">&gt;&gt;24114768</a><br>did you ever tell her that she converted you and if so, what was her reaction?', 'time': 1670910274, 'resto': 24107286}, {'no': 24142754, 'now': '12/13/22(Tue)01:32:28', 'name': 'Anonymous', 'com': '<a href=""#p24133016"" class=""quotelink"">&gt;&gt;24133016</a><br>thankfully im not that an inferior color.', 'time': 1670913148, 'resto': 24107286}, {'no': 24142820, 'now': '12/13/22(Tue)01:50:41', 'name': 'Anonymous', 'filename': 'girlfriend spread', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670914241281659, 'time': 1670914241, 'md5': '7PzKFrVoFVYuNl3UeuHZHw==', 'fsize': 1286520, 'resto': 24107286}, {'no': 24143797, 'now': '12/13/22(Tue)07:08:32', 'name': 'Anonymous', 'filename': '1662450759802201', 'ext': '.webm', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670933312938532, 'time': 1670933312, 'md5': '/Q7+rcqseGGwcauCPxUVew==', 'fsize': 1804497, 'resto': 24107286}]",1670933312,0.0,0.0,278.0,117.0
15,24139265,,,12/12/22(Mon)14:18:34,Anonymous,Drugs and alcohol,"Anything related, funny or sad or something else.",vapina,.webm,1280,720,250,140,1670872714186693,1670872714,FU2SL9Lk/8gOI9iO/Ce97Q==,4173901,0,,drugs-and-alcohol,56,14,"[{'no': 24143739, 'now': '12/13/22(Tue)06:48:38', 'name': 'Anonymous', 'com': '<a href=""#p24143731"" class=""quotelink"">&gt;&gt;24143731</a><br>Get some diastat', 'time': 1670932118, 'resto': 24139265}, {'no': 24143744, 'now': '12/13/22(Tue)06:50:40', 'name': 'Anonymous', 'com': '<a href=""#p24143695"" class=""quotelink"">&gt;&gt;24143695</a><br>I misinterpreted your earlier message, in which I thought you implied having a better paying job as you were dismissively talking about bullshit jobs, which I assumed was a term for low income jobs but I think I get what you meant now. Anyway, you&#039;re right, a new depression is on its way. You&#039;re reading a bit too much into my way of life just through what I&#039;ve said about drinking though. Maybe it&#039;s a cultural difference, I am not from the US. I&#039;ll be alright anyway, I&#039;m prepared for a bit of financial turbulence and won&#039;t be turning to the bottle at this point in my life. That being said, alcohol is a wonderful drug when it comes to having to be social... and sometimes when it comes to having to be creative.', 'time': 1670932240, 'resto': 24139265}, {'no': 24143760, 'now': '12/13/22(Tue)06:55:53', 'name': 'Anonymous', 'com': '<a href=""#p24143731"" class=""quotelink"">&gt;&gt;24143731</a><br>good point. phenibut would be great for tremors. I have about 60 capsules that are half a gram. I&#039;ll pop 5 in a couple of days, at once, and see if it does anything euphoric. If not, I&#039;ll store them.', 'time': 1670932553, 'resto': 24139265}, {'no': 24143763, 'now': '12/13/22(Tue)06:57:06', 'name': 'Anonymous', 'com': '<a href=""#p24143744"" class=""quotelink"">&gt;&gt;24143744</a><br><span class=""quote"">&gt;alcohol is a wonderful drug when it comes to having to be social</span><br>try phenibut. like being drunk, but without the bad parts', 'time': 1670932626, 'resto': 24139265}, {'no': 24143795, 'now': '12/13/22(Tue)07:07:50', 'name': 'Anonymous', 'com': '<a href=""#p24143763"" class=""quotelink"">&gt;&gt;24143763</a><br>Never seen it offered anywhere. Stims are good for the same purpose too though and have less side effects than alcohol, though they tend to make you crave alcohol...', 'time': 1670933270, 'resto': 24139265}]",1670933270,0.0,0.0,51.0,14.0
16,24115189,,,12/08/22(Thu)22:08:50,Anonymous,On clothing,Built for bbc written on clothing or just bbc or qos or writing on body or even tattos,1666651098665074,.webm,1280,720,250,140,1670555330997305,1670555330,/gioa5DHYIxLNOLP8GSlFw==,2672553,0,,on-clothing,71,21,"[{'no': 24142576, 'now': '12/13/22(Tue)00:54:31', 'name': 'Anonymous', 'com': '<a href=""#p24124583"" class=""quotelink"">&gt;&gt;24124583</a><br>Who is she?<br><a href=""#p24141069"" class=""quotelink"">&gt;&gt;24141069</a><br>Dunno why you gotta be so fucking weird man, I like both blacked and bleached stuff. Raceplay is hot.', 'time': 1670910871, 'resto': 24115189}, {'no': 24142636, 'now': '12/13/22(Tue)01:08:33', 'name': 'Anonymous', 'filename': 'mt_swiss', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670911713877695, 'time': 1670911713, 'md5': 'Lcyy0SDDrbf24dS7WjZkxQ==', 'fsize': 2462153, 'resto': 24115189}, {'no': 24142657, 'now': '12/13/22(Tue)01:11:33', 'name': 'Anonymous', 'com': '<a href=""#p24115191"" class=""quotelink"">&gt;&gt;24115191</a><br>with a face like that she would be', 'time': 1670911893, 'resto': 24115189}, {'no': 24143764, 'now': '12/13/22(Tue)06:57:10', 'name': 'Anonymous', 'filename': '62892250127830', 'ext': '.webm', 'w': 320, 'h': 568, 'tn_w': 70, 'tn_h': 125, 'tim': 1670932630039332, 'time': 1670932630, 'md5': 'CNUK9J3n1c5bW6U37Y6Cew==', 'fsize': 2226817, 'resto': 24115189}, {'no': 24143794, 'now': '12/13/22(Tue)07:07:45', 'name': 'Anonymous', 'com': 'if you know the sauce pls share it', 'filename': '1663804742190849', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670933265247951, 'time': 1670933265, 'md5': '0yyYERXBSv1bThX5ywuAtw==', 'fsize': 2312206, 'resto': 24115189}]",1670933265,0.0,0.0,66.0,18.0
17,24112674,,,12/08/22(Thu)14:47:27,Anonymous,Best Porn WebM&#039;s,"building a new porn folder, show me your best porn webms. <br><br>straight only please",ss0001,.webm,888,558,250,157,1670528847984556,1670528847,Z7LJ6e4+yusrobW3AMwY3w==,4127948,0,,best-porn-webms,202,107,"[{'no': 24142191, 'now': '12/12/22(Mon)23:40:35', 'name': 'Anonymous', 'com': '<a href=""#p24140529"" class=""quotelink"">&gt;&gt;24140529</a><br>some foul remix of men i trust<br><br>https://youtu.be/TNsSBhl_2LI', 'time': 1670906435, 'resto': 24112674}, {'no': 24142423, 'now': '12/13/22(Tue)00:21:10', 'name': 'Anonymous', 'com': '<a href=""#p24141517"" class=""quotelink"">&gt;&gt;24141517</a><br>this niggas tattoos...', 'time': 1670908870, 'resto': 24112674}, {'no': 24143719, 'now': '12/13/22(Tue)06:43:15', 'name': 'Anonymous', 'com': '<a href=""#p24141385"" class=""quotelink"">&gt;&gt;24141385</a><br>That&#039;s Belle Delphine, should be easy to find.', 'time': 1670931795, 'resto': 24112674}, {'no': 24143741, 'now': '12/13/22(Tue)06:49:47', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;gifs</span><br><span class=""quote"">&gt;niggers</span><br><span class=""quote"">&gt;censored</span><br>What a shit thread', 'time': 1670932187, 'resto': 24112674}, {'no': 24143793, 'now': '12/13/22(Tue)07:07:21', 'name': 'Anonymous', 'com': '<a href=""#p24141305"" class=""quotelink"">&gt;&gt;24141305</a><br>Source please', 'time': 1670933241, 'resto': 24112674}]",1670933241,0.0,0.0,197.0,107.0
18,24139157,,,12/12/22(Mon)13:58:06,Anonymous,Cheating,Post women doing what they do best. Bonus point if they&#039;re on the phone or refer to their partners in any way,1669050275706926,.webm,270,480,140,250,1670871486881983,1670871486,1buiTKrO0wVWiIvQtPaqHA==,4046757,0,,cheating,33,9,"[{'no': 24143742, 'now': '12/13/22(Tue)06:50:02', 'name': 'Anonymous', 'com': 'Mentally defective gen z faggots projecting their fetishes onto garbage low-res contextless webms. What an abortion of a board this place has become.', 'time': 1670932202, 'resto': 24139157}, {'no': 24143747, 'now': '12/13/22(Tue)06:51:21', 'name': 'Anonymous', 'com': '<a href=""#p24143707"" class=""quotelink"">&gt;&gt;24143707</a><br>what a fucking simp cuck thing to say<br>if you leave someone especially for another you might make them feel their life is over so act with caution they might take yours for it since they have nothing to lose<br>idiot', 'time': 1670932281, 'resto': 24139157}, {'no': 24143772, 'now': '12/13/22(Tue)07:00:07', 'name': 'Anonymous', 'com': '<a href=""#p24143707"" class=""quotelink"">&gt;&gt;24143707</a><br>There&#039;s a webm of a dude killing some bitch and you still call the guy saying shit an incel. What a woman thing to do.', 'time': 1670932807, 'resto': 24139157}, {'no': 24143786, 'now': '12/13/22(Tue)07:04:19', 'name': 'Anonymous', 'com': '<a href=""#p24143372"" class=""quotelink"">&gt;&gt;24143372</a><br>Lol incel', 'time': 1670933059, 'resto': 24139157}, {'no': 24143791, 'now': '12/13/22(Tue)07:06:07', 'name': 'Anonymous', 'com': '<a href=""#p24139196"" class=""quotelink"">&gt;&gt;24139196</a><br>Fucking trash, everyone involved in this.', 'time': 1670933167, 'resto': 24139157}]",1670933167,0.0,0.0,28.0,9.0
19,24143751,,,12/13/22(Tue)06:52:55,Anonymous,loli gif or webm,loli gifs or webm,1670829177078085,.gif,200,200,200,200,1670932375366273,1670932375,y6mqpbGkGXKzYu2A9VAjiQ==,1356188,0,,loli-gif-or-webm,3,0,"[{'no': 24143755, 'now': '12/13/22(Tue)06:54:19', 'name': 'Anonymous', 'com': '<a href=""#p24143751"" class=""quotelink"">&gt;&gt;24143751</a><br>I was fine until the frame that said CP<br><br>MOD NIGGERS', 'time': 1670932459, 'resto': 24143751}, {'no': 24143784, 'now': '12/13/22(Tue)07:04:05', 'name': 'Anonymous', 'com': '<a href=""#p24143751"" class=""quotelink"">&gt;&gt;24143751</a><br>/b/ is your place to go', 'time': 1670933045, 'resto': 24143751}, {'no': 24143790, 'now': '12/13/22(Tue)07:05:59', 'name': 'Anonymous', 'com': '<a href=""#p24143751"" class=""quotelink"">&gt;&gt;24143751</a><br>post your discord already and lets fap to cunny', 'time': 1670933159, 'resto': 24143751}]",1670933159,0.0,0.0,,
20,24135242,,,12/11/22(Sun)22:29:07,Anonymous,animated coomer thread,"this is a thread for people who can get off to any kind of animated porn, so yeah post what ever, blacked, futa, insects, bionicles I dont care.",77e696f86f221c63c320a78d9071f8bf_26,.webm,1280,720,250,140,1670815747384939,1670815747,lyOJreye7GB9TYfMAdOY3w==,3942423,0,,animated-coomer-thread,65,45,"[{'no': 24141330, 'now': '12/12/22(Mon)21:01:04', 'name': 'Anonymous', 'com': '<a href=""#p24140326"" class=""quotelink"">&gt;&gt;24140326</a><br>bump', 'time': 1670896864, 'resto': 24135242}, {'no': 24143152, 'now': '12/13/22(Tue)03:32:22', 'name': 'Anonymous', 'com': '<a href=""#p24137770"" class=""quotelink"">&gt;&gt;24137770</a><br>artist please', 'time': 1670920342, 'resto': 24135242}, {'no': 24143156, 'now': '12/13/22(Tue)03:33:23', 'name': 'Anonymous', 'com': '<a href=""#p24135428"" class=""quotelink"">&gt;&gt;24135428</a><br><a href=""#p24135434"" class=""quotelink"">&gt;&gt;24135434</a><br>source', 'time': 1670920403, 'resto': 24135242}, {'no': 24143778, 'now': '12/13/22(Tue)07:03:00', 'name': 'Anonymous', 'filename': '1669667102866596', 'ext': '.webm', 'w': 640, 'h': 1236, 'tn_w': 64, 'tn_h': 125, 'tim': 1670932980494398, 'time': 1670932980, 'md5': 'dsKq8v/ienOp7+XwhHiCEw==', 'fsize': 2645225, 'resto': 24135242}, {'no': 24143789, 'now': '12/13/22(Tue)07:05:41', 'name': 'Anonymous', 'com': '<a href=""#p24143156"" class=""quotelink"">&gt;&gt;24143156</a><br>Have you tried watching the videos?', 'time': 1670933141, 'resto': 24135242}]",1670933141,0.0,0.0,60.0,44.0
21,24134988,,,12/11/22(Sun)21:45:02,Anonymous,YLYL ULTIMATE CHALLENGE,GET THE FUCK IN HERE ULTIMATE YOU LAUGH YOU LOSE CHALLENGE LETS GO,1670660894619012,.webm,540,960,140,250,1670813102567002,1670813102,Xd/u2Kvh5ASvHBTBOGnk0Q==,975981,0,,ylyl-ultimate-challenge,58,36,"[{'no': 24143217, 'now': '12/13/22(Tue)03:52:09', 'name': 'Anonymous', 'com': '<a href=""#p24138176"" class=""quotelink"">&gt;&gt;24138176</a><br>lost', 'time': 1670921529, 'resto': 24134988}, {'no': 24143249, 'now': '12/13/22(Tue)04:01:43', 'name': 'Anonymous', 'com': '<a href=""#p24134988"" class=""quotelink"">&gt;&gt;24134988</a><br><a href=""#p24134991"" class=""quotelink"">&gt;&gt;24134991</a><br><a href=""#p24134997"" class=""quotelink"">&gt;&gt;24134997</a><br><a href=""#p24135001"" class=""quotelink"">&gt;&gt;24135001</a><br><a href=""#p24135007"" class=""quotelink"">&gt;&gt;24135007</a><br><a href=""#p24135010"" class=""quotelink"">&gt;&gt;24135010</a><br><a href=""#p24135015"" class=""quotelink"">&gt;&gt;24135015</a><br><a href=""#p24135018"" class=""quotelink"">&gt;&gt;24135018</a><br><a href=""#p24135784"" class=""quotelink"">&gt;&gt;24135784</a><br><a href=""#p24135790"" class=""quotelink"">&gt;&gt;24135790</a><br><a href=""#p24136700"" class=""quotelink"">&gt;&gt;24136700</a><br><a href=""#p24136709"" class=""quotelink"">&gt;&gt;24136709</a><br><a href=""#p24136712"" class=""quotelink"">&gt;&gt;24136712</a><br><a href=""#p24136715"" class=""quotelink"">&gt;&gt;24136715</a><br><a href=""#p24136723"" class=""quotelink"">&gt;&gt;24136723</a><br><a href=""#p24138176"" class=""quotelink"">&gt;&gt;24138176</a><br>Fun fact! Theres 4 people who keep posting these types of webms in each YLYL thread and they&#039;ve been exposed for being pedophiles. Two were arrested 10 years ago for having sex with a minor under 15 years old whilst they were 23 and the other two have been arrested for crimes such as sexual assault against a minor or possession of CP.', 'time': 1670922103, 'resto': 24134988}, {'no': 24143406, 'now': '12/13/22(Tue)04:48:41', 'name': 'Anonymous', 'com': '<a href=""#p24137837"" class=""quotelink"">&gt;&gt;24137837</a><br>you fucking cunt', 'time': 1670924921, 'resto': 24134988}, {'no': 24143428, 'now': '12/13/22(Tue)04:54:48', 'name': 'Anonymous', 'com': '<a href=""#p24134988"" class=""quotelink"">&gt;&gt;24134988</a><br><a href=""#p24134991"" class=""quotelink"">&gt;&gt;24134991</a><br><a href=""#p24134997"" class=""quotelink"">&gt;&gt;24134997</a><br><a href=""#p24135001"" class=""quotelink"">&gt;&gt;24135001</a><br><a href=""#p24135007"" class=""quotelink"">&gt;&gt;24135007</a><br><a href=""#p24135010"" class=""quotelink"">&gt;&gt;24135010</a><br><a href=""#p24135015"" class=""quotelink"">&gt;&gt;24135015</a><br><a href=""#p24135018"" class=""quotelink"">&gt;&gt;24135018</a><br><a href=""#p24135784"" class=""quotelink"">&gt;&gt;24135784</a><br><a href=""#p24135790"" class=""quotelink"">&gt;&gt;24135790</a><br><a href=""#p24136700"" class=""quotelink"">&gt;&gt;24136700</a><br><a href=""#p24136709"" class=""quotelink"">&gt;&gt;24136709</a><br><a href=""#p24136712"" class=""quotelink"">&gt;&gt;24136712</a><br><a href=""#p24136715"" class=""quotelink"">&gt;&gt;24136715</a><br><a href=""#p24136723"" class=""quotelink"">&gt;&gt;24136723</a><br><a href=""#p24138176"" class=""quotelink"">&gt;&gt;24138176</a><br><a href=""#p24138471"" class=""quotelink"">&gt;&gt;24138471</a><br><a href=""#p24139584"" class=""quotelink"">&gt;&gt;24139584</a><br><a href=""#p24141221"" class=""quotelink"">&gt;&gt;24141221</a><br><a href=""#p24142510"" class=""quotelink"">&gt;&gt;24142510</a><br>Lost', 'time': 1670925288, 'resto': 24134988}, {'no': 24143787, 'now': '12/13/22(Tue)07:05:39', 'name': 'Anonymous', 'com': '<a href=""#p24142510"" class=""quotelink"">&gt;&gt;24142510</a><br>Looks like the one guy lost his gains', 'time': 1670933139, 'resto': 24134988}]",1670933139,0.0,0.0,53.0,36.0
22,24097000,,,12/05/22(Mon)20:56:06,Anonymous,BBC Splitscreen / PMV,,1657149976531,.webm,1280,720,250,140,1670291766694576,1670291766,hijraE8pi4Y35BYIpJNiYA==,3956319,0,,bbc-splitscreen-pmv,234,100,"[{'no': 24142541, 'now': '12/13/22(Tue)00:46:43', 'name': 'Anonymous', 'com': '<a href=""#p24097000"" class=""quotelink"">&gt;&gt;24097000</a><br>Why is it always the same shit?', 'time': 1670910403, 'resto': 24097000}, {'no': 24142729, 'now': '12/13/22(Tue)01:24:07', 'name': 'Anonymous', 'com': '<a href=""#p24097148"" class=""quotelink"">&gt;&gt;24097148</a><br>The one chad at 00:13', 'time': 1670912647, 'resto': 24097000}, {'no': 24142898, 'now': '12/13/22(Tue)02:14:03', 'name': 'Anonymous', 'com': '<a href=""#p24097394"" class=""quotelink"">&gt;&gt;24097394</a><br>who&#039;s the first girl with the dark black hair and pink panties?', 'time': 1670915643, 'resto': 24097000}, {'no': 24143335, 'now': '12/13/22(Tue)04:27:32', 'name': 'Anonymous', 'com': '<a href=""#p24142541"" class=""quotelink"">&gt;&gt;24142541</a><br>It&#039;s a niche fetish within a niche fetish, with no real monetary incentive for people to create content for it', 'time': 1670923652, 'resto': 24097000}, {'no': 24143785, 'now': '12/13/22(Tue)07:04:15', 'name': 'Anonymous', 'com': '<a href=""#p24097000"" class=""quotelink"">&gt;&gt;24097000</a><br>I fucking hate having a humiliation fetish. This shit/BNWO stuff in general gets me off, and then after cooming I visit r/pornismisogyny. It&#039;s basically this radical feminist anti-porn sub, and many of the women there are fucking vicious towards men who watch porn, absolutely no mercy unlike r/nofap and similar subreddits. Reading the comments about how I&#039;m lower than an animal and no woman would ever want to sleep with a guy like me just turns me on more, fills me with even more shame and lack of desire to experience the world, and just reinforces the cycle', 'filename': '1666713935999842', 'ext': '.webm', 'w': 256, 'h': 256, 'tn_w': 125, 'tn_h': 125, 'tim': 1670933055849252, 'time': 1670933055, 'md5': 'DFUMP+c2e0W4WrmIUMeFBw==', 'fsize': 481924, 'resto': 24097000}]",1670933055,0.0,0.0,229.0,99.0
23,24127788,,,12/10/22(Sat)19:42:22,Anonymous,frenulum,I can&#039;t believe they took this from me when i was an infant...,1654073975521,.webm,720,720,250,250,1670719342175276,1670719342,BHxq0jfZOccDAULeobxyAQ==,4040001,0,,frenulum,123,23,"[{'no': 24143663, 'now': '12/13/22(Tue)06:20:49', 'name': 'Anonymous', 'com': 'Not really but still thread related', 'filename': '1669512933232478', 'ext': '.webm', 'w': 800, 'h': 450, 'tn_w': 125, 'tn_h': 70, 'tim': 1670930449749643, 'time': 1670930449, 'md5': 'RHNIjQ5NZejcXtMr5szlnw==', 'fsize': 3937813, 'resto': 24127788}, {'no': 24143677, 'now': '12/13/22(Tue)06:27:01', 'name': 'Anonymous', 'com': '<a href=""#p24143663"" class=""quotelink"">&gt;&gt;24143663</a><br>WTF ew. omg', 'time': 1670930821, 'resto': 24127788}, {'no': 24143680, 'now': '12/13/22(Tue)06:29:38', 'name': 'Anonymous', 'com': '<a href=""#p24143663"" class=""quotelink"">&gt;&gt;24143663</a><br>hawt', 'time': 1670930978, 'resto': 24127788}, {'no': 24143750, 'now': '12/13/22(Tue)06:52:20', 'name': 'Anonymous', 'com': '<a href=""#p24143663"" class=""quotelink"">&gt;&gt;24143663</a><br>looks like a fucking eggroll LOL', 'time': 1670932340, 'resto': 24127788}, {'no': 24143781, 'now': '12/13/22(Tue)07:03:40', 'name': 'Anonymous', 'com': '<a href=""#p24137730"" class=""quotelink"">&gt;&gt;24137730</a><br>Sauce?!', 'time': 1670933020, 'resto': 24127788}]",1670933020,0.0,0.0,118.0,22.0
