,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
58,1291740,,,12/07/22(Wed)21:28:22,Anonymous,Requeesting Subtitles for MexZombies. - or Mexzombies with subs.,I have the 2gig file of this film and am looking desperately for a copy of subtitles for it.<br> - Or a Dl of it subbed.<br> Thanks.,mexzombies,.jpg,1280,720,250,140,1670466502128684,1670466502,i5fbb6SGSkDY+U3hlZLbIg==,303564,0,,requeesting-subtitles-for-mexzombies-or,7,0,"[{'no': 1292503, 'now': '12/09/22(Fri)20:13:45', 'name': 'Anonymous', 'com': 'bump', 'time': 1670634825, 'resto': 1291740}, {'no': 1292830, 'now': '12/10/22(Sat)18:22:52', 'name': 'Anonymous', 'com': 'anything?', 'time': 1670714572, 'resto': 1291740}, {'no': 1292845, 'now': '12/10/22(Sat)19:04:44', 'name': 'Anonymous', 'com': '<a href=""#p1291740"" class=""quotelink"">&gt;&gt;1291740</a><br>Just learn spanish, no one has bothered to create subs for it.', 'time': 1670717084, 'resto': 1291740}, {'no': 1292910, 'now': '12/10/22(Sat)22:45:39', 'name': 'Anonymous', 'com': '<a href=""#p1292845"" class=""quotelink"">&gt;&gt;1292845</a><br> Naw, I can wait for subs thanks.', 'time': 1670730339, 'resto': 1291740}, {'no': 1292913, 'now': '12/10/22(Sat)22:48:40', 'name': 'Anonymous', 'com': '<a href=""#p1291740"" class=""quotelink"">&gt;&gt;1291740</a><br>i can try making subtitles if you buy me a game on steam or something', 'time': 1670730520, 'resto': 1291740}]",1670730520,0.0,0.0,2.0,0.0
59,1292876,,,12/10/22(Sat)21:10:09,Anonymous,"Recommend me Japanese movies that aren&#039;t anime, please.","I wanted to buy a blu ray movie for a friend who loves Japanese culture. I think he would like something like this:<br><span class=""quote"">&gt;Good-looking female main character.</span><br><span class=""quote"">&gt;No extreme drama or extreme gore (movies with dramatic elements, horror or violence are fine, but not something that is incredibly unpleasant).</span><br><span class=""quote"">&gt;More of a genre movie: action, horror, science fiction, detectives... He already has several Kurosawa movies, so I want to give him something that doesn&#039;t involve samurais.</span><br><span class=""quote"">&gt;Old, new, color, black and white... He doesn&#039;t care about those things.</span><br>Thanks!",np_file_3116,.jpg,1000,709,250,177,1670724609803486,1670724609,nGqCd885MMdwyaagCEjLfw==,74371,0,,recommend-me-japanese-movies-that-arent-anime,7,2,"[{'no': 1292884, 'now': '12/10/22(Sat)21:38:10', 'name': 'Anonymous', 'com': '<a href=""#p1292876"" class=""quotelink"">&gt;&gt;1292876</a><br>Battle Royale (not too violent)<br>Suicide Club<br>Audition<br>Sorry I mainly know horror movies, the other ones I know how have a lot of gore', 'time': 1670726290, 'resto': 1292876}, {'no': 1292895, 'now': '12/10/22(Sat)21:58:19', 'name': 'Anonymous', 'com': 'All of these are pure kino. lmk if you need more<br>https://www.imdb.com/title/tt140395<wbr>82/<br>https://www.imdb.com/title/tt807519<wbr>2/<br>https://www.imdb.com/title/tt106923<wbr>8/<br>https://www.imdb.com/title/tt008335<wbr>1/<br>https://www.imdb.com/title/tt007918<wbr>2/<br>https://www.imdb.com/title/tt008593<wbr>3/<br>https://www.imdb.com/title/tt009836<wbr>0/<br>https://www.imdb.com/title/tt030837<wbr>9/<br>https://www.imdb.com/title/tt029604<wbr>2/<br>https://www.imdb.com/title/tt011925<wbr>0/<br>https://www.imdb.com/title/tt023519<wbr>8/<br>https://www.imdb.com/title/tt010818<wbr>8/<br>https://www.imdb.com/title/tt040866<wbr>4/<br>https://www.imdb.com/title/tt108757<wbr>8/<br>https://www.imdb.com/title/tt020492<wbr>6/<br>https://www.imdb.com/title/tt026560<wbr>6/<br>https://www.imdb.com/title/tt009820<wbr>4/<br>https://www.imdb.com/title/tt017552<wbr>7/<br>https://www.imdb.com/title/tt010082<wbr>0/<br>https://www.imdb.com/title/tt010199<wbr>1/<br>https://www.imdb.com/title/tt020621<wbr>6/<br>https://www.imdb.com/title/tt016922<wbr>2/<br>https://www.imdb.com/title/tt029993<wbr>7/', 'filename': 'bergman-ns', 'ext': '.webm', 'w': 956, 'h': 718, 'tn_w': 125, 'tn_h': 93, 'tim': 1670727499787057, 'time': 1670727499, 'md5': 'kYAU/cMztQH6rbBbn/AWAQ==', 'fsize': 3062803, 'resto': 1292876}, {'no': 1292898, 'now': '12/10/22(Sat)22:18:02', 'name': 'Anonymous', 'com': '<a href=""#p1292895"" class=""quotelink"">&gt;&gt;1292895</a><br>Not that OP but thanks', 'time': 1670728682, 'resto': 1292876}, {'no': 1292903, 'now': '12/10/22(Sat)22:36:11', 'name': 'Anonymous', 'com': '<a href=""#p1292876"" class=""quotelink"">&gt;&gt;1292876</a><br>I really like Love Letter. Very comfy movie', 'filename': 'loveletter', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670729771515612, 'time': 1670729771, 'md5': 'cSUrYj1tnR3fem9EiLwKUA==', 'fsize': 69377, 'resto': 1292876}, {'no': 1292912, 'now': '12/10/22(Sat)22:48:17', 'name': 'Anonymous', 'com': '<a href=""#p1292876"" class=""quotelink"">&gt;&gt;1292876</a><br>I know you said no samurai but I would recommend Yoji Yamada&#039;s samurai trilogy, especially Twilight Samurai.', 'time': 1670730497, 'resto': 1292876}]",1670730497,0.0,0.0,2.0,0.0
60,1292729,,,12/10/22(Sat)13:49:45,Anonymous,,just need a working Office 2007 license key real quick,a7a16c4cdd88c086,.jpg,1024,576,250,140,1670698185787861,1670698185,WtZfSnXeoJoLPO1qqzlv8Q==,55950,0,,just-need-a-working-office-2007-license-key-real,2,0,"[{'no': 1292733, 'now': '12/10/22(Sat)14:03:35', 'name': 'Anonymous', 'com': '<a href=""#p1292729"" class=""quotelink"">&gt;&gt;1292729</a><br>You&#039;re not getting a key. Download one of these and use that:<br>https://1337x.to/search/office+2007<wbr>/1/', 'time': 1670699015, 'resto': 1292729}, {'no': 1292904, 'now': '12/10/22(Sat)22:36:25', 'name': 'Anonymous', 'com': '<a href=""#p1292729"" class=""quotelink"">&gt;&gt;1292729</a><br>https://files.catbox.moe/fo705m.zip<wbr><br>You don&#039;t need a key, you can just activate it using KMS server', 'time': 1670729785, 'resto': 1292729}]",1670729785,0.0,0.0,,
61,1292862,,,12/10/22(Sat)19:57:57,Anonymous,,"i need some media, any media at all that includes a bodybuilder/weightlifter/gymnast/ca<wbr>listhenics chad involving himself with cute moe anime girls<br>no gay shonen anime allowed like &quot;YOOO MAKIMA A BADIE FRFR!!!&quot;<br>and none of the couple of images like picrel that are super easy to find (picrel)<br>i kind of rushed this post because i need to take a shit really badly, if you need me to clarify anything feel free to ask",5zf4103aA_omMpGA1Tp2NOMnD9-drB79Li9FxX5zbs8,.jpg,3280,1845,250,140,1670720277103901,1670720277,MU12N6oRX3l1hdLpfLfXPA==,446225,0,,i-need-some-media-any-media-at-all-that-includes,3,0,"[{'no': 1292888, 'now': '12/10/22(Sat)21:42:58', 'name': 'Anonymous', 'com': '<a href=""#p1292862"" class=""quotelink"">&gt;&gt;1292862</a><br>When you&#039;re done taking a shit, can you try to be a little more coherent?<br>It looks like you&#039;re asking for media where a buff muscle man hooks up with a cute girl, but not Shonen anime and nothing with body pillows.<br>Do you want it to be mostly about the romance? Do you want it to be sexual? Do you want the guy to get with multiple girls? Are you okay with other anime that aren&#039;t Shonen? You have to be more clear', 'time': 1670726578, 'resto': 1292862}, {'no': 1292896, 'now': '12/10/22(Sat)21:59:06', 'name': 'Anonymous', 'com': '<a href=""#p1292888"" class=""quotelink"">&gt;&gt;1292888</a><br>im asking for any media with a fit man associating himself with anime culture that isnt dumb zoomers with one punch man posters on their walls<br>i didnt say &quot;no bodypillows&quot; i meant nothing from the dude in the picture because theyre super easy to find with a quick google search<br><span class=""quote"">&gt;Do you want it to be mostly about the romance? Do you want it to be sexual? Do you want the guy to get with multiple girls? Are you okay with other anime that aren&#039;t Shonen?</span><br>i said any media, didnt i? i cant tell if you are fucking with me or not', 'time': 1670727546, 'resto': 1292862}, {'no': 1292899, 'now': '12/10/22(Sat)22:21:35', 'name': 'Anonymous', 'com': '<a href=""#p1292896"" class=""quotelink"">&gt;&gt;1292896</a><br>This is an odd way of trolling, but okay.', 'time': 1670728895, 'resto': 1292862}]",1670728895,0.0,0.0,,
62,1290227,,,12/03/22(Sat)23:29:05,Anonymous,,Can someone share a torrent or DDL to John Pinette stand up specials,MV5BMTkzNzM3MzMwMV5BMl5BanBnXkFtZTgwOTAxNjA2MDE@._V1_,.jpg,375,500,187,250,1670128145906050,1670128145,1DF4tVg9s+u4J4q8VAoaOw==,39073,0,,can-someone-share-a-torrent-or-ddl-to-john,10,0,"[{'no': 1291449, 'now': '12/07/22(Wed)00:43:54', 'name': 'Anonymous', 'com': 'bump', 'time': 1670391834, 'resto': 1290227}, {'no': 1291832, 'now': '12/08/22(Thu)02:26:17', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670484377, 'resto': 1290227}, {'no': 1292207, 'now': '12/09/22(Fri)02:12:15', 'name': 'Anonymous', 'com': 'bump', 'time': 1670569935, 'resto': 1290227}, {'no': 1292589, 'now': '12/10/22(Sat)01:55:52', 'name': 'Anonymous', 'com': 'bump', 'time': 1670655352, 'resto': 1290227}, {'no': 1292894, 'now': '12/10/22(Sat)21:57:21', 'name': 'Anonymous', 'com': 'Bumping again', 'time': 1670727441, 'resto': 1290227}]",1670727441,0.0,0.0,5.0,0.0
63,1292892,,,12/10/22(Sat)21:53:00,Anonymous,,Looking for as much Sam Hyde material and memes as I can get my hands on. Sam Hyde thread.,1670723360399937,.png,640,438,250,171,1670727180028930,1670727180,cfEo4cWilBm1ltyrjPM3HA==,340659,0,,looking-for-as-much-sam-hyde-material-and-memes,0,0,,1670727180,0.0,0.0,,
64,1288367,,,11/29/22(Tue)08:53:56,Anonymous,Epic threads,"post caps of funny/epic/autistic threads, also link to archived threads on pages like desuarchive and 4plebs, and anyone has a link to the last thread of this type on /wsr/ ?",finger blasted coyote thread,.jpg,1920,9600,50,250,1669730036106676,1669730036,ZoZ3BOdP9+WQlDTaGOjoOg==,3230295,0,,epic-threads,58,39,"[{'no': 1292848, 'now': '12/10/22(Sat)19:12:24', 'name': 'Anonymous', 'com': '<a href=""#p1288367"" class=""quotelink"">&gt;&gt;1288367</a> #<br>fit humor', 'time': 1670717544, 'resto': 1288367}, {'no': 1292849, 'now': '12/10/22(Sat)19:13:24', 'name': 'Anonymous', 'com': '<a href=""#p1288367"" class=""quotelink"">&gt;&gt;1288367</a> #<br>fuck', 'time': 1670717604, 'resto': 1288367}, {'no': 1292851, 'now': '12/10/22(Sat)19:15:11', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;69206103</span> #<br>fuck', 'time': 1670717711, 'resto': 1288367}, {'no': 1292885, 'now': '12/10/22(Sat)21:38:46', 'name': 'Anonymous', 'com': '<a href=""#p1288581"" class=""quotelink"">&gt;&gt;1288581</a><br>Haven&#039;t laughed this hard in awhile. Thanks for sharing.', 'filename': '[b] psychic', 'ext': '.jpg', 'w': 780, 'h': 585, 'tn_w': 125, 'tn_h': 93, 'tim': 1670726326245934, 'time': 1670726326, 'md5': 'tcrAw0PaCfNWh+sHxFDRQQ==', 'fsize': 79858, 'resto': 1288367}, {'no': 1292890, 'now': '12/10/22(Sat)21:48:33', 'name': 'Anonymous', 'filename': 'b_shitty situation', 'ext': '.jpg', 'w': 714, 'h': 2247, 'tn_w': 39, 'tn_h': 125, 'tim': 1670726913460267, 'time': 1670726913, 'md5': 'ST9O0aDSpk7EVcDY5v3aOQ==', 'fsize': 407485, 'resto': 1288367}]",1670726913,0.0,0.0,53.0,37.0
65,1292743,,,12/10/22(Sat)14:53:03,Anonymous,Could someone please photoshop this picture of my old dog for me?,"I want to request getting this picture of my old dog edited so it looks like he has a cup/mug of coffee or tea between his legs.<br>If you want, it would also be great if you could edit the background to make it look like he&#039;s in an outdoor cafe. Giving him a little hat would also be nice. (I&#039;ll post pic references for the background and and hat I had in mind in the replies)<br>Would also be great if you could make it look like he is drinking from the cup. <br>Any and all help is greatly appreciated!",good boy keith,.jpg,720,540,250,187,1670701983896233,1670701983,iQKUr+6rG6+3yg2RNkiuSg==,63912,0,,could-someone-please-photoshop-this-picture-of-my,3,2,"[{'no': 1292744, 'now': '12/10/22(Sat)14:53:57', 'name': 'Anonymous', 'com': 'This is what I had in mind for the outdoor cafe for a background. <br>Doesn&#039;t have to be this specifically if you don&#039;t like this one, this is just for a general idea for the background I&#039;d like.', 'filename': 'outdoore cafe', 'ext': '.jpg', 'w': 1300, 'h': 865, 'tn_w': 125, 'tn_h': 83, 'tim': 1670702037727848, 'time': 1670702037, 'md5': 'm8xxuRQlDAodO1NbLsZNmg==', 'fsize': 325588, 'resto': 1292743}, {'no': 1292745, 'now': '12/10/22(Sat)14:57:40', 'name': 'Anonymous', 'com': '<a href=""#p1292743"" class=""quotelink"">&gt;&gt;1292743</a><br>and if you&#039;d like, I think it might bring the whole idea together if he had on a scally cap like pic related, or a french barrette. So he looks like a fancy professional dog enjoying his coffee/tea', 'filename': 'tan gray scally cap', 'ext': '.jpg', 'w': 974, 'h': 1280, 'tn_w': 95, 'tn_h': 125, 'tim': 1670702260154948, 'time': 1670702260, 'md5': 'i72IPTWAcHe3eWzvTy0bFQ==', 'fsize': 349248, 'resto': 1292743}, {'no': 1292889, 'now': '12/10/22(Sat)21:44:04', 'name': 'Anonymous', 'com': '<a href=""#p1292743"" class=""quotelink"">&gt;&gt;1292743</a><br>Bumping for visibility', 'time': 1670726644, 'resto': 1292743}]",1670726644,0.0,0.0,,
66,1292887,,,12/10/22(Sat)21:42:17,Anonymous,I asked /pol/ but they&#039;re all bots and faggots,"I&#039;d like political debates, but not by actual politicians. I was a huge fan of Internet Bloodsports but it&#039;s dead so looking more for recent shit like Sargon v Spencer, Destiny&#039;s debates, Metokur vs leftists ect. I don&#039;t care about ideologies I&#039;ll listen to white nationalists or communists debating. I prefer IBS so if you have lessure know internet drama streams I prefer that but I&#039;m not picky because politics is more popular",maxresdefault (10),.jpg,1280,720,250,140,1670726537163868,1670726537,iO9AFVc9DfAruebGGoq95A==,110793,0,,i-asked-pol-but-theyre-all-bots-and-faggots,0,0,,1670726537,0.0,0.0,,
67,1292860,,,12/10/22(Sat)19:46:11,Anonymous,,"<span class=""quote"">&gt;Please re-size your photos so that the resolution is no greater than 300 pixels per inch. </span><br>Are there any websites that I can do this with? I don&#039;t really get what it means &quot;pixels per inch&quot;",jesusBall,.jpg,736,728,250,247,1670719571868986,1670719571,lEmRh0N3FRlHC9MY3xh8JQ==,150438,0,,please-resize-your-photos-so-that-the-resolution,3,0,"[{'no': 1292861, 'now': '12/10/22(Sat)19:53:31', 'name': 'Anonymous', 'com': '<a href=""#p1292860"" class=""quotelink"">&gt;&gt;1292860</a><br>https://99designs.com/blog/tips/ppi<wbr>-vs-dpi-whats-the-difference/', 'time': 1670720011, 'resto': 1292860}, {'no': 1292878, 'now': '12/10/22(Sat)21:16:58', 'name': 'Anonymous', 'com': '<a href=""#p1292860"" class=""quotelink"">&gt;&gt;1292860</a><br>It means that if you want to print a 6x4 photo your image is no more than 1800 x 1200 pixels ie 1800 pixels / 6 inches = 300 pixels/inch = 300ppi.<br><br>But if you were printing that photo as 12 x 8 it would be 1800 / 12 = 150 pixels per inch.<br><br>It&#039;s pixel dimension divided by length of desired print.<br><br>If you do this for height and width of photo and you get different number pixels per inch, the printer is doing to make you crop the image, which ever side had the higher ppi number is going to need to be shortened since printers usually won&#039;t add plain white borders automatically. You can either crop it yourself using some graphics editor, crop it in the kiosk machine or the website that will print the photo, or you can use a graphics program to add borders yourself to the too short dimension.', 'time': 1670725018, 'resto': 1292860}, {'no': 1292886, 'now': '12/10/22(Sat)21:38:48', 'name': 'Anonymous', 'com': '<a href=""#p1292860"" class=""quotelink"">&gt;&gt;1292860</a><br><span class=""quote"">&gt;Are there any websites that I can do this with?</span><br>https://www.photopea.com/', 'time': 1670726328, 'resto': 1292860}]",1670726328,0.0,0.0,,
68,1292781,,,12/10/22(Sat)16:28:42,Anonymous,,Could someone help color in this character and the background?,Trap,.png,708,925,191,250,1670707722127376,1670707722,BuK6uR3d//wpK/UGq+zMHQ==,1021395,0,,could-someone-help-color-in-this-character-and,5,2,"[{'no': 1292816, 'now': '12/10/22(Sat)17:58:48', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670713128, 'resto': 1292781}, {'no': 1292842, 'now': '12/10/22(Sat)19:00:03', 'name': 'Anonymous', 'com': 'No, fuck you. She is perfect the way she is.', 'time': 1670716803, 'resto': 1292781}, {'no': 1292850, 'now': '12/10/22(Sat)19:14:21', 'name': 'Anonymous', 'com': '<a href=""#p1292842"" class=""quotelink"">&gt;&gt;1292842</a><br>but it&#039;s a trap from a doujin', 'time': 1670717661, 'resto': 1292781}, {'no': 1292852, 'now': '12/10/22(Sat)19:16:54', 'name': 'Anonymous', 'com': '<a href=""#p1292850"" class=""quotelink"">&gt;&gt;1292850</a><br>Okay, fine.<br><a href=""#p1292781"" class=""quotelink"">&gt;&gt;1292781</a><br>Here you go.', 'filename': '3049573925709', 'ext': '.png', 'w': 708, 'h': 925, 'tn_w': 95, 'tn_h': 125, 'tim': 1670717814347313, 'time': 1670717814, 'md5': 'XiumYZHXLNIXeYXwBdJjlg==', 'fsize': 633642, 'resto': 1292781}, {'no': 1292872, 'now': '12/10/22(Sat)20:58:34', 'name': 'Anonymous', 'com': '<a href=""#p1292781"" class=""quotelink"">&gt;&gt;1292781</a>', 'filename': 'image_2022-12-10_195825803', 'ext': '.png', 'w': 392, 'h': 512, 'tn_w': 95, 'tn_h': 125, 'tim': 1670723914475592, 'time': 1670723914, 'md5': 'pZC2NMFSqstkjUhX7TS7+Q==', 'fsize': 402274, 'resto': 1292781}]",1670723914,0.0,0.0,,
69,1292864,,,12/10/22(Sat)19:58:39,Anonymous,,"<span class=""quote"">&gt;A meeting of more than two homosexuals was illegal at that time.</span><br>Can anyone explain this to me? I am absurdly curious.",corpse,.png,840,170,250,50,1670720319552948,1670720319,W26XX/0mBP7bfnxRzn76Zg==,53946,0,,a-meeting-of-more-than-two-homosexuals-was,2,0,"[{'no': 1292865, 'now': '12/10/22(Sat)20:06:00', 'name': 'Anonymous', 'com': 'It was to provide a legal reason for the police to raid gay bars, and/or to suppress homosexual expression in public.', 'time': 1670720760, 'resto': 1292864}, {'no': 1292869, 'now': '12/10/22(Sat)20:18:41', 'name': 'Anonymous', 'com': '<a href=""#p1292865"" class=""quotelink"">&gt;&gt;1292865</a><br>That makes sense, thanks.<br>Would you happen to know the law&#039;s name?', 'time': 1670721521, 'resto': 1292864}]",1670721521,0.0,0.0,,
70,1292868,,,12/10/22(Sat)20:17:26,Anonymous,Authentic Italian food Cook Book recommendations,"My family and I recently went on a trip to Italy, mostly spent time in Rome and Northern Italy (around Lake Como). I&#039;d like to get a cook book for Christmas that has good recipes which are authentic (or as close as can be) to what kind of food we ate on our vacation. The food there is much better than the Italian food we are used to in the states, so I don&#039;t want to pick any Italian recipe book fom a local store for example.<br> <br>Does anyone have good recommendations? We especially liked the food in Northern Italy. Even if its a recipe book for making the flat bread pizza dough like they did that&#039;d be fantastic!",madeinitaly-128,.jpg,658,526,250,199,1670721446283373,1670721446,hzUe/771dutdYiY9EDY8lA==,458790,0,,authentic-italian-food-cook-book-recommendations,0,0,,1670721446,0.0,0.0,,
