,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
10,609376,,,12/10/22(Sat)10:27:34,Anonymous,,Please share,images_1,.jpg,310,437,177,250,1670686054261260,1670686054,mTVFv/YiD5Cb239jHtTBsw==,20174,0,,please-share,2,0,,,"[{'no': 609378, 'now': '12/10/22(Sat)12:07:09', 'name': 'Anonymous', 'com': '<a href=""#p609376"" class=""quotelink"">&gt;&gt;609376</a><br>Really, you couldn&#039;t see that the last thread begging for this one didn&#039;t produce any results either? Asking for the same book over and over in multiple threads isn&#039;t going to get it any quicker.', 'time': 1670692029, 'resto': 609376}, {'no': 609411, 'now': '12/11/22(Sun)19:50:26', 'name': 'Anonymous', 'com': '<a href=""#p609376"" class=""quotelink"">&gt;&gt;609376</a><br>good job bumping another thread out of existence', 'time': 1670806226, 'resto': 609376}]",1670806226,0.0,0.0,
11,546973,,,11/01/16(Tue)06:15:03,Anonymous,touhou papercraft,hi /po/<br><br>does anyone have the scans for<br><br>http://home.att.ne.jp/wood/lunatica<wbr>/index.html<br><br>there were some from the archive back from 2014 but the link died<br><br>also are there any more who did touhou papercraft stuff other than ssa and lily?,alice_r_f,.jpg,380,550,172,250,1477995303321,1477995303,yqmFMa/X4ga/0pnuK1zjZg==,46377,0,,touhou-papercraft,307,111,302.0,110.0,"[{'no': 608337, 'now': '10/10/22(Mon)08:51:40', 'name': 'Anonymous', 'com': '<a href=""#p546973"" class=""quotelink"">&gt;&gt;546973</a><br>try archive.org', 'time': 1665406300, 'resto': 546973}, {'no': 608340, 'now': '10/10/22(Mon)16:07:15', 'name': 'Anonymous', 'com': '<a href=""#p546975"" class=""quotelink"">&gt;&gt;546975</a><br><a href=""#p586169"" class=""quotelink"">&gt;&gt;586169</a><br>does anyone here have the scans for these ones?', 'time': 1665432435, 'resto': 546973}, {'no': 608561, 'now': '10/30/22(Sun)15:32:37', 'name': 'Anonymous', 'com': '<a href=""#p608203"" class=""quotelink"">&gt;&gt;608203</a><br>Just bought this one.<br>RJ072641', 'time': 1667158357, 'resto': 546973}, {'no': 608940, 'now': '11/18/22(Fri)12:37:49', 'name': 'Anonymous', 'com': 'Posting all the 2hu papercraft I have made before I destroy some of them.', 'filename': '2hus', 'ext': '.jpg', 'w': 4080, 'h': 1836, 'tn_w': 125, 'tn_h': 56, 'tim': 1668793069994460, 'time': 1668793069, 'md5': 'lG6cigCWDnpF4SHuIvXUKg==', 'fsize': 457989, 'resto': 546973}, {'no': 609377, 'now': '12/10/22(Sat)10:34:47', 'name': 'Anonymous', 'com': '<a href=""#p592702"" class=""quotelink"">&gt;&gt;592702</a><br>Thank you so mush anon !<br>I was looking deep into chinese websites to find these missing parts to no avail', 'time': 1670686487, 'resto': 546973}]",1670686487,0.0,0.0,
12,544301,,,08/31/16(Wed)23:00:17,Anonymous,,what do you think about making sculptures out of aluminum foil?,13830-post-img-1,.jpg,600,302,250,125,1472698817142,1472698817,JQisGS6sun2g4kOiD0sLmA==,125318,0,,what-do-you-think-about-making-sculptures-out-of,281,68,276.0,68.0,"[{'no': 608278, 'now': '10/05/22(Wed)19:35:16', 'name': 'Anonymous', 'com': '<a href=""#p544301"" class=""quotelink"">&gt;&gt;544301</a><br>simpler times...', 'time': 1665012916, 'resto': 544301}, {'no': 608731, 'now': '11/08/22(Tue)23:34:23', 'name': 'Anonymous', 'com': '<a href=""#p608278"" class=""quotelink"">&gt;&gt;608278</a><br>Nah it was just as chaotic, you&#039;re just looking at it with nostalgia goggles', 'time': 1667968463, 'resto': 544301}, {'no': 608750, 'now': '11/10/22(Thu)12:15:19', 'name': 'Anonymous', 'com': '<a href=""#p548927"" class=""quotelink"">&gt;&gt;548927</a><br>ooooo shinnyyy', 'time': 1668100519, 'resto': 544301}, {'no': 608826, 'now': '11/12/22(Sat)23:08:50', 'name': 'Anonymous', 'com': '<a href=""#p606496"" class=""quotelink"">&gt;&gt;606496</a><br><a href=""#p605706"" class=""quotelink"">&gt;&gt;605706</a><br><a href=""#p605658"" class=""quotelink"">&gt;&gt;605658</a><br><a href=""#p605655"" class=""quotelink"">&gt;&gt;605655</a><br><a href=""#p605654"" class=""quotelink"">&gt;&gt;605654</a><br>My lost kin. As a kid I thought I was the only one that figured to twist those ties into toys, I&#039;ve found a kindred mind at last. <br>I have to admit I stopped since about a decade, but I&#039;ve kept one of my creations to this day. Can&#039;t post images from this IP, but check the old fellow out<br><span class=""quote"">&gt;https://files.catbox.moe/jqh4an.pn<wbr>g</span><br><br>Say, how do you go about making their clothes? Have you taken any pics of the process as you did with the skeleton?', 'time': 1668312530, 'resto': 544301}, {'no': 609369, 'now': '12/10/22(Sat)00:47:02', 'name': 'Anonymous', 'com': '<a href=""#p589645"" class=""quotelink"">&gt;&gt;589645</a><br>i have the same monitor', 'time': 1670651222, 'resto': 544301}]",1670736096,0.0,0.0,
13,588719,,,01/23/21(Sat)14:14:42,stricklypaper,Share Anime Models? Part 2,"Started this because I couldn&#039;t post it in OP Thread, and it looks like it could be getting close to post limit, idk...<br><br><span class=""deadlink"">&gt;&gt;588703</span><br>That is awesome!... The must have models from Youlingke imo, are Yae Sakura, Mandarin Dress Ver from Honkai Impact 3rd and Megumi Kato, Swimsuit Ver from Saenai Heroine No Sodatekata.",Screen Shot 2021-01-23 at 11.57.58 AM,.png,1124,630,250,140,1611429282496,1611429282,SRMPJTkzK4z1yVZ4k/e8/g==,1212581,0,,share-anime-models-part-2,289,63,284.0,62.0,"[{'no': 608590, 'now': '11/01/22(Tue)12:19:16', 'name': 'Anonymous', 'com': '<a href=""#p608560"" class=""quotelink"">&gt;&gt;608560</a><br>I wrote you 2 days ago, still no reply?', 'time': 1667319556, 'resto': 588719}, {'no': 609343, 'now': '12/09/22(Fri)01:37:07', 'name': 'Anonymous', 'com': 'Could someone download these instructions for me? <br><br>https://pan.baidu.com/s/1xKyJayqNAw<wbr>qSkK_UI7TtuA?pwd=8888<br><br>https://pan.baidu.com/s/1oqHkHOETvc<wbr>pZnaiZ80TwFQ?pwd=8888 <br><br>https://pan.baidu.com/s/1BZC2ABElZX<wbr>hKTYEu1A70Kw?pwd=8888<br><br>https://pan.baidu.com/s/1VUfRsBpymx<wbr>6tr53c_MqJNA?pwd=8888', 'time': 1670567827, 'resto': 588719}, {'no': 609348, 'now': '12/09/22(Fri)10:58:05', 'name': 'POCHITA', 'com': '<a href=""#p609343"" class=""quotelink"">&gt;&gt;609343</a><br>HI, I can&#039;t download them at once since I can&#039;t create a baidu account ; ( Could you show me the models you have? I&#039;ll leave you my Proton: pochita321@proton.me<br><br>this is another mail: mauriciokak@gmail.com', 'time': 1670601485, 'resto': 588719}, {'no': 609370, 'now': '12/10/22(Sat)00:54:03', 'name': 'Anonymous', 'com': '<a href=""#p609343"" class=""quotelink"">&gt;&gt;609343</a><br>Only half of what I ordered need the baidu instructions. The rest have printed instructions. Order just cleared customs and expected to be delivered early next week.', 'time': 1670651643, 'resto': 588719}, {'no': 609371, 'now': '12/10/22(Sat)02:09:12', 'name': 'Piggy', 'com': 'Anyone built this that has instructions? or maybea folding guide? I&#039;m kinda figuring it out slowly but fuck would it help if I had guides', 'filename': 'GP_18', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670656152953130, 'time': 1670656152, 'md5': 'BnvuMKEJisb8qDngx1GWnw==', 'fsize': 3451483, 'resto': 588719}]",1670656152,0.0,0.0,
14,608395,,,10/15/22(Sat)18:35:49,Anonymous,,how hard would it be to make something like this?,1665860855148275,.png,1024,1024,250,250,1665873349545435,1665873349,Ix77dDomoKqDbUdLuqxklA==,1067376,0,,how-hard-would-it-be-to-make-something-like-this,3,1,,,"[{'no': 608399, 'now': '10/16/22(Sun)07:19:36', 'name': 'Anonymous', 'com': 'looks pretty fucking hard cause ive never done papercraft xdddddddddddd', 'filename': '1665202850033294', 'ext': '.jpg', 'w': 850, 'h': 1202, 'tn_w': 88, 'tn_h': 125, 'tim': 1665919176788864, 'time': 1665919176, 'md5': '8k8EQy3FVrcYLbpOXxm5sw==', 'fsize': 136501, 'resto': 608395}, {'no': 609357, 'now': '12/09/22(Fri)13:58:16', 'name': 'Anonymous', 'com': '<a href=""#p608395"" class=""quotelink"">&gt;&gt;608395</a><br>with good instructions not so hard, without them you would be lost I guess', 'time': 1670612296, 'resto': 608395}, {'no': 609358, 'now': '12/09/22(Fri)14:07:41', 'name': 'Anonymous', 'com': '<a href=""#p609357"" class=""quotelink"">&gt;&gt;609357</a><br>hello from <a href=""//boards.4channel.org/sp/"" class=""quotelink"">&gt;&gt;&gt;/sp/</a>!', 'time': 1670612861, 'resto': 608395}]",1670612861,0.0,0.0,
15,609336,,,12/08/22(Thu)14:39:33,Anonymous,Banjo Kazooie Papercraft,I’m looking for the templates to make these awesome banjo kazooie papercraft. Cheato and Beehive. <br>All the sites I’ve seen them on now seem to be dead. <br>I thought someone here may be able to help me?,4037011D-DC17-4809-8B93-5A465C9AD48C,.jpg,1170,861,250,183,1670528373220453,1670528373,KLD5igEqEaKhU+J0CKgxtQ==,600182,0,,banjo-kazooie-papercraft,5,2,,,"[{'no': 609338, 'now': '12/08/22(Thu)18:26:15', 'name': 'Anonymous', 'com': '<a href=""#p609336"" class=""quotelink"">&gt;&gt;609336</a><br>could always try and get ther 3D models and pepakura it yourself', 'time': 1670541975, 'resto': 609336}, {'no': 609339, 'now': '12/08/22(Thu)18:28:16', 'name': 'Piggy', 'com': '<a href=""#p609336"" class=""quotelink"">&gt;&gt;609336</a><br><br>https://www.models-resource.com/nin<wbr>tendo_64/banjokazooie/model/8585/<br><br>heres the model for beehive', 'time': 1670542096, 'resto': 609336}, {'no': 609344, 'now': '12/09/22(Fri)03:57:18', 'name': 'Anonymous', 'com': 'lines', 'filename': 'Beehive-fix', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670576238061872, 'time': 1670576238, 'md5': 'DDenqku60qV94QitsGeylg==', 'fsize': 482739, 'resto': 609336}, {'no': 609345, 'now': '12/09/22(Fri)03:59:02', 'name': 'Anonymous', 'com': 'lineless', 'filename': 'Beehive-fix-lineless', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670576342452371, 'time': 1670576342, 'md5': 'GNxsNrXl3Irg6uywIjg71g==', 'fsize': 457346, 'resto': 609336}, {'no': 609356, 'now': '12/09/22(Fri)13:35:22', 'name': 'Anonymous', 'com': 'Legend thank you!!!', 'time': 1670610922, 'resto': 609336}]",1670610922,0.0,0.0,
16,609128,,,11/30/22(Wed)02:06:30,Anonymous,,"Hey there buddy, has been some time! How are you? This time I got you some nice shit, you remember that nice KMS Room paper craft I build some months ago? Well, this time got me the Excellia/Lapucelle combo of paper, also, who the fuck put it in the name that the dragon was called Rapunzel? It&#039;s name it&#039;s Lapucelle",IMG_20221129_224655,.jpg,1792,3904,114,249,1669791990857781,1669791990,1CV4k7j/1TvB/1ygHht8Eg==,3378505,0,,hey-there-buddy-has-been-some-time-how-are-you,10,9,5.0,4.0,"[{'no': 609253, 'now': '12/04/22(Sun)11:31:52', 'name': 'Anonymous', 'com': 'And as you can see, it has a hole in the back of the head to help you build it', 'filename': 'IMG_20221204_102419', 'ext': '.jpg', 'w': 1792, 'h': 3904, 'tn_w': 57, 'tn_h': 124, 'tim': 1670171512011389, 'time': 1670171512, 'md5': 'qSRBRXySFtfme2TF8WO8nQ==', 'fsize': 4544570, 'resto': 609128}, {'no': 609351, 'now': '12/09/22(Fri)12:57:42', 'name': 'Anonymous', 'com': 'Now looks like The Beast from Kung Fu Hustle...', 'filename': 'IMG_20221209_001840', 'ext': '.jpg', 'w': 1792, 'h': 3904, 'tn_w': 57, 'tn_h': 124, 'tim': 1670608662208841, 'time': 1670608662, 'md5': '54H5/PePX23Roo0LsalLbg==', 'fsize': 2403642, 'resto': 609128}, {'no': 609352, 'now': '12/09/22(Fri)13:00:03', 'name': 'Anonymous', 'com': 'Good thing of this hair, it&#039;s build with different small parts, not just few big ones', 'filename': 'IMG_20221209_001909', 'ext': '.jpg', 'w': 1792, 'h': 3904, 'tn_w': 57, 'tn_h': 124, 'tim': 1670608803632015, 'time': 1670608803, 'md5': '8YKSIe9so8uGtUqRytmjUA==', 'fsize': 4196238, 'resto': 609128}, {'no': 609353, 'now': '12/09/22(Fri)13:01:38', 'name': 'Anonymous', 'com': 'And here is the full head... Looks great!', 'filename': 'IMG_20221209_115233', 'ext': '.jpg', 'w': 1792, 'h': 3904, 'tn_w': 57, 'tn_h': 124, 'tim': 1670608898116393, 'time': 1670608898, 'md5': 'lrKQRWlNmhCzn2J/bDuRjQ==', 'fsize': 2702988, 'resto': 609128}, {'no': 609354, 'now': '12/09/22(Fri)13:03:32', 'name': 'Anonymous', 'com': 'And with the hat! Also did some details in the feather and the plate', 'filename': 'IMG_20221209_115443', 'ext': '.jpg', 'w': 1792, 'h': 3904, 'tn_w': 57, 'tn_h': 124, 'tim': 1670609012958451, 'time': 1670609012, 'md5': 'uLiFXPCT1/+r7ZgXjnjtDg==', 'fsize': 4706229, 'resto': 609128}]",1670609012,0.0,0.0,
17,608580,,,10/31/22(Mon)17:45:25,Anonymous,,Happy Halloween.,Dollar Origami (2021),.pdf,1,1,250,250,1667252725604772,1667252725,piQRvcdpDvNXFe1qwp2vIg==,8020221,0,,happy-halloween,12,1,7.0,1.0,"[{'no': 608606, 'now': '11/02/22(Wed)10:29:38', 'name': 'Anonymous', 'com': '<a href=""#p608598"" class=""quotelink"">&gt;&gt;608598</a><br><span class=""quote"">&gt;https://dzzzzrive.google.com/drive<wbr>/folders/1V0ZD4VJ6odvenPdyrbq4khsaf<wbr>whUNsHh</span><br>Gracias Honey Gamer', 'time': 1667399378, 'resto': 608580}, {'no': 608610, 'now': '11/03/22(Thu)05:05:25', 'name': 'Anonymous', 'com': '<a href=""#p608598"" class=""quotelink"">&gt;&gt;608598</a><br><span class=""quote"">&gt;https://drive.google.com/drive/fol<wbr>ders/1V0ZD4VJ6odvenPdyrbq4khsafwhUN<wbr>sHh</span><br><br>Thanks for all this OLD stuff.', 'time': 1667466325, 'resto': 608580}, {'no': 608705, 'now': '11/07/22(Mon)08:24:17', 'name': 'Anonymous', 'com': '<a href=""#p608598"" class=""quotelink"">&gt;&gt;608598</a><br>thanks so much for all of this!<br>Looks like I&#039;m going to be sucking your dick too!', 'time': 1667827457, 'resto': 608580}, {'no': 609320, 'now': '12/07/22(Wed)16:47:04', 'name': 'Anonymous', 'com': 'Is it all dungeons and dragons here ?', 'time': 1670449624, 'resto': 608580}, {'no': 609350, 'now': '12/09/22(Fri)12:35:43', 'name': 'Anonymous', 'com': '<a href=""#p608598"" class=""quotelink"">&gt;&gt;608598</a><br>Holy shit, I used to have the Friendship Origami book as a kid. Never expected it to crop up here.<br>Thanks for sharing!', 'time': 1670607343, 'resto': 608580}]",1670607343,0.0,0.0,
18,609247,,,12/04/22(Sun)07:24:32,Anonymous,,Require the other pages of this diagram . I&#039;ve searched Gilad not listed.,IMG_20221204_122140_797,.jpg,480,555,216,250,1670156672916114,1670156672,NiznOX7Hbz3qA/J7W/8tag==,44915,0,,require-the-other-pages-of-this-diagram-ive,2,0,,,"[{'no': 609300, 'now': '12/07/22(Wed)02:20:13', 'name': 'Anonymous', 'com': '<a href=""#p609247"" class=""quotelink"">&gt;&gt;609247</a> it&#039;s from a Latin Origami book . No Homo', 'time': 1670397613, 'resto': 609247}, {'no': 609349, 'now': '12/09/22(Fri)12:04:29', 'name': 'Anonymous', 'com': '<a href=""#p609247"" class=""quotelink"">&gt;&gt;609247</a><br> Bump', 'time': 1670605469, 'resto': 609247}]",1670605469,0.0,0.0,
19,609340,,,12/08/22(Thu)20:11:41,Anonymous,,Anybody have this?,DSC06369,.jpg,640,480,250,187,1670548301814265,1670548301,TEDS0000RoPfOwv+xl8dMQ==,88527,0,,anybody-have-this,1,1,,,"[{'no': 609341, 'now': '12/08/22(Thu)20:56:36', 'name': 'Piggy', 'com': '<a href=""#p609340"" class=""quotelink"">&gt;&gt;609340</a><br>yeah its in the /po/ archive<br>all i got is a jpeg of it', 'filename': '4chan Party Van', 'ext': '.jpg', 'w': 1511, 'h': 1076, 'tn_w': 125, 'tn_h': 89, 'tim': 1670550996836630, 'time': 1670550996, 'md5': 'iaDLVj36s1KjED5IbF/Q9A==', 'fsize': 301055, 'resto': 609340}]",1670550996,0.0,0.0,
20,608646,,,11/04/22(Fri)08:42:14,Anonymous,,Any comrades on this thread ? Looking for an Origami Journal magazine #17 from 1992 .,review-russian-origami-journal-17,.jpg,200,278,179,250,1667565734519814,1667565734,8yF0lL0ritT66Gtu1IKmsQ==,68075,0,,any-comrades-on-this-thread-looking-for-an,63,11,58.0,11.0,"[{'no': 609315, 'now': '12/07/22(Wed)15:29:51', 'name': 'Anonymous', 'com': 'There&#039;s an online shop that does bundles of BOS for £6', 'time': 1670444991, 'resto': 608646}, {'no': 609316, 'now': '12/07/22(Wed)15:33:03', 'name': 'Anonymous', 'com': 'Origami Deutschland is stuck in the 90s .They do have email but the office is maintained by one secretary who&#039;s there part-time .It hasn&#039;t been digitised and you have to do a bank transfer .It arrives if I remember in ten days', 'time': 1670445183, 'resto': 608646}, {'no': 609317, 'now': '12/07/22(Wed)15:49:20', 'name': 'Anonymous', 'com': '<a href=""#p609282"" class=""quotelink"">&gt;&gt;609282</a><br>When euro value dropped I signed up for one yr of AEP - not doing that again. Digital library has nothing I want to fold, no back issues of Pajarita and price of membership for next yr is ridiculously high', 'time': 1670446160, 'resto': 608646}, {'no': 609319, 'now': '12/07/22(Wed)16:45:02', 'name': 'Anonymous', 'com': '<a href=""#p609317"" class=""quotelink"">&gt;&gt;609317</a><br>Thanks for letting me know .Most of these European and American associations are lacklustre for the price .The far east gives much better quality of diagrams and books . <br>But still they don&#039;t always have the variation of species that the Hispanic designers seem to', 'time': 1670449502, 'resto': 608646}, {'no': 609331, 'now': '12/08/22(Thu)09:16:32', 'name': 'Anonymous', 'com': '<a href=""#p608694"" class=""quotelink"">&gt;&gt;608694</a><br> Seriously if you do have similar indexes for these titles I&#039;d be greatly appreciative', 'time': 1670508992, 'resto': 608646}]",1670508992,0.0,0.0,
21,609122,,,11/29/22(Tue)12:57:56,Pajarita 157,,Anyone got this and can share?,389C1087-632E-4DB9-93CE-6F7F11842BF0,.jpg,400,576,173,250,1669744676007245,1669744676,FMffscwHJcQNZ1U5GSIrFA==,31380,0,,anyone-got-this-and-can-share,5,2,,,"[{'no': 609123, 'now': '11/29/22(Tue)13:34:31', 'name': 'Anonymous', 'com': '<a href=""#p609122"" class=""quotelink"">&gt;&gt;609122</a><br>Try to keep posts like this contained to one thread.', 'time': 1669746871, 'resto': 609122}, {'no': 609249, 'now': '12/04/22(Sun)07:29:04', 'name': 'Anonymous', 'com': 'Anyone got this?', 'filename': 'BO_Pajarita_Extra_1995', 'ext': '.jpg', 'w': 215, 'h': 303, 'tn_w': 88, 'tn_h': 125, 'tim': 1670156944984801, 'time': 1670156944, 'md5': '9J4ETRihXLL1OGyKwQ1CqQ==', 'fsize': 21229, 'resto': 609122}, {'no': 609251, 'now': '12/04/22(Sun)09:05:43', 'name': 'Anonymous', 'filename': 'pajarita extra 1995 el grupo de madrid_2', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670162743388727, 'time': 1670162743, 'md5': '7cOK4RxEOxRIKMbGYv3nRw==', 'fsize': 4466043, 'resto': 609122}, {'no': 609262, 'now': '12/04/22(Sun)17:54:09', 'name': 'Anonymous', 'com': '<a href=""#p609251"" class=""quotelink"">&gt;&gt;609251</a><br> Muchas Gracias; thanks very much for sharing !', 'time': 1670194449, 'resto': 609122}, {'no': 609330, 'now': '12/08/22(Thu)07:53:10', 'name': 'Anonymous', 'com': 'Here&#039;s a link for the archives about 12 pages with plenty of Pajaritas<br>https://archived.moe/po/search/text<wbr>/Pajarita%20/', 'time': 1670503990, 'resto': 609122}]",1670503990,0.0,0.0,
22,609324,,,12/08/22(Thu)00:09:50,POCHITA,,Does anyone have a scan of this?<br>I only have the instructions,12,.jpg,900,1601,140,250,1670476190721703,1670476190,b0s8lW/xlP4K2kY/e5oWnw==,130320,0,,does-anyone-have-a-scan-of-this,3,2,,,"[{'no': 609325, 'now': '12/08/22(Thu)00:20:38', 'name': 'POCHITA', 'com': '<a href=""#p609324"" class=""quotelink"">&gt;&gt;609324</a>', 'filename': 'supersonico-1-60', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670476838669647, 'time': 1670476838, 'md5': 'tted+0TAaiNMbLyb/K0HKA==', 'fsize': 5804507, 'resto': 609324}, {'no': 609326, 'now': '12/08/22(Thu)00:27:46', 'name': 'POCHITA', 'filename': 'supersonico-61-114', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1670477266906825, 'time': 1670477266, 'md5': 'L8Etg2GoDnDqZRUjjgqjrQ==', 'fsize': 5580895, 'resto': 609324}, {'no': 609328, 'now': '12/08/22(Thu)06:05:05', 'name': 'Anonymous', 'com': '<a href=""#p609324"" class=""quotelink"">&gt;&gt;609324</a><br>yp', 'time': 1670497505, 'resto': 609324}]",1670497505,0.0,0.0,
23,601798,,,01/21/22(Fri)18:01:17,Op,"I need a noa magazine 202 but i dont have a diyzhan invite, can you guys help me out?",I finally found the NOA magazine 202 but I don&#039;t have an diyzhen invite so can you guys get it for me?,download,.jpg,188,268,175,250,1642806077487,1642806077,kw/HfbVywNXyA1DcXB7C6w==,9564,0,,i-need-a-noa-magazine-202-but-i-dont-have-a,125,15,120.0,15.0,"[{'no': 609188, 'now': '12/02/22(Fri)19:23:49', 'name': 'Anonymous', 'com': '<a href=""#p609186"" class=""quotelink"">&gt;&gt;609186</a>, UFFFF, danke, was für ein tolles Geschenk du uns gemacht hast, für Origami-Enthusiasten ist es, einen Schatz zu haben.', 'time': 1670027029, 'resto': 601798}, {'no': 609216, 'now': '12/03/22(Sat)12:23:41', 'name': 'Anonymous', 'com': '<a href=""#p609186"" class=""quotelink"">&gt;&gt;609186</a>, ICH VERMISSE VIELE, ABER DIE, DIE ICH HABE, SIND SEHR GUT, ICH GENIEßE ES ZU VIEL, SIE ZU SEHEN UND EINIGE PROJEKTE DURCHZUFÜHREN.', 'time': 1670088221, 'resto': 601798}, {'no': 609219, 'now': '12/03/22(Sat)14:27:49', 'name': 'Anonymous', 'com': '<a href=""#p609216"" class=""quotelink"">&gt;&gt;609216</a><br>Here are a bunch of NOA&#039;s from the archived threads. Enjoy.<br><br>https://archived.moe/po/thread/6055<wbr>15/<br><br>https://archived.moe/po/thread/6056<wbr>93/<br><br>https://archived.moe/po/thread/5884<wbr>35/<br><br>https://archived.moe/po/thread/5895<wbr>88/<br><br>https://archived.moe/po/thread/5832<wbr>74/', 'time': 1670095669, 'resto': 601798}, {'no': 609225, 'now': '12/03/22(Sat)18:42:10', 'name': 'Anonymous', 'com': '<a href=""#p609219"" class=""quotelink"">&gt;&gt;609219</a>, HA JA, DAS SIND DIE, DIE ICH HABE, SEHR GUT, VIELEN DANK, WENN SIE EINEN DER LETZTEN TEILEN KÖNNTEN, DANKE ICH.', 'time': 1670110930, 'resto': 601798}, {'no': 609322, 'now': '12/07/22(Wed)18:27:21', 'name': 'Anonymous', 'com': 'Thanks I&#039;ll bookmark and try to download the ones I<br> Need before the thread gets archived', 'time': 1670455641, 'resto': 601798}]",1670455641,0.0,0.0,
24,609041,,,11/26/22(Sat)00:08:51,Anonymous,,Anyone have the PDF to make a low-poly corgi?,il_fullxfull.1938250385_hha6,.jpg,1024,1024,250,250,1669439331894577,1669439331,wMx5FQzjafwfb1pV8Qay/g==,58639,0,,anyone-have-the-pdf-to-make-a-lowpoly-corgi,5,0,,,"[{'no': 609042, 'now': '11/26/22(Sat)02:52:30', 'name': 'Anonymous', 'com': '<a href=""#p609041"" class=""quotelink"">&gt;&gt;609041</a><br>Nah I don&#039;t', 'time': 1669449150, 'resto': 609041}, {'no': 609043, 'now': '11/26/22(Sat)09:53:47', 'name': 'Anonymous', 'com': '<a href=""#p609041"" class=""quotelink"">&gt;&gt;609041</a><br>isnt.that made of.plastic and not paper?', 'time': 1669474427, 'resto': 609041}, {'no': 609044, 'now': '11/26/22(Sat)11:03:38', 'name': 'Anonymous', 'com': '<a href=""#p609043"" class=""quotelink"">&gt;&gt;609043</a><br>Looks like paper to me, you can even see the black outline where the template was cutout. Also the corners kind of give it away, especially around the neck and the head.', 'time': 1669478618, 'resto': 609041}, {'no': 609199, 'now': '12/03/22(Sat)07:09:01', 'name': 'Anonymous', 'com': 'I have some models of dogs but none of corgi, sorry', 'time': 1670069341, 'resto': 609041}, {'no': 609318, 'now': '12/07/22(Wed)16:23:23', 'name': 'Anonymous', 'com': '<a href=""#p609041"" class=""quotelink"">&gt;&gt;609041</a><br>https://www.turbosquid.com/3d-model<wbr>s/cute-corgi-rigged-3d-model-161542<wbr>9<br><br>Found this one on squid', 'time': 1670448203, 'resto': 609041}]",1670448203,0.0,0.0,
25,608951,,,11/19/22(Sat)19:04:04,POCHITA,Papercraft,"Hello 4chan, does anyone have this papercraft (Lala Satalin Deviluke) younligke ??? If you know more about it, please respond, the scan.",lala 1,.png,383,504,189,250,1668902644701071,1668902644,QjDwH5kpCbpKnOb53gc2Ig==,313480,0,,papercraft,7,0,2.0,0.0,"[{'no': 609151, 'now': '12/02/22(Fri)03:48:36', 'name': 'Anonymous', 'com': '<a href=""#p609149"" class=""quotelink"">&gt;&gt;609149</a><br>I got a few, trading them, if somebody has this or any of the new ones, do comment for a trade', 'time': 1669970916, 'resto': 608951}, {'no': 609220, 'now': '12/03/22(Sat)14:34:16', 'name': 'Anonymous', 'com': '<a href=""#p609151"" class=""quotelink"">&gt;&gt;609151</a><br>Can you show me what you have, maybe you are interested in one?<br>poprock123654@gmail.com', 'time': 1670096056, 'resto': 608951}, {'no': 609293, 'now': '12/06/22(Tue)19:17:32', 'name': 'Anonymous', 'com': '<a href=""#p609151"" class=""quotelink"">&gt;&gt;609151</a><br>Is there a place I can buy them?', 'time': 1670372252, 'resto': 608951}, {'no': 609302, 'now': '12/07/22(Wed)04:40:14', 'name': 'Anonymous', 'com': '<a href=""#p609293"" class=""quotelink"">&gt;&gt;609293</a><br>Yeah, Taobao, that&#039;s where all of the not-shared-online-yet come from, but with the increasing tax on imports and increasing prices on everything, I can&#039;t buy any of them anymore. So F you china that doesn&#039;t directly sell to other countries but themselves and plug it in your bloated asses, I won&#039;t buy anything with these inflated prices anymore!', 'time': 1670406014, 'resto': 608951}, {'no': 609310, 'now': '12/07/22(Wed)15:01:12', 'name': 'Anonymous', 'com': '<a href=""#p609302"" class=""quotelink"">&gt;&gt;609302</a><br>hate that they want me to make an account, I dont want to! just show me the things!', 'time': 1670443272, 'resto': 608951}]",1670443272,0.0,0.0,
